layer,score,score_error,architecture,task,kind,source,between-concept dimensionality,between-concept radius,bias (mean),bias (std),other signal-noise-overlap (mean),other signal-noise-overlap (std),self signal-noise-overlap (mean),self signal-noise-overlap (std),signal (mean),signal (std),signal-noise-ratio (mean),signal-noise-ratio (std),within-concept dimensionality (mean),within-concept dimensionality (std),within-concept radius (mean),within-concept radius (std),80% variance,alpha,effective dimensionality,MRR
layer1.1.relu,0.2750659893950125,0.0036492985872002,ResNet18,Deep Cluster,Self-Supervised,VVS,3.6229663469823272,0.1693354696035385,0.0366557948291301,0.2809817492961883,15.72070026397705,9.28282356262207,15.515107154846191,8.586585998535156,5.058485507965088,2.08001971244812,0.8919832413698885,0.4181098037805165,4.2927286210049935,1.009835417823377,0.3248894810676574,0.0607762448489666,8.0,1.6559688564275996,5.907112271352989,0.30211379834717245
layer2.0.relu,0.3407266503681042,0.0037910512153765,ResNet18,Deep Cluster,Self-Supervised,VVS,5.121585991553742,0.1782294660806656,0.0312834046781063,0.2578740119934082,11.759896278381348,5.584409713745117,11.614633560180664,5.0808634757995605,5.1451616287231445,1.864161729812622,1.1983688232649503,0.5423515821846089,7.122361402024665,1.822003275612036,0.3394604623317718,0.0587329007685184,13.0,2.274591942988695,10.49210211464024,0.3784394022817369
layer2.1.relu,0.3824537911288079,0.003709034420166,ResNet18,Deep Cluster,Self-Supervised,VVS,5.894745840034316,0.1696850508451461,0.0295524466782808,0.2502603232860565,10.352163314819336,4.578059196472168,10.216440200805664,4.126075744628906,5.04442834854126,1.6779628992080688,1.3041190026887663,0.5506835832785546,8.518522072422344,2.1771991373492066,0.3325245380401611,0.055946696549654,18.0,1.3563231146291288,12.657394085499158,0.4179214735016825
layer3.0.relu,0.469088118875375,0.002797937285544,ResNet18,Deep Cluster,Self-Supervised,VVS,6.936450882529089,0.3061116933822632,0.0197487771511077,0.2026783674955368,9.230871200561523,3.5232651233673096,9.13871955871582,3.2260897159576416,5.357798099517822,1.626576542854309,1.6247598302610868,0.637357451333297,11.3501197449753,2.3047773763178485,0.5629541277885437,0.0777169689536094,27.0,1.9134398621421047,18.97255767396925,0.5079309494214954
layer3.1.relu,0.4894792539987248,0.0034323270539164,ResNet18,Deep Cluster,Self-Supervised,VVS,8.775214231771956,0.2749666273593902,0.0148888258263468,0.1753394156694412,7.889631748199463,2.906367778778076,7.81158971786499,2.651827573776245,5.331411838531494,1.4588030576705933,1.892246422616498,0.7317222061278238,13.869402953859217,2.685976652084934,0.5098171830177307,0.0614827722311019,42.0,1.1235336937057312,28.78790072668633,0.5786999036676054
layer4.0.relu,0.4962693577275482,0.003963502715336,ResNet18,Deep Cluster,Self-Supervised,VVS,11.266664068362314,0.1756769567728042,0.0093840099871158,0.1385086923837661,7.439748287200928,3.1942858695983887,7.374741077423096,3.0121543407440186,5.3798933029174805,1.359186053276062,2.106678727248066,0.8538264280574143,16.162514708421995,3.7307066182203625,0.3206869065761566,0.0311870034784078,109.0,1.5408789407055323,65.28734171827944,0.6450196260398122
layer4.1.relu,0.4594822118056389,0.0034426926313835,ResNet18,Deep Cluster,Self-Supervised,VVS,12.68015175578215,0.0798656791448593,0.0153242880478501,0.1780976951122284,7.612161159515381,4.085424423217773,7.44691801071167,3.616884708404541,5.181399822235107,1.3645234107971191,2.0438350209066227,1.0437814522337407,16.845346942903497,4.250955109235675,0.1503834128379821,0.018055273219943,206.0,0.6945434756295962,176.23513387403568,0.6660358719010281
layer1.0.relu,0.3020044590003105,0.0027287450370571,ResNet18,Contrastive Multiview Coding,Self-Supervised,VVS,2.341059340103478,0.1189047545194625,0.0398574769496917,0.2937085926532745,18.60226058959961,12.41199779510498,18.451488494873047,11.863121032714844,4.857381343841553,2.3631303310394287,0.6897228523351656,0.3142146940193065,3.0296862093259027,0.6057202176682925,0.2336086630821228,0.044593472033739,5.0,2.0826209964853386,3.776200449861152,0.25166511071182485
layer1.1.relu,0.2863060345733123,0.003325293581722,ResNet18,Contrastive Multiview Coding,Self-Supervised,VVS,3.545662568178615,0.1361611038446426,0.0386686846613884,0.2887362241744995,14.368030548095703,7.994350433349609,14.305109977722168,7.761557102203369,4.562742710113525,1.9077556133270264,0.7729092841873706,0.3331598656521997,3.696489604779352,0.7221556779285646,0.2927165627479553,0.0550324134528636,6.0,1.8334877542627064,5.539615332918693,0.2737644761348924
layer2.0.relu,0.3417054011279635,0.0030827746612161,ResNet18,Contrastive Multiview Coding,Self-Supervised,VVS,5.153829254813521,0.0821471288800239,0.0488317236304283,0.3282141089439392,10.826156616210938,6.00017786026001,10.635594367980955,4.97777271270752,4.425432205200195,1.6924383640289309,0.9890628853004502,0.4789751007129145,5.179892555395928,1.5935841206952144,0.1854946464300155,0.0397879555821418,9.0,1.6846948966336943,7.735891996097474,0.3274658294030495
layer2.1.relu,0.3673317704812243,0.0023840330220395,ResNet18,Contrastive Multiview Coding,Self-Supervised,VVS,5.152716402554368,0.077281080186367,0.0543911978602409,0.3494771420955658,10.728206634521484,7.034606456756592,10.39951515197754,5.318711757659912,4.468450546264648,1.7157195806503296,1.0536660794595174,0.5107612268080038,5.599819981199385,2.221527050800044,0.1732228845357895,0.0394787825644016,12.0,1.4931453270537345,8.212448293928137,0.34929514721983285
layer3.0.relu,0.4573646169514349,0.0041656471670306,ResNet18,Contrastive Multiview Coding,Self-Supervised,VVS,6.237254069320159,0.1467055231332779,0.0193448383361101,0.2004043459892273,9.362903594970703,3.950821876525879,9.28671932220459,3.629579782485962,5.174978256225586,1.647840142250061,1.5005514308182577,0.5880291859640977,10.18321550520426,2.118590431654252,0.2790325880050659,0.0377192683517932,27.0,1.313694953886597,17.70315173478181,0.46809764574556534
layer3.1.relu,0.4733864755863974,0.0040510478567934,ResNet18,Contrastive Multiview Coding,Self-Supervised,VVS,7.37138529693767,0.1508876830339431,0.0145826414227485,0.1733461320400238,8.382600784301758,3.295060873031616,8.322755813598633,3.0678725242614746,5.289240837097168,1.5445266962051392,1.750631916935606,0.6693538071838564,12.4682859126905,2.319721262759721,0.2817566096782684,0.0334188751876354,39.0,1.1729339016074358,23.78206782264225,0.5313598014136868
layer4.0.relu,0.4670997539159472,0.0039666828169394,ResNet18,Contrastive Multiview Coding,Self-Supervised,VVS,8.46140084586886,0.0740853771567344,0.0077908183448016,0.1258438229560852,8.010111808776855,2.690011978149414,7.996437549591064,2.6127705574035645,5.476830005645752,1.4697169065475464,1.9472543423380988,0.7155049141259219,13.21094600755029,2.25876410748249,0.133050799369812,0.0115486988797783,67.0,1.1362999385112251,33.01177216942253,0.5812276075085033
layer4.1.relu,0.4566871147161612,0.0033167363263318,ResNet18,Contrastive Multiview Coding,Self-Supervised,VVS,6.659787990176554,0.2015889137983322,0.0116041786968708,0.155288428068161,9.39787769317627,3.432833194732666,9.301229476928713,2.9614956378936768,6.288999557495117,1.759815692901611,2.209735084797065,0.9003649223611223,13.389985385336312,2.2251927289255646,0.3147474229335785,0.0313851237297058,101.0,1.015978479939066,46.98225002824447,0.646367691720299
layer1.0.relu,0.2174485169043179,0.0033364048738926,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy,3.6252896421046574,1.3217254877090454,0.0249411668628454,0.2289869487285614,15.386013984680176,7.708226680755615,15.307541847229004,7.374819278717041,4.702759742736816,1.813034415245056,0.7584149866559444,0.3377933856000024,3.016303727597049,0.5390592833765382,2.6975257396698,0.4113076031208038,3.0,2.5381517268138336,3.199491043357352,0.2521664864156642
layer1.1.relu,0.204630601091873,0.003767987804123,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy,2.7769661973791955,1.9532063007354736,0.0270943529903888,0.2390725761651992,16.365745544433594,10.271002769470217,16.28515625,9.810735702514648,4.141749382019043,1.803706407546997,0.575745365455422,0.2655185654272664,2.1720384280678497,0.4136074980945217,4.475154876708984,0.7199760675430298,2.0,2.629552648113223,2.161703350911925,0.21433343252829654
layer1.2.relu,0.1757126578603391,0.0048089562168531,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy,2.534725554824467,2.9897139072418213,0.0319727323949337,0.2609544694423675,16.826313018798828,10.041543960571287,16.751237869262695,9.756110191345217,3.9840712547302246,1.7366687059402466,0.5144251823473162,0.2470584479523668,1.9516056710728549,0.3028870437808869,7.103191375732422,1.259861946105957,2.0,2.670331685435803,1.9523660960651164,0.19332868312751658
layer2.0.relu,0.1301155877766536,0.005468049106804,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy,1.594971476638858,8.466597557067871,0.0420722663402557,0.3029558956623077,18.689308166503903,13.182066917419434,18.59718513488769,12.877360343933104,3.556286573410034,1.9432878494262693,0.3704436657240215,0.1842351840085993,1.4392706564179625,0.1588221504160996,21.754993438720703,4.431452751159668,1.0,2.8826007204081407,1.463881604284558,0.15902828669684027
layer2.1.relu,0.1198499576023743,0.0051499180238447,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy,1.3331147067326228,15.006153106689451,0.042308647185564,0.3026693165302276,19.85452079772949,14.600048065185549,19.78478240966797,14.404268264770508,3.4442362785339355,2.081444501876831,0.3231942191571749,0.1716398178963304,1.2721077991188614,0.0933612940006231,39.00033187866211,7.90681266784668,1.0,2.9270847606406463,1.3057476148432223,0.1522420639118658
layer2.2.relu,0.1200921630831194,0.005208420177021,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy,1.3336319781045591,17.72361946105957,0.0439304038882255,0.3088517487049103,19.79814338684082,14.574949264526367,19.7158203125,14.320817947387695,3.4409868717193604,2.1026611328125,0.320966430129057,0.1730635718059166,1.2924302398319505,0.1096471763314522,46.19516754150391,9.58487033843994,1.0,2.8848810039082675,1.3321506785986337,0.1509128274346294
layer2.3.relu,0.1226920757287381,0.0064994596584517,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy,1.429776728664225,15.76833152770996,0.0432062372565269,0.3060700893402099,19.167478561401367,13.857708930969238,19.082155227661133,13.605694770812988,3.4486799240112305,2.0174403190612797,0.3352647382271347,0.1754965917876117,1.3465252123667977,0.1220571770089974,41.37806701660156,8.50468921661377,1.0,2.661628099317612,1.3928084431226322,0.15375445783533234
layer3.0.relu,0.1110796339712248,0.006061888140428,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy,1.309169152852272,20.036272048950195,0.0414479523897171,0.2992383241653442,19.999197006225582,14.756420135498049,19.92435073852539,14.52387809753418,3.443015813827514,2.1145386695861816,0.3194521557084283,0.1742963192761121,1.2743482398113606,0.1032366009743812,52.125282287597656,10.489651679992676,1.0,2.736829762175855,1.3020344785268438,0.15051105689172067
layer3.1.relu,0.0759816866965992,0.0050785414207008,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy,1.2521604365199963,27.890871047973636,0.0368150472640991,0.2811501920223236,20.31657218933105,14.626638412475586,20.248714447021484,14.439294815063477,3.42885684967041,2.1209044456481934,0.3036746040994005,0.1613187135150661,1.3127309547469737,0.1474169055046386,72.50189971923828,13.789346694946287,1.0,2.825096834455161,1.3545381997505794,0.14356081103545534
layer3.2.relu,0.0626600310210026,0.00523852196309,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy,1.1719824500395533,37.21194076538086,0.0421420224010944,0.302502304315567,20.202592849731445,14.838090896606444,20.132953643798828,14.632192611694336,3.2683804035186768,2.1075239181518555,0.2769884134418928,0.1520971670337899,1.2204483816718004,0.1131743153439865,100.61888885498048,20.33388900756836,1.0,2.875916545643936,1.2469030430842067,0.13661419001477437
layer3.3.relu,0.0487850441177875,0.0053584904225932,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy,1.1211495756845464,49.60171508789063,0.0485214404761791,0.3270260393619537,20.03559875488281,15.048516273498535,19.970951080322266,14.825026512145996,3.139916181564331,2.1136271953582764,0.2570262785649369,0.1494345737476867,1.1521500991739198,0.087015345326391,138.88320922851562,29.719926834106445,1.0,2.9128645149477808,1.1650476901482076,0.1301153692010309
layer3.4.relu,0.0472197754093142,0.0054072720491642,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy,1.1155282607354409,51.40381240844727,0.0495812557637691,0.3310410678386688,19.94388961791992,15.03637409210205,19.880231857299805,14.808366775512695,3.1122593879699707,2.1089110374450684,0.2533008702011018,0.1486675645100862,1.143080601628323,0.0844444844860992,145.1546630859375,31.31480407714844,1.0,2.9084694720949926,1.1539167885715735,0.12892489183970554
layer3.5.relu,0.0593694442961975,0.0052696293757793,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy,1.2213576646854056,36.45934677124024,0.0436301156878471,0.3083033561706543,18.984943389892575,13.888829231262209,18.90248107910156,13.604344367980955,3.1551051139831543,1.9859161376953125,0.2766291725733855,0.1476794207187735,1.2714542128964323,0.1452492575182668,103.06036376953124,21.02992057800293,1.0,2.898990530182643,1.3029322572499178,0.13633164001232526
layer4.0.relu,0.074296996243674,0.0057699787948361,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy,1.2034309660469282,61.73894119262695,0.0420402996242046,0.3019317388534546,19.079391479492188,13.922679901123049,19.02302360534668,13.78492832183838,3.1478962898254395,2.016256809234619,0.270313812422322,0.1518283307766174,1.2740829048655269,0.1103155689494447,173.61160278320312,35.29939270019531,1.0,3.026561127012587,1.2908089614298517,0.1330610642245183
layer4.1.relu,0.0544229115158436,0.005653717921252,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy,1.2728385933888964,141.970458984375,0.0452042073011398,0.3142255842685699,18.20514488220215,13.02429485321045,18.12632369995117,12.820098876953123,3.08542537689209,1.9393877983093264,0.271218411224001,0.1553222968504565,1.3478065279370326,0.1458176883995375,411.6629028320313,86.49830627441406,1.0,3.033291677705974,1.392048418396783,0.11123129624573905
layer4.2.relu,0.0484781096473186,0.0047105582156182,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy,1.1556202462806793,240.3460693359375,0.0514872632920742,0.3378850817680359,18.90357208251953,14.09818172454834,18.8358154296875,13.922152519226074,3.0098698139190674,2.012890338897705,0.2487015723692287,0.1484283842648427,1.1879644113421488,0.0875671593293969,707.1975708007812,157.49388122558594,1.0,3.030894302554376,1.2102909301221454,0.09255205130807038
layer1.0.relu,0.2643958607631395,0.0021913779872783,ResNet50,Curvature Estimation,Supervised,Taskonomy,3.5736778818491697,1.1383002996444702,0.0522770546376705,0.3406400680541992,20.60835075378418,13.152300834655762,19.924396514892575,10.720763206481934,5.730341911315918,2.4081616401672363,0.8807341144227503,0.4288262292630548,3.285598563257237,0.6300519447791516,1.9264618158340452,0.4380688667297363,4.0,2.21040475701462,3.836450571402297,0.29761625425731913
layer1.1.relu,0.2606951709844259,0.0033156353781968,ResNet50,Curvature Estimation,Supervised,Taskonomy,3.000685734656492,1.4226425886154177,0.0463121123611927,0.3196784853935241,20.006977081298828,13.547198295593262,19.49494171142578,11.473790168762209,5.412823677062988,2.347728490829468,0.8108455923352015,0.3769293383513168,2.9098581089958,0.4820333474620707,2.5233407020568848,0.5514528751373291,3.0,2.246100747551904,3.224972813601645,0.2797745984291833
layer1.2.relu,0.2698184253346595,0.0029604729717066,ResNet50,Curvature Estimation,Supervised,Taskonomy,3.4506818806936392,1.5133943557739258,0.0392516888678073,0.2915532290935516,18.09430313110352,11.470118522644045,17.712142944335938,9.98304843902588,5.159865856170654,2.086334466934204,0.8136765618507021,0.3745487068898361,2.908919364173965,0.4891274833256988,2.837132215499878,0.5625327825546265,3.0,2.1809017190558904,3.2068086543501813,0.2817253356698471
layer2.0.relu,0.2535637959075291,0.0038129665725619,ResNet50,Curvature Estimation,Supervised,Taskonomy,2.792582291903528,1.4470280408859253,0.0407610200345516,0.2971557974815368,17.525035858154297,12.157036781311035,17.32775115966797,11.488597869873049,4.277182102203369,1.85812246799469,0.6118526378383784,0.2946946386864696,1.868202099327464,0.4074674278563235,3.282261371612549,0.6581649780273438,2.0,2.1751144366310933,1.7684863690913546,0.24615881421797595
layer2.1.relu,0.2474588798469287,0.0045619604670061,ResNet50,Curvature Estimation,Supervised,Taskonomy,2.051744695648227,1.839722275733948,0.0496218055486679,0.3312462568283081,18.514015197753903,13.79755687713623,18.36027336120605,13.257074356079102,3.901179075241089,1.9444910287857056,0.4934563508536845,0.2597299610691858,1.4882102980313303,0.2718534929203106,4.56016731262207,1.000381588935852,1.0,2.1811037999190974,1.3791784790759456,0.22274335611835525
layer2.2.relu,0.2417756833384527,0.0048440564559681,ResNet50,Curvature Estimation,Supervised,Taskonomy,1.5401693730743693,2.5435523986816406,0.0672508552670478,0.3935165703296661,19.42196655273437,15.585420608520508,19.25662612915039,14.954976081848145,3.57738995552063,2.1208200454711914,0.3985578439874589,0.2358724672897378,1.2590736280108683,0.1631575717346949,6.818963050842285,1.7056868076324463,1.0,2.2069731933506134,1.186819194606831,0.19439079825276173
layer2.3.relu,0.2453022552120821,0.0038427417170238,ResNet50,Curvature Estimation,Supervised,Taskonomy,1.347650561888535,3.3183047771453857,0.0837691351771354,0.4476585686206817,19.97293281555176,16.845666885375977,19.790189743041992,16.124975204467773,3.4413094520568848,2.2962076663970947,0.3539218466166718,0.2308048417376325,1.182565844498093,0.1237909129618003,9.232187271118164,2.519422769546509,1.0,2.1209808362394984,1.1235789589777114,0.1764274350827444
layer3.0.relu,0.1584701729655806,0.0052593128483491,ResNet50,Curvature Estimation,Supervised,Taskonomy,1.048661402103671,7.990140438079834,0.1099697053432464,0.5293081998825073,21.61723518371582,19.40801239013672,21.558229446411133,19.17924118041992,3.190328359603882,2.704429626464844,0.2458890173384558,0.1905840864489592,1.029302441094494,0.0195493751599189,23.27664375305176,7.027837753295898,1.0,2.1936282772906406,1.0204241879072566,0.13285610860189578
layer3.1.relu,0.0807987396083726,0.0039341555797223,ResNet50,Curvature Estimation,Supervised,Taskonomy,1.0084527004432329,20.66769218444824,0.1298665404319763,0.5894782543182373,21.998291015625,20.603487014770508,21.982372283935547,20.541410446166992,3.1405069828033447,2.903170108795166,0.2240818957183512,0.2024193713008857,1.0062707943904683,0.0040772201606471,61.55923461914063,19.76566696166992,1.0,2.2801878603658605,1.0044298035444672,0.1194998115392772
layer3.2.relu,0.0572920035193825,0.0045341199980995,ResNet50,Curvature Estimation,Supervised,Taskonomy,1.0033583253159273,38.63732147216797,0.145485982298851,0.6352892518043518,22.04834747314453,21.289947509765625,22.04018783569336,21.259605407714844,3.131121635437012,3.006605863571167,0.2209356646879686,0.2102480018535016,1.0030658885139214,0.0017126565833775,116.97928619384766,39.23413848876953,1.0,2.378945115914412,1.0024173187047871,0.11547405297809596
layer3.3.relu,0.0360356291866942,0.0051862379454789,ResNet50,Curvature Estimation,Supervised,Taskonomy,1.0028752513264791,56.96760559082031,0.1563457399606704,0.6661403179168701,22.062650680541992,21.70588493347168,22.05506134033203,21.679672241210938,3.1313393115997314,3.066654682159424,0.220834730998886,0.2145301364121999,1.0028626916120975,0.0013179544038342,174.1499481201172,60.13729476928711,1.0,2.468833039858097,1.0025856379134357,0.11256846097578817
layer3.4.relu,0.0266477952674575,0.0063162360839057,ResNet50,Curvature Estimation,Supervised,Taskonomy,1.0028010795698803,77.60787200927734,0.1630924940109253,0.6847543716430664,22.04726791381836,21.9041748046875,22.040180206298828,21.881328582763672,3.1285276412963867,3.09545636177063,0.2206220923693815,0.2167264801687048,1.002838862677903,0.0012247680009657,238.79905700683597,84.05307006835938,1.0,2.538153490109199,1.002759504271553,0.1078362109628525
layer3.5.relu,0.021721511252478,0.0063651587419786,ResNet50,Curvature Estimation,Supervised,Taskonomy,1.0037392557465097,88.4743423461914,0.168180763721466,0.6985417008399963,22.044023513793945,22.04069709777832,22.03502082824707,22.012887954711918,3.130710363388061,3.1149661540985107,0.2208754730574762,0.2180936763559758,1.0037438674412342,0.001548297616964,273.2543640136719,97.67073059082033,1.0,2.571543138623527,1.003833566096305,0.10624031448930087
layer4.0.relu,0.016405038383791,0.005588822665229,ResNet50,Curvature Estimation,Supervised,Taskonomy,1.0038189719924666,79.73428344726562,0.1818487495183944,0.7360180020332336,22.03433990478516,22.451061248779297,22.025066375732425,22.42376708984375,3.1293880939483643,3.17368745803833,0.2208995407726701,0.222289660154257,1.0039297817623645,0.0015372464050061,249.2989196777344,92.4012222290039,1.0,2.5680938299378604,1.0042019195209173,0.10732340457341652
layer4.1.relu,0.0150087159853306,0.0053949229299595,ResNet50,Curvature Estimation,Supervised,Taskonomy,1.0020476350763652,178.1957550048828,0.1811330169439315,0.7336569428443909,22.06451797485352,22.42480087280273,22.059738159179688,22.41230010986328,3.128159284591675,3.170510768890381,0.2201890091271135,0.2220733550837132,1.002250503509874,0.0009319520513141,555.6566162109375,206.309326171875,1.0,2.6199369450613657,1.0024705411405894,0.09093091471134868
layer4.2.relu,0.0144357736227442,0.0057024396503179,ResNet50,Curvature Estimation,Supervised,Taskonomy,1.0032804688284631,220.6831970214844,0.1725641191005706,0.7097085118293762,22.05717658996582,22.11273002624512,22.049884796142575,22.09475326538086,3.131222009658813,3.1265130043029785,0.2207832494793556,0.2189828259790153,1.003641329735569,0.0016750515581178,681.0504150390625,248.40289306640625,1.0,2.6353923867355005,1.0039314301241449,0.08665441669409726
layer1.0.relu,0.2141959102105032,0.0043266372296418,ResNet50,Denoising,Self-Supervised,Taskonomy,2.882362455703185,1.3880650997161863,0.0238823648542165,0.2240396291017532,16.70600128173828,8.50238037109375,16.622093200683594,8.179537773132324,4.93040657043457,2.00476336479187,0.7589080871344069,0.3301644550014092,3.085194222770653,0.4537368671383603,2.676448106765747,0.3968619704246521,3.0,2.620998406559456,3.377321863924235,0.24809920788809378
layer1.1.relu,0.2081535485892408,0.0034182654053374,ResNet50,Denoising,Self-Supervised,Taskonomy,2.451442071246783,2.2758595943450928,0.0233640596270561,0.2213268429040908,18.258943557739254,10.89292049407959,18.21416282653809,10.66517162322998,4.626322269439697,2.072338104248047,0.6297943869955362,0.297354343309833,2.254968951784808,0.353996142396246,4.633588790893555,0.6764071583747864,2.0,2.6671152290051343,2.2596695775784066,0.21547860198132823
layer1.2.relu,0.1801396341889435,0.00499365023496,ResNet50,Denoising,Self-Supervised,Taskonomy,1.6006799350755427,4.086142539978027,0.0283797997981309,0.2446845024824142,20.346166610717773,14.622613906860352,20.303714752197266,14.467095375061035,3.938326597213745,2.118757486343384,0.4274515218142423,0.2168636852217025,1.4218390514217485,0.1295110357888004,9.44078540802002,1.5353976488113403,1.0,2.725725971211164,1.403521082669006,0.177808351145125
layer2.0.relu,0.1266649517632961,0.0060088297139993,ResNet50,Denoising,Self-Supervised,Taskonomy,1.22889770326661,11.56108283996582,0.0329744927585125,0.2648530304431915,21.768634796142575,16.211807250976562,21.72696685791016,16.105831146240234,3.612283229827881,2.271787166595459,0.3225203887944405,0.1748173173979391,1.2009490696446012,0.0636840590673686,28.13310813903809,4.944034099578857,1.0,2.948682954493226,1.2145841462933868,0.1521520857427049
layer2.1.relu,0.1155974897675436,0.0057828685567889,ResNet50,Denoising,Self-Supervised,Taskonomy,1.1373837715775583,30.828163146972656,0.0344871431589126,0.271254152059555,22.260238647460938,16.735881805419922,22.23202896118164,16.67299461364746,3.5052084922790527,2.3367552757263184,0.2911458429293835,0.1702773297591557,1.1278596792865585,0.0414971626683435,76.16271209716797,13.6998872756958,1.0,3.074246386937161,1.140771480448019,0.1439277936748901
layer2.2.relu,0.1140850186360865,0.0058114181504401,ResNet50,Denoising,Self-Supervised,Taskonomy,1.0803935769318314,39.01337814331055,0.034915268421173,0.2729254066944122,23.03403663635254,17.493438720703125,23.015357971191406,17.44924545288086,3.4920897483825684,2.43847918510437,0.2746902610621732,0.1696367184954105,1.0742329143743692,0.0237734181965866,95.68411254882812,17.318655014038086,1.0,3.001759089845411,1.081303870742358,0.14086732879178282
layer2.3.relu,0.1097609673267071,0.0052201377628591,ResNet50,Denoising,Self-Supervised,Taskonomy,1.0419408694740622,54.928955078125,0.0360153391957283,0.2774241864681244,23.448583602905277,18.055747985839844,23.436309814453125,18.025470733642575,3.4541726112365723,2.524944543838501,0.2597271852060899,0.1741999746904588,1.0414842472221282,0.0139412239116592,134.87481689453125,24.91313362121582,1.0,2.897071567575322,1.0455419838456057,0.1345051912690863
layer3.0.relu,0.1202576439216632,0.0047663634068751,ResNet50,Denoising,Self-Supervised,Taskonomy,1.032012451761246,61.21468353271485,0.0378437340259552,0.2851738929748535,23.818849563598636,18.583972930908203,23.80528259277344,18.547264099121094,3.484232187271118,2.6048173904418945,0.2590042605790779,0.1797018755966477,1.036108425571152,0.0127620762011509,148.7923583984375,28.227611541748047,1.0,2.8529019712484645,1.037629544673602,0.13139876066295428
layer3.1.relu,0.1285691135406526,0.0041838704567584,ResNet50,Denoising,Self-Supervised,Taskonomy,1.0498679071198538,59.92312240600586,0.0369772091507911,0.2816356718540191,23.47907829284668,18.239665985107425,23.45591926574707,18.17791557312012,3.498215913772583,2.560882091522217,0.2671111637047124,0.1773123696065237,1.0676980128045417,0.0261614424548515,145.7876434326172,27.333158493041992,1.0,2.842979074138569,1.0653998281238883,0.13305546233019783
layer3.2.relu,0.130686502107693,0.0050712610517771,ResNet50,Denoising,Self-Supervised,Taskonomy,1.047069232966625,59.33662033081055,0.0368884466588497,0.281248390674591,23.57417869567871,18.33953857421875,23.55212783813477,18.28211212158203,3.5049920082092285,2.574798822402954,0.2669179973859243,0.1783034018001038,1.065073171471784,0.024242319406475,143.9268798828125,26.95259094238281,1.0,2.833597228397113,1.0621619680555434,0.13351083825208918
layer3.3.relu,0.1303046883983258,0.0047182860359828,ResNet50,Denoising,Self-Supervised,Taskonomy,1.0505626922226876,58.28346252441406,0.0366559214890003,0.2802757620811462,23.49197006225586,18.25312042236328,23.46849250793457,18.19121551513672,3.5030667781829834,2.5630922317504883,0.2678081442123312,0.1775340211572413,1.069540072051985,0.0261121042256173,141.56851196289062,26.43314743041992,1.0,2.814024713676093,1.0655685615005706,0.13398568511065842
layer3.4.relu,0.1286720975431404,0.0044497480615642,ResNet50,Denoising,Self-Supervised,Taskonomy,1.0484526305411666,55.4836311340332,0.0366530194878578,0.2802499532699585,23.63831329345703,18.357301712036133,23.615589141845703,18.29593276977539,3.517429828643799,2.5765585899353027,0.2682976571378939,0.1787779521893102,1.06536394281858,0.0244817044957354,134.0894012451172,25.0006160736084,1.0,2.7791443642762417,1.061197036359059,0.13466001721909987
layer3.5.relu,0.1332961922978094,0.0044616092360304,ResNet50,Denoising,Self-Supervised,Taskonomy,1.0564867211010542,47.02087020874024,0.0362830758094787,0.2786664068698883,23.327327728271484,18.051183700561523,23.30268096923828,17.984067916870117,3.493300437927246,2.5315678119659424,0.2689505218751778,0.1755973852958427,1.0730706217952166,0.0260920913300105,114.7450942993164,21.306941986083984,1.0,2.787625247725843,1.069243065260739,0.13745851411645907
layer4.0.relu,0.1478972538027544,0.0060981635645172,ResNet50,Denoising,Self-Supervised,Taskonomy,1.1641231025083298,19.40098571777344,0.034027025103569,0.2696307003498077,22.008968353271484,16.579423904418945,21.959863662719727,16.452634811401367,3.555407762527466,2.3421809673309326,0.3031745949590725,0.1700338988940042,1.1962257886706966,0.0677811234223103,47.55392456054688,8.52437686920166,1.0,2.764892084671169,1.187296598699214,0.14791474678846367
layer4.1.relu,0.1451449587695607,0.0062794876263642,ResNet50,Denoising,Self-Supervised,Taskonomy,1.1846600661093567,20.483732223510746,0.0328448750078678,0.2648667991161346,21.411272048950195,16.088193893432617,21.349634170532227,15.925122261047363,3.526351928710937,2.291522026062012,0.3068757889148222,0.1678953948318124,1.2561340799723226,0.1014021493580771,50.7640266418457,8.98420524597168,1.0,2.722532498026973,1.2278176920151584,0.14827864488818843
