r2,r2_ceiled,nat_ed,eco_ed,model_ed,data_ed,eco_alignment,eco_alignment_strength,model_alignment,model_alignment_strength,data_alignment,data_alignment_strength,ambient,n_samples,resolution,alignment
0.21949954456792353,0.37183264023437934,2,2,19.349935320729855,100,nat,1,nat,-1,,,100,1000,0.1,low
0.2615208975236946,0.44503401455375713,2,2,18.09321264891798,100,nat,1,nat,-1,,,100,1000,0.1,low
0.16719029315215145,0.2809533297502453,2,2,15.935882463596734,100,nat,1,nat,-1,,,100,1000,0.1,low
0.23333062441852534,0.38545735849804613,2,2,19.194291070033074,100,nat,1,nat,-1,,,100,1000,0.1,low
0.2298787839102691,0.3854436669162324,2,2,19.08454973609011,100,nat,1,nat,-1,,,100,1000,0.1,low
0.20918699477339664,0.3584131457466041,2,2,15.40127287952998,100,nat,1,nat,-1,,,100,1000,0.1,low
0.18445312582918083,0.3178630720175491,2,2,17.68520058896341,100,nat,1,nat,-1,,,100,1000,0.1,low
0.16229527367166516,0.27576251463630086,2,2,16.623520016195364,100,nat,1,nat,-1,,,100,1000,0.1,low
0.20512189054327717,0.3423534010841751,2,2,16.165698805356215,100,nat,1,nat,-1,,,100,1000,0.1,low
0.2065146722034526,0.3510517863541407,2,2,17.096561925528114,100,nat,1,nat,-1,,,100,1000,0.1,low
0.21427400886176126,0.3637888311318819,2,2,16.38059173916434,100,nat,1,nat,-1,,,100,1000,0.1,low
0.26168104570824774,0.44820723399368645,2,2,18.294867962950317,100,nat,1,nat,-1,,,100,1000,0.1,low
0.2467647095452881,0.4101215611306248,2,2,18.41369715503845,100,nat,1,nat,-1,,,100,1000,0.1,low
0.22045470198224543,0.37271133982220184,2,2,18.677293112031972,100,nat,1,nat,-1,,,100,1000,0.1,low
0.230113120331869,0.39355006174688545,2,2,18.98968568747889,100,nat,1,nat,-1,,,100,1000,0.1,low
0.19738273783610674,0.33303820420579067,2,2,15.318275308831083,100,nat,1,nat,-1,,,100,1000,0.1,low
0.18921061176143772,0.3253771480624458,2,2,19.576450734678666,100,nat,1,nat,-1,,,100,1000,0.1,low
0.1878990217944482,0.3187352178116294,2,2,17.185565601553595,100,nat,1,nat,-1,,,100,1000,0.1,low
0.22251685245112,0.380650550971034,2,2,17.124229720779347,100,nat,1,nat,-1,,,100,1000,0.1,low
0.18771272185981558,0.32035956659123993,2,2,18.929824590204227,100,nat,1,nat,-1,,,100,1000,0.1,low
0.22340949697063378,0.37300625267882576,2,2,17.042714566014638,100,nat,1,nat,-1,,,100,1000,0.1,low
0.2714044343880941,0.4591278817326862,2,2,19.015866320970332,100,nat,1,nat,-1,,,100,1000,0.1,low
0.17240170345387415,0.287297131578845,2,2,15.078412513231457,100,nat,1,nat,-1,,,100,1000,0.1,low
0.22114816024052053,0.37437730408627684,2,2,19.19202023080539,100,nat,1,nat,-1,,,100,1000,0.1,low
0.2117276357068695,0.34929050794435557,2,2,16.386708033927142,100,nat,1,nat,-1,,,100,1000,0.1,low
0.20659261645425658,0.35151188082892554,2,2,17.735072826679207,100,nat,1,nat,-1,,,100,1000,0.1,low
0.1730423324170913,0.2946773846488602,2,2,16.022548179284342,100,nat,1,nat,-1,,,100,1000,0.1,low
0.18417870164039765,0.3189220894298169,2,2,17.716734778622218,100,nat,1,nat,-1,,,100,1000,0.1,low
0.23957342617085073,0.40050665602897534,2,2,16.274918467654118,100,nat,1,nat,-1,,,100,1000,0.1,low
0.16815140029174483,0.28748754923878733,2,2,16.477203451597106,100,nat,1,nat,-1,,,100,1000,0.1,low
0.19867561711499868,0.3291635450929591,2,2,19.381428431361716,100,nat,1,nat,-1,,,100,1000,0.1,low
0.15670182349543194,0.268092556807791,2,2,15.502687230833288,100,nat,1,nat,-1,,,100,1000,0.1,low
0.2478104949067715,0.4251261633059761,2,2,18.1115165728312,100,nat,1,nat,-1,,,100,1000,0.1,low
0.13972600467462096,0.2381148225914294,2,2,15.034560148759514,100,nat,1,nat,-1,,,100,1000,0.1,low
0.21412815962321963,0.3653264655724495,2,2,16.600760438546107,100,nat,1,nat,-1,,,100,1000,0.1,low
0.187601102411882,0.3215695293068762,2,2,17.99941145750436,100,nat,1,nat,-1,,,100,1000,0.1,low
0.21003222563974536,0.3645999184352643,2,2,17.006686878359133,100,nat,1,nat,-1,,,100,1000,0.1,low
0.16580525183860376,0.2778549134448045,2,2,17.66765061566079,100,nat,1,nat,-1,,,100,1000,0.1,low
0.24297495158886423,0.3996500329526586,2,2,17.05652988753031,100,nat,1,nat,-1,,,100,1000,0.1,low
0.18261319841521534,0.31234070405850434,2,2,16.799675808012353,100,nat,1,nat,-1,,,100,1000,0.1,low
0.19099060937594353,0.32392672979237574,2,2,16.037448267723935,100,nat,1,nat,-1,,,100,1000,0.1,low
0.18095865220675303,0.311736162041932,2,2,17.166908959834753,100,nat,1,nat,-1,,,100,1000,0.1,low
0.16185329294116452,0.27892326388219185,2,2,16.445747103354343,100,nat,1,nat,-1,,,100,1000,0.1,low
0.20490836766501214,0.34727077501062464,2,2,17.90828307309069,100,nat,1,nat,-1,,,100,1000,0.1,low
0.2051808537352811,0.34769488664050086,2,2,17.978801269219332,100,nat,1,nat,-1,,,100,1000,0.1,low
0.26229077042937393,0.4452899499539249,2,2,19.63234575532957,100,nat,1,nat,-1,,,100,1000,0.1,low
0.22110762946515441,0.37584430805059105,2,2,19.52002175667348,100,nat,1,nat,-1,,,100,1000,0.1,low
0.1717042844456112,0.28185807778672484,2,2,17.993016919010714,100,nat,1,nat,-1,,,100,1000,0.1,low
