,architecture,task,kind,source,layer,ED,SNR,MRR,Encoding score
380,ResNet50,Surface Normals Estimation,Supervised,Taskonomy,layer2.1.relu,2.083172684734823,1.1106031452139526,0.2642499835817623,0.2867607567020838
381,ResNet50,Surface Normals Estimation,Supervised,Taskonomy,layer2.2.relu,2.306159956723989,1.1685711826097995,0.27290027261271543,0.2926632571798316
382,ResNet50,Surface Normals Estimation,Supervised,Taskonomy,layer2.3.relu,2.5567407949697665,1.2072533424841747,0.2862010644352594,0.3114876010039388
383,ResNet50,Surface Normals Estimation,Supervised,Taskonomy,layer3.0.relu,2.145449960182394,1.082984605694233,0.26023151798595967,0.3116214782536755
384,ResNet50,Surface Normals Estimation,Supervised,Taskonomy,layer3.1.relu,2.414037687621463,1.1698678539998806,0.27129138752869414,0.3258187627044104
385,ResNet50,Surface Normals Estimation,Supervised,Taskonomy,layer3.2.relu,2.349296406202908,1.1704308537197343,0.2669885645129789,0.3297336892971241
386,ResNet50,Surface Normals Estimation,Supervised,Taskonomy,layer3.3.relu,1.9022060945147137,0.9784872404619652,0.2369301556716057,0.326290279322766
387,ResNet50,Surface Normals Estimation,Supervised,Taskonomy,layer3.4.relu,1.3161327447961335,0.7189872522663702,0.1980778263598167,0.3068870850482463
388,ResNet50,Surface Normals Estimation,Supervised,Taskonomy,layer3.5.relu,1.1096283425904516,0.5884301410001695,0.16863164173267925,0.2823350756352178
389,ResNet50,Surface Normals Estimation,Supervised,Taskonomy,layer4.0.relu,1.0093485046076205,0.5137782230226408,0.13373245662020689,0.2068246639831276
390,ResNet50,Surface Normals Estimation,Supervised,Taskonomy,layer4.1.relu,1.0016100880544567,0.5096030578609954,0.12139778739481258,0.1207194370640659
391,ResNet50,Surface Normals Estimation,Supervised,Taskonomy,layer4.2.relu,1.001675651526673,0.5072289473892007,0.12041209958994503,0.0804267465979032
392,ResNet50,Room Layout,Supervised,Taskonomy,layer1.0.relu,4.295234396353169,1.440539832352745,0.29791201566270503,0.2630697086594544
393,ResNet50,Room Layout,Supervised,Taskonomy,layer1.1.relu,4.098470934782835,1.3910141856302374,0.29329264197906124,0.2676943596354548
394,ResNet50,Room Layout,Supervised,Taskonomy,layer1.2.relu,4.483176684503004,1.4016657024571832,0.30421738066110016,0.2712015610546919
395,ResNet50,Room Layout,Supervised,Taskonomy,layer2.0.relu,4.191416801541866,1.3660424816990266,0.2982593241583086,0.2797998560334228
396,ResNet50,Room Layout,Supervised,Taskonomy,layer2.1.relu,3.720648949009192,1.3263372607285329,0.2918435394097353,0.2808828861597193
397,ResNet50,Room Layout,Supervised,Taskonomy,layer2.2.relu,3.1556205131387105,1.2366826430865565,0.27598106219293306,0.2739742859370821
398,ResNet50,Room Layout,Supervised,Taskonomy,layer2.3.relu,2.5890895758495827,1.1420125394089755,0.26210808846708245,0.2740482875525684
399,ResNet50,Room Layout,Supervised,Taskonomy,layer3.0.relu,2.2753900540866443,1.069962936469786,0.2466652139884043,0.2698398029676391
400,ResNet50,Room Layout,Supervised,Taskonomy,layer3.1.relu,2.325465068256864,1.1174666863552862,0.24892383196699627,0.280471257536805
401,ResNet50,Room Layout,Supervised,Taskonomy,layer3.2.relu,2.564301833118286,1.171131075610711,0.2555960124035854,0.287038525770891
402,ResNet50,Room Layout,Supervised,Taskonomy,layer3.3.relu,2.6426553423284496,1.187326288893458,0.2566437135340239,0.2890983230382439
403,ResNet50,Room Layout,Supervised,Taskonomy,layer3.4.relu,2.882400344533872,1.234426332325653,0.2621264703358003,0.2899887451013277
404,ResNet50,Room Layout,Supervised,Taskonomy,layer3.5.relu,3.1426315298253704,1.2629145596491276,0.26608806094755366,0.292373701602549
405,ResNet50,Room Layout,Supervised,Taskonomy,layer4.0.relu,5.342469916172913,1.4126948409647055,0.2855309820980371,0.2642102282388123
406,ResNet50,Room Layout,Supervised,Taskonomy,layer4.1.relu,6.266881598701453,1.413895571581494,0.28845880863030665,0.2512122411202466
407,ResNet50,Room Layout,Supervised,Taskonomy,layer4.2.relu,6.658679439031293,1.3883370053593522,0.2900605766106147,0.2394945505271629
408,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy,layer1.0.relu,4.44263074094273,1.4819104424371885,0.31266153977368577,0.2540042333330132
409,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy,layer1.1.relu,3.198807898887729,1.289258919897332,0.29004905348794546,0.2561260043006902
410,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy,layer1.2.relu,3.5924253262428367,1.3835198105533788,0.30050929841307955,0.2619856356422033
411,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy,layer2.0.relu,2.9012786731051383,1.2203793679916597,0.28387731984024467,0.2615870876824394
412,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy,layer2.1.relu,2.5327145305820995,1.1797005704917218,0.2746279558021931,0.2639779611096689
413,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy,layer2.2.relu,2.651130697303795,1.2046304068081235,0.2757146487389187,0.2704133088560199
414,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy,layer2.3.relu,2.792257280390249,1.195592065360661,0.27972334142632127,0.279761229924817
415,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy,layer3.0.relu,2.153594725143181,0.98859811102437,0.25031654886736737,0.2904055734819083
416,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy,layer3.1.relu,1.8986217617726184,0.9369854373088936,0.24018201724960483,0.2959986117810616
417,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy,layer3.2.relu,2.0404177076411347,0.9753674455896396,0.2479127856448108,0.3054068589008493
418,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy,layer3.3.relu,2.1064635978047224,0.9948052112095096,0.2514983103977607,0.3068847032833774
419,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy,layer3.4.relu,2.192586653495517,1.0291259962642374,0.2566403432726673,0.3101249850651919
420,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy,layer3.5.relu,2.372545341812865,1.0744728725263375,0.26028798646428697,0.308840011865679
421,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy,layer4.0.relu,2.8951278568492107,1.2106546915322818,0.2722628298872597,0.2992968974596633
422,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy,layer4.1.relu,2.937446466363455,1.2362731957826938,0.2710819475457464,0.2926667427693547
423,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy,layer4.2.relu,3.2913219633745903,1.2809668919175698,0.27092427333835206,0.2833794340403285
424,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy,layer1.0.relu,3.863275457562104,1.4366791305940405,0.27689341036815995,0.2477572922403014
425,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy,layer1.1.relu,3.0782859962532183,1.3806495467605977,0.25709367468889155,0.2505386547855445
426,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy,layer1.2.relu,2.833417482831316,1.3816506526945396,0.25347836991205847,0.2559374838637292
427,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy,layer2.0.relu,2.9696660963569355,1.2223798892610789,0.23006774125292098,0.2712394528583964
428,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy,layer2.1.relu,2.5167015011310685,1.1724212448300784,0.2158967454903158,0.2736904563123343
429,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy,layer2.2.relu,2.44558202841883,1.2108704855296255,0.21830530952540794,0.2781096729283029
430,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy,layer2.3.relu,2.684292417578291,1.2249995074061375,0.2227663105393892,0.28541653933557
431,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy,layer3.0.relu,2.396499503002048,1.011783255658135,0.20205412593158373,0.2969915236684073
432,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy,layer3.1.relu,2.1406621580756244,0.9855595776014424,0.20168302786178421,0.2976220191624491
433,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy,layer3.2.relu,1.737581768460246,0.9180233781416304,0.19460613267102125,0.2921279391411326
434,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy,layer3.3.relu,1.4087876678094284,0.8130030936878774,0.18513199474209868,0.2775002106583158
435,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy,layer3.4.relu,1.2854449846225269,0.7558179300120929,0.17884610704204618,0.2745194926218575
436,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy,layer3.5.relu,1.401029510627909,0.7947706067282722,0.1828943344807787,0.2724373987264188
437,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy,layer4.0.relu,1.2668615406925086,0.6163265961307136,0.16867251751642967,0.2674903161739309
438,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy,layer4.1.relu,1.3080435230148455,0.3977277705741041,0.16781709612669005,0.2631599666573115
439,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy,layer4.2.relu,1.2875215990532,0.3791883515369487,0.16304771682292563,0.253155004924153
440,ResNet50,Semantic Segmentation,Supervised,Taskonomy,layer1.0.relu,3.789975844970395,1.4086986111073077,0.30713078165230656,0.2832732069378613
441,ResNet50,Semantic Segmentation,Supervised,Taskonomy,layer1.1.relu,3.641688895118138,1.419889819809053,0.30839062898527436,0.2961703769706643
442,ResNet50,Semantic Segmentation,Supervised,Taskonomy,layer1.2.relu,3.4315385600198565,1.406442346079935,0.30552097313849746,0.3111884528245427
443,ResNet50,Semantic Segmentation,Supervised,Taskonomy,layer2.0.relu,4.03647744669514,1.4211162185963506,0.30913064523616873,0.3240296020280274
444,ResNet50,Semantic Segmentation,Supervised,Taskonomy,layer2.1.relu,3.7420561163735018,1.4176259449100426,0.3091261265987582,0.3377165500504869
445,ResNet50,Semantic Segmentation,Supervised,Taskonomy,layer2.2.relu,4.03662954834203,1.4815384623263357,0.31751265411536755,0.3435762548363102
446,ResNet50,Semantic Segmentation,Supervised,Taskonomy,layer2.3.relu,4.304655118682905,1.439291034255315,0.3208297592480563,0.344849705629594
447,ResNet50,Semantic Segmentation,Supervised,Taskonomy,layer3.0.relu,4.6983107970892295,1.428733724186453,0.3117999343238076,0.3493176549539068
448,ResNet50,Semantic Segmentation,Supervised,Taskonomy,layer3.1.relu,4.519823915854814,1.3551845959630848,0.3017767190070383,0.3454544085523122
449,ResNet50,Semantic Segmentation,Supervised,Taskonomy,layer3.2.relu,4.519232484816061,1.369296687351988,0.30091186308484963,0.3490556211154955
450,ResNet50,Semantic Segmentation,Supervised,Taskonomy,layer3.3.relu,4.5859761400263785,1.3859114604418938,0.3027794767520662,0.351026673671766
451,ResNet50,Semantic Segmentation,Supervised,Taskonomy,layer3.4.relu,4.781217458687793,1.413181140591046,0.3043875161911879,0.3478223598922922
452,ResNet50,Semantic Segmentation,Supervised,Taskonomy,layer3.5.relu,5.021441223715039,1.4377428117436497,0.30454436820076036,0.3447880980213474
453,ResNet50,Semantic Segmentation,Supervised,Taskonomy,layer4.0.relu,6.972662579910134,1.4484381331456628,0.30949528288707306,0.3218257858818509
454,ResNet50,Semantic Segmentation,Supervised,Taskonomy,layer4.1.relu,7.45826116254732,1.3709412297250108,0.31001202842378717,0.3130468183438911
455,ResNet50,Semantic Segmentation,Supervised,Taskonomy,layer4.2.relu,6.793366622133011,1.17575874447083,0.299296389619597,0.3011300529646813
456,ResNet50,Object Classification,Supervised,Taskonomy,layer1.0.relu,4.513643685639834,1.4555347468532125,0.31768606949612455,0.2717943830000983
457,ResNet50,Object Classification,Supervised,Taskonomy,layer1.1.relu,4.868860522029427,1.4968451042639297,0.3247182217012017,0.2927152587976165
458,ResNet50,Object Classification,Supervised,Taskonomy,layer1.2.relu,5.332696383717387,1.5525792369580782,0.3337728005383771,0.3048332144589797
459,ResNet50,Object Classification,Supervised,Taskonomy,layer2.0.relu,6.233819374281221,1.585199579795177,0.3404985216826014,0.314474579134383
460,ResNet50,Object Classification,Supervised,Taskonomy,layer2.1.relu,6.36216293705796,1.623372887255578,0.34622856527435475,0.3395150473122971
461,ResNet50,Object Classification,Supervised,Taskonomy,layer2.2.relu,6.290700587436061,1.6056274041978271,0.3491318262281365,0.3554290663140258
462,ResNet50,Object Classification,Supervised,Taskonomy,layer2.3.relu,6.566969294800205,1.628251932956344,0.3576056569663881,0.3680785647919605
463,ResNet50,Object Classification,Supervised,Taskonomy,layer3.0.relu,6.478295255440841,1.5599249954683878,0.35961469084129316,0.3734002483815757
464,ResNet50,Object Classification,Supervised,Taskonomy,layer3.1.relu,6.284498829511821,1.5337357826357811,0.3590591753066347,0.3799520833817575
465,ResNet50,Object Classification,Supervised,Taskonomy,layer3.2.relu,6.525719888011002,1.574861672848355,0.3640841105675406,0.3903406995631662
466,ResNet50,Object Classification,Supervised,Taskonomy,layer3.3.relu,6.556072901398255,1.6077654079276271,0.36435905982662725,0.39643155696347
467,ResNet50,Object Classification,Supervised,Taskonomy,layer3.4.relu,6.383896455371434,1.602709481025026,0.3621003675239393,0.3988252004061132
468,ResNet50,Object Classification,Supervised,Taskonomy,layer3.5.relu,6.370089242008849,1.6065884505042194,0.3623097343268487,0.3980327514233552
469,ResNet50,Object Classification,Supervised,Taskonomy,layer4.0.relu,9.316060980264004,1.5708418177442391,0.38168032416042996,0.3951894206727254
470,ResNet50,Object Classification,Supervised,Taskonomy,layer4.1.relu,9.653462759046876,1.5186217367554198,0.376117205117734,0.3907428103525551
471,ResNet50,Object Classification,Supervised,Taskonomy,layer4.2.relu,9.727742469594425,1.4917124232898653,0.37417396971774186,0.3686330281334279
472,ResNet50,Scene Classification,Supervised,Taskonomy,layer1.0.relu,4.782403773353443,1.461639458862116,0.3209761340342152,0.2784147079054971
473,ResNet50,Scene Classification,Supervised,Taskonomy,layer1.1.relu,4.284694275800796,1.453545967211717,0.32409624805243986,0.2985303248771095
474,ResNet50,Scene Classification,Supervised,Taskonomy,layer1.2.relu,4.698788233352044,1.5268945654882684,0.33423983399376067,0.3086432490357658
475,ResNet50,Scene Classification,Supervised,Taskonomy,layer2.0.relu,4.370859540831679,1.5382485007255098,0.33336194520672546,0.3144372130321781
476,ResNet50,Scene Classification,Supervised,Taskonomy,layer2.1.relu,4.68096229734155,1.5995146079598053,0.3459055389651583,0.3343821516707149
477,ResNet50,Scene Classification,Supervised,Taskonomy,layer2.2.relu,4.852678075384164,1.5798335484430204,0.34464872803959246,0.3432496125469208
478,ResNet50,Scene Classification,Supervised,Taskonomy,layer2.3.relu,5.371382307379832,1.541035370351857,0.3565264403319323,0.3639470049053864
479,ResNet50,Scene Classification,Supervised,Taskonomy,layer3.0.relu,5.871069677915463,1.4901896543452688,0.3605294639484131,0.3655600131693768
480,ResNet50,Scene Classification,Supervised,Taskonomy,layer3.1.relu,5.773614377855549,1.482321882081759,0.3593280498750197,0.3739352155885693
481,ResNet50,Scene Classification,Supervised,Taskonomy,layer3.2.relu,5.656704722354197,1.49369832207531,0.3617530557388668,0.3861800151083008
482,ResNet50,Scene Classification,Supervised,Taskonomy,layer3.3.relu,6.063637010009436,1.5227419884307738,0.36775799395844233,0.3969176538385359
483,ResNet50,Scene Classification,Supervised,Taskonomy,layer3.4.relu,6.164850104359655,1.5671631344842922,0.3736621067635083,0.4010937337095885
484,ResNet50,Scene Classification,Supervised,Taskonomy,layer3.5.relu,6.509370781343527,1.6015845930672403,0.3778664189556252,0.4040552854461721
485,ResNet50,Scene Classification,Supervised,Taskonomy,layer4.0.relu,10.517842078991668,1.6614020755288466,0.397520586678951,0.3788388284869902
486,ResNet50,Scene Classification,Supervised,Taskonomy,layer4.1.relu,11.005547312550116,1.61405838882448,0.39378574637805663,0.3713872096325631
487,ResNet50,Scene Classification,Supervised,Taskonomy,layer4.2.relu,10.838627772224765,1.5111143998356535,0.3809137712458061,0.3481745595926465
488,ResNet50,Inpainting,Self-Supervised,Taskonomy,layer1.0.relu,3.3591636104701017,1.2010514393605112,0.26917368418125986,0.2202721554683482
489,ResNet50,Inpainting,Self-Supervised,Taskonomy,layer1.1.relu,2.9815016341278024,1.0854143178926698,0.23999308792322976,0.2170392127487104
490,ResNet50,Inpainting,Self-Supervised,Taskonomy,layer1.2.relu,2.1625248480374264,0.9097942091175472,0.21099975517330324,0.2032172632734832
491,ResNet50,Inpainting,Self-Supervised,Taskonomy,layer2.0.relu,1.4644679647534498,0.710893225802216,0.17737209492632464,0.1695887711485263
492,ResNet50,Inpainting,Self-Supervised,Taskonomy,layer2.1.relu,1.2983046792254844,0.6539989882729218,0.1586963384373613,0.1371512447887507
493,ResNet50,Inpainting,Self-Supervised,Taskonomy,layer2.2.relu,1.323063570200991,0.6456222001554375,0.15482461195544725,0.1303772271764512
494,ResNet50,Inpainting,Self-Supervised,Taskonomy,layer2.3.relu,1.433262472445468,0.6616558560586685,0.15702441900205727,0.137160090698468
495,ResNet50,Inpainting,Self-Supervised,Taskonomy,layer3.0.relu,1.4655139530345973,0.6713725259737954,0.16048870183199618,0.1484392231270182
496,ResNet50,Inpainting,Self-Supervised,Taskonomy,layer3.1.relu,1.4550494588471754,0.6626873079261387,0.15944271426939918,0.1488488852398554
497,ResNet50,Inpainting,Self-Supervised,Taskonomy,layer3.2.relu,1.4300837947652112,0.6576409556964992,0.1590523540435833,0.1490749998426924
498,ResNet50,Inpainting,Self-Supervised,Taskonomy,layer3.3.relu,1.410105453625029,0.658523557987193,0.15837964454913894,0.1521237747697123
499,ResNet50,Inpainting,Self-Supervised,Taskonomy,layer3.4.relu,1.376468468394888,0.6139371129756322,0.1550051334905874,0.1553722818725295
500,ResNet50,Inpainting,Self-Supervised,Taskonomy,layer3.5.relu,1.4807206637830952,0.6069703642523906,0.15585525921465476,0.1642145408384182
501,ResNet50,Inpainting,Self-Supervised,Taskonomy,layer4.0.relu,1.2854289569080612,0.5180473086512033,0.14205989201304145,0.1556724725671543
502,ResNet50,Inpainting,Self-Supervised,Taskonomy,layer4.1.relu,1.2173310985930967,0.4502374813529861,0.13389246310633324,0.1484641423605058
503,ResNet50,Inpainting,Self-Supervised,Taskonomy,layer4.2.relu,1.1078118752762198,0.407331287760019,0.12032166588027002,0.1376102299918498
504,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy,layer1.0.relu,2.992289105444855,1.45848904500202,0.27332237386854596,0.2625952459972282
505,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy,layer1.1.relu,2.8569846169190187,1.495969626224945,0.27287621154308445,0.2592860134863147
506,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy,layer1.2.relu,2.637891560315702,1.5183727173840866,0.26667217826326584,0.2508713421814511
507,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy,layer2.0.relu,2.6248291241523254,1.5178842337914875,0.23840360030559338,0.20073784353847
508,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy,layer2.1.relu,3.106421123482773,1.5775214199406056,0.23848220048166788,0.1895304903112298
509,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy,layer2.2.relu,3.609948920723744,1.6282230806609286,0.244868262295944,0.1881501026797433
510,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy,layer2.3.relu,4.381252047789495,1.664492635421713,0.25214823493671906,0.1847347811257465
511,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy,layer3.0.relu,3.783229609713043,1.3568516758635132,0.22280436712866752,0.1675226676225605
512,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy,layer3.1.relu,2.423193848758584,1.2530742154388443,0.21804467618148693,0.1625361907253177
513,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy,layer3.2.relu,2.2842901947859358,1.227244778929358,0.2150729160615213,0.156817518398938
514,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy,layer3.3.relu,2.1696934043147404,1.1899503454691185,0.20831193926779248,0.1530174520768448
515,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy,layer3.4.relu,2.7973844541729456,1.2563778066967612,0.21252908491205638,0.1497198570985433
516,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy,layer3.5.relu,3.296224139017614,1.3187480533008415,0.2201341979395103,0.1499309234733979
517,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy,layer4.0.relu,5.558625525998396,1.4402420029611278,0.23448821517272256,0.1612340780766872
518,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy,layer4.1.relu,1.3755635953384926,1.4386923477161502,0.22793539266705481,0.144832475885233
519,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy,layer4.2.relu,1.041705804435839,1.5080433919924612,0.22126339014433824,0.1303904620449683
520,AlexNet,,Untrained,PyTorch,features.1,1.850199749827843,0.8961891355577156,0.21657403646269993,0.1481680717482151
521,AlexNet,,Untrained,PyTorch,features.4,2.5626298352205805,1.0266377392560624,0.23709715804259965,0.2395970132675594
522,AlexNet,,Untrained,PyTorch,features.7,2.892008485797929,1.012118020933636,0.2373859026199217,0.2793840170362241
523,AlexNet,,Untrained,PyTorch,features.9,3.002783154670433,1.0108515259395794,0.2369812752570462,0.2791434095283195
524,AlexNet,,Untrained,PyTorch,features.11,2.996003187009555,1.0035780346128502,0.23502869299380397,0.2765443162093222
525,AlexNet,Object Classification,Supervised,PyTorch,features.1,6.578640199514717,1.6289042628621968,0.3352097575310536,0.2473291708093861
526,AlexNet,Object Classification,Supervised,PyTorch,features.4,19.571595619373053,2.1303774640632147,0.4911430496865646,0.3757710911638819
527,AlexNet,Object Classification,Supervised,PyTorch,features.7,28.124513723348,2.308198460742544,0.5912909920995951,0.4524593572653987
528,AlexNet,Object Classification,Supervised,PyTorch,features.9,27.87033750230596,2.4074995707892906,0.6457965636196698,0.475871658958739
529,AlexNet,Object Classification,Supervised,PyTorch,features.11,52.2461237337429,2.463556300502512,0.7104858701121514,0.472947312639728
530,VGG16,,Untrained,PyTorch,features.18,1.991899664012444,0.8554488656907927,0.20656689934167582,0.2366951835009705
531,VGG16,,Untrained,PyTorch,features.20,1.8343032608794665,0.8155567333263603,0.20388704125263518,0.2408938162446251
532,VGG16,,Untrained,PyTorch,features.22,1.75227574127464,0.8332880500830367,0.19912743712473474,0.2420230139070569
533,VGG16,,Untrained,PyTorch,features.25,1.5633242173749242,0.7342193023620801,0.19975662404263667,0.2645330424208992
534,VGG16,,Untrained,PyTorch,features.27,1.6032663840121304,0.7632361552122074,0.2037430379654419,0.2716016331394323
535,VGG16,,Untrained,PyTorch,features.29,1.588242964628529,0.7778647305971522,0.2052181655914921,0.2831072296301588
536,VGG16,Object Classification,Supervised,PyTorch,features.18,16.518836374498093,2.617459042217956,0.5732000220951814,0.4568294747689174
537,VGG16,Object Classification,Supervised,PyTorch,features.20,20.292989759608275,2.6056402701824397,0.6197097893781992,0.4811103516246288
538,VGG16,Object Classification,Supervised,PyTorch,features.22,33.224321358356306,2.7009183476235146,0.6831047102616628,0.4908308657559304
539,VGG16,Object Classification,Supervised,PyTorch,features.25,31.45443666413964,2.5968536901928307,0.7124421429094695,0.50711258405683
540,VGG16,Object Classification,Supervised,PyTorch,features.27,44.46426802230814,2.5961629068069967,0.7465812817810374,0.5064145874582543
541,VGG16,Object Classification,Supervised,PyTorch,features.29,88.09525785708821,2.6802021147871256,0.8114246812687533,0.4837593816269008
542,SqueezeNet,,Untrained,PyTorch,features.4,1.5793896878135385,0.7941610349745807,0.17810944241235976,0.1936748895675669
543,SqueezeNet,,Untrained,PyTorch,features.6,1.4915394155175563,0.7190976050977151,0.16448977838347162,0.2068254311380185
544,SqueezeNet,,Untrained,PyTorch,features.8,1.743225803023414,0.7621753030006693,0.1660872415346475,0.20813310814188
545,SqueezeNet,,Untrained,PyTorch,features.10,1.286890344351049,0.6269823228302847,0.15095610251409272,0.2059651663037413
546,SqueezeNet,,Untrained,PyTorch,features.12,1.1216456178465075,0.5537148117217162,0.14769844732603205,0.2225277541833169
547,SqueezeNet,Object Classification,Supervised,PyTorch,features.4,6.185464787260353,1.6898030565659166,0.36421713966643304,0.3198177049247369
548,SqueezeNet,Object Classification,Supervised,PyTorch,features.6,4.864451637043836,1.622290908953954,0.3806041821564867,0.3713722754023231
549,SqueezeNet,Object Classification,Supervised,PyTorch,features.8,12.401063913893434,2.173914218590665,0.5037117863980148,0.4294767282265008
550,SqueezeNet,Object Classification,Supervised,PyTorch,features.10,20.99852411004247,2.48400345240732,0.5976071960747719,0.4686569924146911
551,SqueezeNet,Object Classification,Supervised,PyTorch,features.12,55.48631479154656,2.699509981718979,0.7791385131520304,0.4880124812972943
