,architecture,task,kind,source,layer,ED,SNR,MRR,Encoding score
192,ResNet50,Edge Detection (2D),Supervised,Taskonomy,layer3.1.relu,2.5469707736801217,1.5052548138930115,0.1924418074976986,0.192208630900038
193,ResNet50,Edge Detection (2D),Supervised,Taskonomy,layer3.2.relu,2.544374282507756,1.5061153554711233,0.19236934155237878,0.193983101298368
194,ResNet50,Edge Detection (2D),Supervised,Taskonomy,layer3.3.relu,2.5435471231316025,1.5069160277973206,0.1924534818011274,0.1936283964081517
195,ResNet50,Edge Detection (2D),Supervised,Taskonomy,layer3.4.relu,2.555268950810356,1.5253671814514629,0.19524556196524534,0.1953475874192607
196,ResNet50,Edge Detection (2D),Supervised,Taskonomy,layer3.5.relu,2.556397366005719,1.5401217097615028,0.19739276871660857,0.1996331281507851
197,ResNet50,Edge Detection (2D),Supervised,Taskonomy,layer4.0.relu,1.4082389449752435,1.0427719875847796,0.1658083988674287,0.1707772777419541
198,ResNet50,Edge Detection (2D),Supervised,Taskonomy,layer4.1.relu,1.3296885685771378,1.011322070067327,0.159756076699282,0.1615132295749
199,ResNet50,Edge Detection (2D),Supervised,Taskonomy,layer4.2.relu,1.27789634205852,0.9964015218596446,0.15420659463887984,0.1505496388774649
200,ResNet50,Edge Detection (3D),Supervised,Taskonomy,layer1.0.relu,3.382783113390317,1.409061162334599,0.2979188762059999,0.2563100192752857
201,ResNet50,Edge Detection (3D),Supervised,Taskonomy,layer1.1.relu,3.826173052865455,1.368275572755126,0.3004514767713896,0.2752768760982353
202,ResNet50,Edge Detection (3D),Supervised,Taskonomy,layer1.2.relu,3.446373239148278,1.3342281321687015,0.296046084973078,0.2841924585432702
203,ResNet50,Edge Detection (3D),Supervised,Taskonomy,layer2.0.relu,3.122378376819083,1.252468194338371,0.2892480472743333,0.2904554406897996
204,ResNet50,Edge Detection (3D),Supervised,Taskonomy,layer2.1.relu,2.4989387760221398,1.1845624372139694,0.2814446161883867,0.2830739651308044
205,ResNet50,Edge Detection (3D),Supervised,Taskonomy,layer2.2.relu,1.914522518635886,1.034036656347627,0.26046987737097677,0.2834905346621704
206,ResNet50,Edge Detection (3D),Supervised,Taskonomy,layer2.3.relu,1.9324527040822037,1.0583930873831495,0.2625938601897764,0.2934801581017874
207,ResNet50,Edge Detection (3D),Supervised,Taskonomy,layer3.0.relu,1.6655284089710989,0.9553907415511464,0.2509056267206298,0.295541239097644
208,ResNet50,Edge Detection (3D),Supervised,Taskonomy,layer3.1.relu,1.6383223562033356,0.9414322529661624,0.2473008747244617,0.3006063005879743
209,ResNet50,Edge Detection (3D),Supervised,Taskonomy,layer3.2.relu,1.5433805781450296,0.911133461750672,0.2385040500516618,0.2974714281090365
210,ResNet50,Edge Detection (3D),Supervised,Taskonomy,layer3.3.relu,1.6247281456985088,0.952167530813698,0.24320894187309436,0.3023761127961936
211,ResNet50,Edge Detection (3D),Supervised,Taskonomy,layer3.4.relu,1.6393731413641666,0.9528951542087972,0.24165907984489374,0.2995429553319363
212,ResNet50,Edge Detection (3D),Supervised,Taskonomy,layer3.5.relu,1.5935061973819875,0.9355510696467804,0.234928332782522,0.2942464237748277
213,ResNet50,Edge Detection (3D),Supervised,Taskonomy,layer4.0.relu,1.579038808281206,0.8710724418692044,0.21648119554991715,0.2881077914615205
214,ResNet50,Edge Detection (3D),Supervised,Taskonomy,layer4.1.relu,1.2902684434718927,0.7734672152776647,0.18532687518222538,0.2713067569008676
215,ResNet50,Edge Detection (3D),Supervised,Taskonomy,layer4.2.relu,1.136825551244371,0.7672043129134948,0.17358122938337156,0.2468499456490941
216,ResNet50,Egomotion,Supervised,Taskonomy,layer1.0.relu,4.638669732791871,1.374064287083547,0.3031034122298575,0.2467400553327507
217,ResNet50,Egomotion,Supervised,Taskonomy,layer1.1.relu,3.9686551906030383,1.3113797295514578,0.290567373751532,0.248684547294903
218,ResNet50,Egomotion,Supervised,Taskonomy,layer1.2.relu,3.530051278645915,1.29128235301819,0.28731890888622347,0.2513569972990906
219,ResNet50,Egomotion,Supervised,Taskonomy,layer2.0.relu,3.8530985172149865,1.2758259534841372,0.28979727568900715,0.2650917179043934
220,ResNet50,Egomotion,Supervised,Taskonomy,layer2.1.relu,3.211957558389224,1.2129104417669183,0.2802905268915378,0.2663480826444941
221,ResNet50,Egomotion,Supervised,Taskonomy,layer2.2.relu,3.185523197190096,1.220493089023392,0.27828449922230464,0.2727066638316072
222,ResNet50,Egomotion,Supervised,Taskonomy,layer2.3.relu,3.277905425962686,1.2171984024689613,0.2811403830770735,0.2727526846530717
223,ResNet50,Egomotion,Supervised,Taskonomy,layer3.0.relu,3.127736486696125,1.1868413198203405,0.27728867611941277,0.2668592062309992
224,ResNet50,Egomotion,Supervised,Taskonomy,layer3.1.relu,3.04645548673537,1.1883485106056022,0.27554533307398343,0.2690115428148651
225,ResNet50,Egomotion,Supervised,Taskonomy,layer3.2.relu,3.038308512835293,1.211146740788302,0.27476352978481944,0.272417865854636
226,ResNet50,Egomotion,Supervised,Taskonomy,layer3.3.relu,3.2419695310532286,1.2456478938965458,0.27691936441125775,0.2766799170188424
227,ResNet50,Egomotion,Supervised,Taskonomy,layer3.4.relu,3.3201620440410737,1.2685924663049086,0.27867043165845506,0.2773367993830653
228,ResNet50,Egomotion,Supervised,Taskonomy,layer3.5.relu,3.402180102651561,1.285496862262032,0.2804289512609655,0.2805458798568219
229,ResNet50,Egomotion,Supervised,Taskonomy,layer4.0.relu,2.978575496648116,1.2336900876883574,0.2731447369742294,0.2723624254058377
230,ResNet50,Egomotion,Supervised,Taskonomy,layer4.1.relu,1.3944124484766056,1.2489420228201231,0.2650564391429091,0.2579121236359275
231,ResNet50,Egomotion,Supervised,Taskonomy,layer4.2.relu,1.1207319099729571,1.4118518111027067,0.2594461375781967,0.2504531269011801
232,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy,layer1.0.relu,4.612245760087389,1.3424901884504092,0.30155406958357345,0.2442295605103268
233,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy,layer1.1.relu,3.906865955610767,1.2610059530294506,0.29003086286023616,0.2465577554893468
234,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy,layer1.2.relu,3.928058453214085,1.2710426054909334,0.2925172612484657,0.2525218836633325
235,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy,layer2.0.relu,3.875216886248149,1.232951673869511,0.28897246298994406,0.259769657874143
236,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy,layer2.1.relu,3.5821587954475924,1.2118405571842674,0.28462069957871305,0.2638263623889454
237,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy,layer2.2.relu,2.913929054339535,1.120418875401532,0.27055503478692905,0.2596333258903421
238,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy,layer2.3.relu,2.902707180041705,1.07844728416354,0.26533953532439003,0.2682536317994067
239,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy,layer3.0.relu,2.409322267178758,1.0451374900928136,0.25479361650152577,0.2718358155451704
240,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy,layer3.1.relu,2.235839609217336,1.0241501485323206,0.2502641504404629,0.2695126145171889
241,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy,layer3.2.relu,2.1893364465951244,1.0324038121263868,0.24915948271592508,0.271028821749081
242,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy,layer3.3.relu,2.208858804329127,1.0210000757792388,0.24859396179268498,0.2742473276003465
243,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy,layer3.4.relu,2.2307672014135576,1.043066202729169,0.2498821226728662,0.2718851339960866
244,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy,layer3.5.relu,2.1651266593640672,1.042491255402188,0.24946909693788727,0.2700040390241324
245,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy,layer4.0.relu,2.2997218178694285,1.0764529481311098,0.24102103062380525,0.242404263190719
246,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy,layer4.1.relu,2.5709747089208026,1.077446986009997,0.2424409943817924,0.2316996124778731
247,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy,layer4.2.relu,2.849258526015457,1.074030403539077,0.23965774214381094,0.2191785802110349
248,ResNet50,Jigsaw,Self-Supervised,Taskonomy,layer1.0.relu,2.29659204364593,1.3305823150593197,0.258340025655491,0.2662206768298543
249,ResNet50,Jigsaw,Self-Supervised,Taskonomy,layer1.1.relu,1.99255228938196,1.284606949065653,0.24410439573424494,0.2717457719241527
250,ResNet50,Jigsaw,Self-Supervised,Taskonomy,layer1.2.relu,2.0003775456665163,1.2957401824126649,0.2420346650161215,0.2679639121183465
251,ResNet50,Jigsaw,Self-Supervised,Taskonomy,layer2.0.relu,1.7126330423710785,1.223879741676536,0.21729255995333951,0.2328854291676937
252,ResNet50,Jigsaw,Self-Supervised,Taskonomy,layer2.1.relu,1.4801938558457115,1.0674073069955274,0.20378886820095868,0.2144525980051756
253,ResNet50,Jigsaw,Self-Supervised,Taskonomy,layer2.2.relu,1.8901202421708423,1.07210003410115,0.1996997244717827,0.2036249157683753
254,ResNet50,Jigsaw,Self-Supervised,Taskonomy,layer2.3.relu,2.389579624101045,1.088139961761853,0.20329042639593134,0.1886651054799203
255,ResNet50,Jigsaw,Self-Supervised,Taskonomy,layer3.0.relu,2.324659835177165,1.013231772799797,0.21093733579604884,0.1746943404669611
256,ResNet50,Jigsaw,Self-Supervised,Taskonomy,layer3.1.relu,2.230046827116493,1.0198916041416113,0.21205549851099587,0.170338719835146
257,ResNet50,Jigsaw,Self-Supervised,Taskonomy,layer3.2.relu,2.352686376233636,1.0636286632185812,0.2174465932182863,0.1742238429875959
258,ResNet50,Jigsaw,Self-Supervised,Taskonomy,layer3.3.relu,2.2316301632939477,1.0460201993981229,0.21800332150539953,0.1759529308786595
259,ResNet50,Jigsaw,Self-Supervised,Taskonomy,layer3.4.relu,2.009586512899609,1.0320927923081298,0.21544138016020487,0.1687566558141269
260,ResNet50,Jigsaw,Self-Supervised,Taskonomy,layer3.5.relu,2.3152680548062365,1.097891463794202,0.22264661930806953,0.17048726858472
261,ResNet50,Jigsaw,Self-Supervised,Taskonomy,layer4.0.relu,1.6106758647214157,0.9019342008056844,0.19053351061440083,0.1273333819214893
262,ResNet50,Jigsaw,Self-Supervised,Taskonomy,layer4.1.relu,1.507347598037041,0.8504581106250975,0.18806197136282884,0.1196630214571701
263,ResNet50,Jigsaw,Self-Supervised,Taskonomy,layer4.2.relu,1.5142054369467792,0.826662395172675,0.1895548769323462,0.1177817157183173
264,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy,layer1.0.relu,1.797317154299563,0.8941709448489575,0.1547435371854767,0.216252066754487
265,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy,layer1.1.relu,1.9395512997527944,0.9411217675663742,0.15469270776011493,0.2187930164852737
266,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy,layer1.2.relu,1.9623787903018028,0.9381796247145572,0.1529726548118133,0.2131124933627438
267,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy,layer2.0.relu,1.194411019837659,0.7241836770390033,0.13429196079804068,0.2013763687398787
268,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy,layer2.1.relu,1.0819025619868174,0.6748188551569644,0.12933563668174647,0.1847625153401905
269,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy,layer2.2.relu,1.0429804906718974,0.6351403619574075,0.12424284674017991,0.1664662502983452
270,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy,layer2.3.relu,1.036622726423679,0.6397628103456926,0.12355336715691874,0.162617424197824
271,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy,layer3.0.relu,1.003704133333305,0.5868844686291959,0.11744669818299058,0.1012615654181874
272,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy,layer3.1.relu,1.001740223930874,0.5751053324425829,0.11645128087674546,0.098359313748842
273,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy,layer3.2.relu,1.0032823087034397,0.5792097998553971,0.1170397072744497,0.1016312198096873
274,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy,layer3.3.relu,1.005018233557022,0.5789019105325552,0.11676513975045733,0.1116774904124373
275,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy,layer3.4.relu,1.0144168283968256,0.5831682734362629,0.1185986466769939,0.1288022561805442
276,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy,layer3.5.relu,1.0540371418905436,0.5830633369056089,0.11970513461834023,0.1364974852757564
277,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy,layer4.0.relu,1.0598472194215158,0.6168723284534959,0.11721457499286152,0.1498731807489072
278,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy,layer4.1.relu,1.0604525091618808,0.6295249519977367,0.11709515492036396,0.1466423379785857
279,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy,layer4.2.relu,1.0651148971932338,0.6444673012387828,0.1170717533218452,0.1367147656977519
280,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy,layer1.0.relu,3.905367043429038,1.492450489152626,0.3057324553547029,0.2664940394329525
281,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy,layer1.1.relu,3.874968000566044,1.4288183087772055,0.2957380204315124,0.2697327042162821
282,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy,layer1.2.relu,4.3699559789312765,1.4504243367637584,0.3078116822342682,0.2897270205090858
283,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy,layer2.0.relu,2.592164051191491,1.1749719100320952,0.2723282162127157,0.2795231310129321
284,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy,layer2.1.relu,1.7497913370704956,0.9904732070796328,0.2482522447528809,0.2863906132064305
285,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy,layer2.2.relu,1.7070031959901852,0.98023317735994,0.24796600291204918,0.2948695919640999
286,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy,layer2.3.relu,1.887817313887008,1.0131190011934263,0.2602635945725392,0.3017966301312608
287,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy,layer3.0.relu,1.4856495426434952,0.8035918874302791,0.2223821022022298,0.2963900514094097
288,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy,layer3.1.relu,1.5011477479628408,0.8116345801425398,0.2230534490031461,0.3041872890762492
289,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy,layer3.2.relu,1.4355852449771016,0.7648103290180668,0.21731780904635198,0.3078158104087634
290,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy,layer3.3.relu,1.446246351712309,0.7642763537744911,0.2183420615541584,0.308528614643675
291,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy,layer3.4.relu,1.508562135587904,0.8005624252701785,0.224084722108956,0.3074104970975348
292,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy,layer3.5.relu,1.6216764336403682,0.8410517742790697,0.22797300834622888,0.3082751761992641
293,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy,layer4.0.relu,1.748295209171522,0.8762767419964859,0.23246941719482125,0.3066790137380806
294,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy,layer4.1.relu,1.9455946656859144,0.9409247632181674,0.23811338192791168,0.2985699286027975
295,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy,layer4.2.relu,2.072845538275549,0.9536735426845382,0.23454473044900764,0.2888227898835985
296,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy,layer1.0.relu,5.230382075327705,1.3536069264785722,0.30791263370913136,0.2362581675192645
297,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy,layer1.1.relu,4.695076609112188,1.3068635457741171,0.3003783046690951,0.2451742288096328
298,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy,layer1.2.relu,4.087091477850839,1.2478964717581733,0.28944786312217885,0.2502388525291274
299,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy,layer2.0.relu,3.4943612266393105,1.1841252156565452,0.28098733446620644,0.2590904264219779
300,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy,layer2.1.relu,3.124234641434972,1.132336879829917,0.27390648033563036,0.2733640057802835
301,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy,layer2.2.relu,2.824516662059717,1.0756506389122291,0.2665198664300677,0.2801048333425204
302,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy,layer2.3.relu,2.826218161821372,1.1001987535328197,0.2642734551496896,0.2889857184968089
303,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy,layer3.0.relu,2.64514422538333,1.0847920536058,0.25846461426230216,0.2929142915619535
304,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy,layer3.1.relu,2.453835960995396,1.066712438468639,0.25434787550639915,0.296712454170924
305,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy,layer3.2.relu,1.9788539574391824,0.9609216978848752,0.24185244397179545,0.2931150744910779
306,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy,layer3.3.relu,1.5957486887016414,0.8799849143106034,0.22602779909436982,0.2899325601200126
307,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy,layer3.4.relu,1.4398462479698992,0.8220046034378905,0.21698834264854144,0.2898428500482541
308,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy,layer3.5.relu,1.2823074237068373,0.7441140518206204,0.2045250239041208,0.2877636728289835
309,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy,layer4.0.relu,1.1214826766250825,0.6711412181291294,0.1826578043859588,0.2643607300837965
310,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy,layer4.1.relu,1.144078437198026,0.6841503198502153,0.18241805535621436,0.2580440750284621
311,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy,layer4.2.relu,1.2443467861187831,0.7164363425115268,0.18703472439776453,0.248186614449536
312,ResNet50,Point Matching,Supervised,Taskonomy,layer1.0.relu,4.620843308954973,1.3582885952287187,0.3072938335821945,0.2513921903137524
313,ResNet50,Point Matching,Supervised,Taskonomy,layer1.1.relu,4.012982154451826,1.283299720842535,0.297153848094257,0.2530516979514401
314,ResNet50,Point Matching,Supervised,Taskonomy,layer1.2.relu,3.965228811201575,1.2817634897966754,0.2948734871750166,0.2579881137154209
315,ResNet50,Point Matching,Supervised,Taskonomy,layer2.0.relu,3.654385869501571,1.270942714171034,0.28799024655085287,0.2644798939324702
316,ResNet50,Point Matching,Supervised,Taskonomy,layer2.1.relu,3.854338908800223,1.261349971100925,0.28447970371561715,0.2629459203059606
317,ResNet50,Point Matching,Supervised,Taskonomy,layer2.2.relu,2.636927385439416,1.1179861701152445,0.26262925267819676,0.2629724160891898
318,ResNet50,Point Matching,Supervised,Taskonomy,layer2.3.relu,2.4941240087509784,1.0629589847442218,0.2565156404753704,0.2628630752076773
319,ResNet50,Point Matching,Supervised,Taskonomy,layer3.0.relu,2.1821996834959974,0.9750484625364356,0.23360932227955472,0.2653805687208229
320,ResNet50,Point Matching,Supervised,Taskonomy,layer3.1.relu,2.067338681396089,0.953941409828968,0.23048282220745034,0.266233405927418
321,ResNet50,Point Matching,Supervised,Taskonomy,layer3.2.relu,2.140731324127311,0.9613567556568724,0.2294265856444273,0.2638484699318612
322,ResNet50,Point Matching,Supervised,Taskonomy,layer3.3.relu,2.112859299432718,0.941619950124861,0.2258312610391803,0.259315347692637
323,ResNet50,Point Matching,Supervised,Taskonomy,layer3.4.relu,1.697914127604108,0.8336006233333915,0.21204109111523395,0.2549714079770727
324,ResNet50,Point Matching,Supervised,Taskonomy,layer3.5.relu,1.836063058806924,0.8964690306668955,0.2183168987530401,0.2550138671255692
325,ResNet50,Point Matching,Supervised,Taskonomy,layer4.0.relu,1.9594720645620909,0.8793894786929219,0.20735758691602682,0.2161754653448678
326,ResNet50,Point Matching,Supervised,Taskonomy,layer4.1.relu,1.9527263413077152,0.8853663598639786,0.20563848175169547,0.2089437740373773
327,ResNet50,Point Matching,Supervised,Taskonomy,layer4.2.relu,2.104462291424888,0.9015652046304284,0.20989661394886522,0.20625221142662
328,ResNet50,Reshading,Supervised,Taskonomy,layer1.0.relu,3.8390330212733215,1.416141813625232,0.2996160451870983,0.264774904773357
329,ResNet50,Reshading,Supervised,Taskonomy,layer1.1.relu,3.691361666163001,1.4460657193959756,0.3033686563107384,0.2751332467129725
330,ResNet50,Reshading,Supervised,Taskonomy,layer1.2.relu,3.3862677911176937,1.373036406176941,0.2978593562201568,0.276046964804289
331,ResNet50,Reshading,Supervised,Taskonomy,layer2.0.relu,2.8007765480882623,1.2810413026828629,0.29024131347003135,0.2764994358835396
332,ResNet50,Reshading,Supervised,Taskonomy,layer2.1.relu,2.6670705335617444,1.2894415079880988,0.2902037756449859,0.2789455305485125
333,ResNet50,Reshading,Supervised,Taskonomy,layer2.2.relu,2.734324920082595,1.3111529491475913,0.29465215207799494,0.2891742295710872
334,ResNet50,Reshading,Supervised,Taskonomy,layer2.3.relu,2.823172694392196,1.292495483084387,0.2928904764658588,0.304899669987266
335,ResNet50,Reshading,Supervised,Taskonomy,layer3.0.relu,2.3969436217106046,1.136515502074193,0.27152376348889307,0.3046929491837316
336,ResNet50,Reshading,Supervised,Taskonomy,layer3.1.relu,2.422942229355351,1.154531606436919,0.274841048818909,0.3178161754079563
337,ResNet50,Reshading,Supervised,Taskonomy,layer3.2.relu,2.423287341047076,1.1927706873949029,0.2804691459928931,0.3292079442225126
338,ResNet50,Reshading,Supervised,Taskonomy,layer3.3.relu,2.3792651816122024,1.205567585701119,0.27774147891048917,0.3387263780000368
339,ResNet50,Reshading,Supervised,Taskonomy,layer3.4.relu,2.45257747882466,1.2168758578486103,0.2792151977064312,0.3422369308405488
340,ResNet50,Reshading,Supervised,Taskonomy,layer3.5.relu,2.655517248035273,1.2608396222176703,0.2838306740397617,0.3449109421594024
341,ResNet50,Reshading,Supervised,Taskonomy,layer4.0.relu,3.8705233073330056,1.3649798078155206,0.2932482896186828,0.3436567144031163
342,ResNet50,Reshading,Supervised,Taskonomy,layer4.1.relu,4.627861889718439,1.3354584883532958,0.2929933428517556,0.3341892257535269
343,ResNet50,Reshading,Supervised,Taskonomy,layer4.2.relu,5.116722185463585,1.3308773430020635,0.2927757777984748,0.3173773500848297
344,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy,layer1.0.relu,4.200467084905242,1.4121596307814377,0.3040951552265347,0.2657955243465482
345,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy,layer1.1.relu,3.403747643694734,1.2737714280405203,0.2918104347673303,0.2735715827138714
346,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy,layer1.2.relu,3.3981304774452568,1.3064455923087122,0.2929132265034266,0.2768392297665497
347,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy,layer2.0.relu,2.666547261693069,1.20683810789458,0.2870382055843086,0.2778107745003214
348,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy,layer2.1.relu,2.2843263169972694,1.1877927504116437,0.28149552445857273,0.2784491278798777
349,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy,layer2.2.relu,1.9939692377470448,1.1250763514491269,0.2724789880264781,0.2873553718919893
350,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy,layer2.3.relu,2.1960842670431155,1.1703402867132633,0.27944386321254594,0.3028055040890447
351,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy,layer3.0.relu,1.8917718730481985,1.0363654931070598,0.26664771328330383,0.3135796440904195
352,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy,layer3.1.relu,1.8379747824067711,1.0278359062360996,0.2672584846307283,0.315494500398627
353,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy,layer3.2.relu,1.9319503307824852,1.0240129360084942,0.2721558980158772,0.3238642055325983
354,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy,layer3.3.relu,2.125630301208554,1.0491186921759157,0.2777832499546468,0.3247652269909895
355,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy,layer3.4.relu,2.286023174513023,1.0054636203130216,0.2778914534613802,0.3261702628562944
356,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy,layer3.5.relu,2.692228428470475,0.8939932883166459,0.2694196608456841,0.3274604780419164
357,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy,layer4.0.relu,2.124270742018965,0.5049877489415344,0.22304538674822658,0.3082166906317338
358,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy,layer4.1.relu,1.1781084197998652,0.4050781345554702,0.1686652313118095,0.2963957253366398
359,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy,layer4.2.relu,1.126183121825575,0.4007510296468524,0.15542024516693584,0.2733443348112894
360,ResNet50,Depth Estimation,Supervised,Taskonomy,layer1.0.relu,3.9457610029240833,1.4171159168725067,0.3047422214609153,0.2644114085906106
361,ResNet50,Depth Estimation,Supervised,Taskonomy,layer1.1.relu,3.962250074255968,1.3846598235418528,0.29975880550780076,0.2698486564836485
362,ResNet50,Depth Estimation,Supervised,Taskonomy,layer1.2.relu,3.823970588699271,1.3534779347071964,0.2964924288409735,0.2738696161123788
363,ResNet50,Depth Estimation,Supervised,Taskonomy,layer2.0.relu,2.3638851019185965,1.173139080937067,0.2854382168472746,0.2659719601405408
364,ResNet50,Depth Estimation,Supervised,Taskonomy,layer2.1.relu,2.048205209518004,1.0944269220041625,0.273380855838322,0.2702891128355048
365,ResNet50,Depth Estimation,Supervised,Taskonomy,layer2.2.relu,2.010429888619464,1.1112258213053576,0.27210110816105215,0.2784532996602496
366,ResNet50,Depth Estimation,Supervised,Taskonomy,layer2.3.relu,2.4300262231087366,1.1773822082672338,0.2883776763401459,0.2973563458312751
367,ResNet50,Depth Estimation,Supervised,Taskonomy,layer3.0.relu,1.796780631285025,1.023634795292652,0.2531023835603771,0.2979703776573483
368,ResNet50,Depth Estimation,Supervised,Taskonomy,layer3.1.relu,1.6786127487936149,0.9357218660814426,0.24376530554340534,0.2982147679009244
369,ResNet50,Depth Estimation,Supervised,Taskonomy,layer3.2.relu,1.829457184753307,0.9900729267203582,0.2541131175039837,0.3125923842106278
370,ResNet50,Depth Estimation,Supervised,Taskonomy,layer3.3.relu,1.9091111760523791,1.0102956869186777,0.2589248111848049,0.3136856318284421
371,ResNet50,Depth Estimation,Supervised,Taskonomy,layer3.4.relu,2.3025664254588323,1.1351358693305296,0.2718288452841133,0.3152419846951889
372,ResNet50,Depth Estimation,Supervised,Taskonomy,layer3.5.relu,2.4867794808859194,1.1719868503166857,0.2741421094996923,0.3106481676482788
373,ResNet50,Depth Estimation,Supervised,Taskonomy,layer4.0.relu,3.455799080196173,1.193545784871762,0.27421259478692106,0.2916833108737169
374,ResNet50,Depth Estimation,Supervised,Taskonomy,layer4.1.relu,3.349844104143508,1.1773124727787276,0.2693707078844646,0.285068964036664
375,ResNet50,Depth Estimation,Supervised,Taskonomy,layer4.2.relu,3.697827339341387,1.1579731919302667,0.26187659817205117,0.2598882514807013
376,ResNet50,Surface Normals Estimation,Supervised,Taskonomy,layer1.0.relu,3.9566367949837713,1.428839653476642,0.29624108996943244,0.2650937112713716
377,ResNet50,Surface Normals Estimation,Supervised,Taskonomy,layer1.1.relu,3.30873804458832,1.353706463504476,0.2867516934626544,0.275564698391412
378,ResNet50,Surface Normals Estimation,Supervised,Taskonomy,layer1.2.relu,3.926229520994548,1.457973411936408,0.2959333312033777,0.2844417219684232
379,ResNet50,Surface Normals Estimation,Supervised,Taskonomy,layer2.0.relu,2.5134404229016964,1.197199715260885,0.2713940650151653,0.2776304303203843
