Row,Coefficient,Percent_Total
Unique_ED,0.000445846391343152,0.0567006625742839
Unique_MRR,0.0743362967922236,9.45374317988731
Common_ED_and_MRR,0.711533873422141,90.4895561575384
Total,0.786316016605707,100
