layer,score,score_error,architecture,task,kind,source
layer1.0.relu,0.10662895245204038,0.011685673761361358,ResNet18,None,Untrained,PyTorch
layer1.1.relu,0.08113774899839443,0.012269107277583636,ResNet18,None,Untrained,PyTorch
layer2.0.relu,0.08658348338826717,0.014348448939378282,ResNet18,None,Untrained,PyTorch
layer2.1.relu,0.10115154522046937,0.014015230612769117,ResNet18,None,Untrained,PyTorch
layer3.0.relu,0.0874703079845584,0.010909482470589649,ResNet18,None,Untrained,PyTorch
layer3.1.relu,0.08557200130406527,0.014533406207957842,ResNet18,None,Untrained,PyTorch
layer4.0.relu,0.07948230180676939,0.014455417990682768,ResNet18,None,Untrained,PyTorch
layer4.1.relu,0.08417870423407457,0.013543537365134556,ResNet18,None,Untrained,PyTorch
layer1.0.relu,0.0990147011750945,0.01352467063650012,ResNet50,None,Untrained,PyTorch
layer1.1.relu,0.11524795722697613,0.015701194874512183,ResNet50,None,Untrained,PyTorch
layer1.2.relu,0.11676939324758052,0.012076469684337324,ResNet50,None,Untrained,PyTorch
layer2.0.relu,0.1193627203715373,0.015795133655255172,ResNet50,None,Untrained,PyTorch
layer2.1.relu,0.11968018419630201,0.010055980756198889,ResNet50,None,Untrained,PyTorch
layer2.2.relu,0.1062089526493911,0.01338542635733214,ResNet50,None,Untrained,PyTorch
layer2.3.relu,0.10488408985481194,0.01397594458443878,ResNet50,None,Untrained,PyTorch
layer3.0.relu,0.09160592768411872,0.019183950516326254,ResNet50,None,Untrained,PyTorch
layer3.1.relu,0.08509251433556791,0.018472564706026606,ResNet50,None,Untrained,PyTorch
layer3.2.relu,0.07522360978532913,0.017267650419159605,ResNet50,None,Untrained,PyTorch
layer3.3.relu,0.08444089017799539,0.016626833877671825,ResNet50,None,Untrained,PyTorch
layer3.4.relu,0.07276052740938631,0.0159014944216947,ResNet50,None,Untrained,PyTorch
layer3.5.relu,0.07936086605606645,0.011970741021307832,ResNet50,None,Untrained,PyTorch
layer4.0.relu,0.07934005100092795,0.01832232024750935,ResNet50,None,Untrained,PyTorch
layer4.1.relu,0.07485377004495686,0.017544871299692778,ResNet50,None,Untrained,PyTorch
layer4.2.relu,0.07452827940972975,0.018410598627677754,ResNet50,None,Untrained,PyTorch
layer1.0.relu,0.21917112460003454,0.016191520923128994,ResNet18,Object Classification,Supervised,PyTorch
