accuracy (top 1),accuracy (top 5),MRR,n_train,i_repeat,layer,architecture,task,kind,source
0.192,0.5148,0.34698317408927526,20,0,encode_3,ResNet18,Object Classification,Supervised,VVS
0.2564,0.594,0.41317843069640814,50,0,encode_3,ResNet18,Object Classification,Supervised,VVS
0.0468,0.1432,0.12636681777928002,1,1,encode_3,ResNet18,Object Classification,Supervised,VVS
0.1136,0.3204,0.23039479353520984,5,1,encode_3,ResNet18,Object Classification,Supervised,VVS
0.2008,0.5128,0.3498151810066329,20,1,encode_3,ResNet18,Object Classification,Supervised,VVS
0.2544,0.5924,0.40866150901083587,50,1,encode_3,ResNet18,Object Classification,Supervised,VVS
0.0336,0.1424,0.11732237759505508,1,2,encode_3,ResNet18,Object Classification,Supervised,VVS
0.1144,0.3164,0.22816209637165735,5,2,encode_3,ResNet18,Object Classification,Supervised,VVS
0.2,0.506,0.3476428272407053,20,2,encode_3,ResNet18,Object Classification,Supervised,VVS
0.2588,0.594,0.41218701277732317,50,2,encode_3,ResNet18,Object Classification,Supervised,VVS
0.042,0.1268,0.11558383629712121,1,3,encode_3,ResNet18,Object Classification,Supervised,VVS
0.1148,0.3308,0.23244534430567387,5,3,encode_3,ResNet18,Object Classification,Supervised,VVS
0.2108,0.5308,0.3605253102360877,20,3,encode_3,ResNet18,Object Classification,Supervised,VVS
0.2644,0.5928,0.4195148397702031,50,3,encode_3,ResNet18,Object Classification,Supervised,VVS
0.0348,0.124,0.10554660768685305,1,4,encode_3,ResNet18,Object Classification,Supervised,VVS
0.114,0.324,0.23165745265812135,5,4,encode_3,ResNet18,Object Classification,Supervised,VVS
0.2088,0.5104,0.35439775273183477,20,4,encode_3,ResNet18,Object Classification,Supervised,VVS
0.2532,0.5792,0.4050448772317295,50,4,encode_3,ResNet18,Object Classification,Supervised,VVS
0.038,0.1372,0.11455796535712381,1,5,encode_3,ResNet18,Object Classification,Supervised,VVS
0.116,0.3304,0.23508542246285918,5,5,encode_3,ResNet18,Object Classification,Supervised,VVS
0.2148,0.5228,0.36351579542172024,20,5,encode_3,ResNet18,Object Classification,Supervised,VVS
0.2748,0.5984,0.4267714939540344,50,5,encode_3,ResNet18,Object Classification,Supervised,VVS
0.0232,0.1108,0.09922584890270475,1,6,encode_3,ResNet18,Object Classification,Supervised,VVS
0.098,0.3064,0.21603271998464474,5,6,encode_3,ResNet18,Object Classification,Supervised,VVS
0.2136,0.5224,0.3611024838394812,20,6,encode_3,ResNet18,Object Classification,Supervised,VVS
0.2568,0.6128,0.41665249778441166,50,6,encode_3,ResNet18,Object Classification,Supervised,VVS
0.0272,0.1436,0.1087647747960888,1,7,encode_3,ResNet18,Object Classification,Supervised,VVS
0.112,0.3204,0.2293664457336185,5,7,encode_3,ResNet18,Object Classification,Supervised,VVS
0.204,0.5184,0.3538629914580162,20,7,encode_3,ResNet18,Object Classification,Supervised,VVS
0.2632,0.5984,0.4170512473262257,50,7,encode_3,ResNet18,Object Classification,Supervised,VVS
0.0384,0.1232,0.11292195693811191,1,8,encode_3,ResNet18,Object Classification,Supervised,VVS
0.1144,0.312,0.22650876348331914,5,8,encode_3,ResNet18,Object Classification,Supervised,VVS
0.2088,0.5088,0.3555930860019711,20,8,encode_3,ResNet18,Object Classification,Supervised,VVS
0.248,0.5756,0.4020068796788259,50,8,encode_3,ResNet18,Object Classification,Supervised,VVS
0.0324,0.1424,0.11366178711621523,1,9,encode_3,ResNet18,Object Classification,Supervised,VVS
0.1044,0.3048,0.21782911538371835,5,9,encode_3,ResNet18,Object Classification,Supervised,VVS
0.2008,0.506,0.3507978609303384,20,9,encode_3,ResNet18,Object Classification,Supervised,VVS
0.264,0.594,0.4163596092253244,50,9,encode_3,ResNet18,Object Classification,Supervised,VVS
0.0456,0.1416,0.12265646694105055,1,0,encode_4,ResNet18,Object Classification,Supervised,VVS
0.1384,0.3696,0.25921503829135434,5,0,encode_4,ResNet18,Object Classification,Supervised,VVS
0.2392,0.564,0.3934345943922939,20,0,encode_4,ResNet18,Object Classification,Supervised,VVS
0.3108,0.6524,0.4653683959245474,50,0,encode_4,ResNet18,Object Classification,Supervised,VVS
0.0512,0.1748,0.13797641264776175,1,1,encode_4,ResNet18,Object Classification,Supervised,VVS
0.142,0.3644,0.264887393670473,5,1,encode_4,ResNet18,Object Classification,Supervised,VVS
0.2524,0.5524,0.3983767677720291,20,1,encode_4,ResNet18,Object Classification,Supervised,VVS
0.3008,0.6276,0.45351358470708253,50,1,encode_4,ResNet18,Object Classification,Supervised,VVS
0.0372,0.1644,0.12448507619511069,1,2,encode_4,ResNet18,Object Classification,Supervised,VVS
0.1356,0.3856,0.2685562032245288,5,2,encode_4,ResNet18,Object Classification,Supervised,VVS
0.2628,0.5792,0.4104231347018323,20,2,encode_4,ResNet18,Object Classification,Supervised,VVS
0.31,0.6408,0.4627055054467379,50,2,encode_4,ResNet18,Object Classification,Supervised,VVS
0.0444,0.1712,0.1286289254087052,1,3,encode_4,ResNet18,Object Classification,Supervised,VVS
0.1364,0.3848,0.266222790453618,5,3,encode_4,ResNet18,Object Classification,Supervised,VVS
0.258,0.5716,0.40819700708177464,20,3,encode_4,ResNet18,Object Classification,Supervised,VVS
0.3252,0.6516,0.4745944307403268,50,3,encode_4,ResNet18,Object Classification,Supervised,VVS
0.0464,0.1448,0.12314486379863879,1,4,encode_4,ResNet18,Object Classification,Supervised,VVS
0.15,0.3888,0.27591602034145485,5,4,encode_4,ResNet18,Object Classification,Supervised,VVS
0.2664,0.5832,0.4146498618326309,20,4,encode_4,ResNet18,Object Classification,Supervised,VVS
0.31,0.636,0.46143105355752295,50,4,encode_4,ResNet18,Object Classification,Supervised,VVS
0.066,0.1488,0.14037848488500027,1,5,encode_4,ResNet18,Object Classification,Supervised,VVS
0.1436,0.3912,0.2745359834857124,5,5,encode_4,ResNet18,Object Classification,Supervised,VVS
0.2492,0.5736,0.40346319050051216,20,5,encode_4,ResNet18,Object Classification,Supervised,VVS
0.3228,0.6512,0.4734661608655479,50,5,encode_4,ResNet18,Object Classification,Supervised,VVS
0.03,0.134,0.11167430242859086,1,6,encode_4,ResNet18,Object Classification,Supervised,VVS
0.1272,0.3672,0.25481559970284295,5,6,encode_4,ResNet18,Object Classification,Supervised,VVS
0.2476,0.5752,0.4018779106837926,20,6,encode_4,ResNet18,Object Classification,Supervised,VVS
0.3188,0.6524,0.4713359883619939,50,6,encode_4,ResNet18,Object Classification,Supervised,VVS
0.0328,0.1616,0.11877257616567424,1,7,encode_4,ResNet18,Object Classification,Supervised,VVS
0.14,0.37,0.26342621455464577,5,7,encode_4,ResNet18,Object Classification,Supervised,VVS
0.248,0.5692,0.40012559449789525,20,7,encode_4,ResNet18,Object Classification,Supervised,VVS
0.3084,0.6364,0.4601608886040277,50,7,encode_4,ResNet18,Object Classification,Supervised,VVS
0.0428,0.1496,0.12283729269376051,1,8,encode_4,ResNet18,Object Classification,Supervised,VVS
0.1396,0.3828,0.26666377053080564,5,8,encode_4,ResNet18,Object Classification,Supervised,VVS
0.2544,0.586,0.41047147365663694,20,8,encode_4,ResNet18,Object Classification,Supervised,VVS
0.3148,0.648,0.4683842652509018,50,8,encode_4,ResNet18,Object Classification,Supervised,VVS
0.0584,0.1748,0.1400746745364856,1,9,encode_4,ResNet18,Object Classification,Supervised,VVS
0.144,0.3892,0.27251285170396605,5,9,encode_4,ResNet18,Object Classification,Supervised,VVS
0.258,0.568,0.40743382479093343,20,9,encode_4,ResNet18,Object Classification,Supervised,VVS
0.3156,0.646,0.4657277861207566,50,9,encode_4,ResNet18,Object Classification,Supervised,VVS
0.0484,0.1316,0.12290139850718786,1,0,encode_5,ResNet18,Object Classification,Supervised,VVS
0.1236,0.34,0.2409273251575838,5,0,encode_5,ResNet18,Object Classification,Supervised,VVS
0.2196,0.5456,0.3717515570055355,20,0,encode_5,ResNet18,Object Classification,Supervised,VVS
0.3076,0.66,0.46482372653254195,50,0,encode_5,ResNet18,Object Classification,Supervised,VVS
0.0496,0.1512,0.12858310517280655,1,1,encode_5,ResNet18,Object Classification,Supervised,VVS
0.12,0.3292,0.23720046813988732,5,1,encode_5,ResNet18,Object Classification,Supervised,VVS
0.242,0.5376,0.38360370587677567,20,1,encode_5,ResNet18,Object Classification,Supervised,VVS
0.306,0.6168,0.4547425742771636,50,1,encode_5,ResNet18,Object Classification,Supervised,VVS
0.0332,0.1604,0.11942720597064588,1,2,encode_5,ResNet18,Object Classification,Supervised,VVS
0.124,0.3456,0.2469696245243325,5,2,encode_5,ResNet18,Object Classification,Supervised,VVS
0.254,0.5512,0.39603616357121313,20,2,encode_5,ResNet18,Object Classification,Supervised,VVS
0.3136,0.6528,0.46615681461943514,50,2,encode_5,ResNet18,Object Classification,Supervised,VVS
0.0368,0.142,0.11738989410635199,1,3,encode_5,ResNet18,Object Classification,Supervised,VVS
0.1188,0.338,0.2390104304384722,5,3,encode_5,ResNet18,Object Classification,Supervised,VVS
0.2524,0.5636,0.39901695190546477,20,3,encode_5,ResNet18,Object Classification,Supervised,VVS
0.3216,0.6528,0.4741900047680988,50,3,encode_5,ResNet18,Object Classification,Supervised,VVS
0.0364,0.1392,0.11364848637597247,1,4,encode_5,ResNet18,Object Classification,Supervised,VVS
0.1272,0.3492,0.24844913542018657,5,4,encode_5,ResNet18,Object Classification,Supervised,VVS
0.2652,0.5536,0.4075750218871639,20,4,encode_5,ResNet18,Object Classification,Supervised,VVS
0.312,0.638,0.46230499847915835,50,4,encode_5,ResNet18,Object Classification,Supervised,VVS
0.0532,0.1456,0.1286053318876048,1,5,encode_5,ResNet18,Object Classification,Supervised,VVS
0.128,0.3444,0.24867142901554976,5,5,encode_5,ResNet18,Object Classification,Supervised,VVS
0.2356,0.5596,0.3861212990723497,20,5,encode_5,ResNet18,Object Classification,Supervised,VVS
0.3188,0.6612,0.4736219082079959,50,5,encode_5,ResNet18,Object Classification,Supervised,VVS
0.0268,0.1244,0.10709368819669285,1,6,encode_5,ResNet18,Object Classification,Supervised,VVS
0.1072,0.3308,0.22914494417125447,5,6,encode_5,ResNet18,Object Classification,Supervised,VVS
0.2404,0.5632,0.3926727358699739,20,6,encode_5,ResNet18,Object Classification,Supervised,VVS
0.308,0.6536,0.46610537692332954,50,6,encode_5,ResNet18,Object Classification,Supervised,VVS
0.0296,0.1436,0.11201201550377411,1,7,encode_5,ResNet18,Object Classification,Supervised,VVS
0.1192,0.3312,0.23813900003937802,5,7,encode_5,ResNet18,Object Classification,Supervised,VVS
0.2436,0.5588,0.3934964749176215,20,7,encode_5,ResNet18,Object Classification,Supervised,VVS
0.3188,0.6584,0.47058290902786004,50,7,encode_5,ResNet18,Object Classification,Supervised,VVS
0.0384,0.1484,0.12099184434473605,1,8,encode_5,ResNet18,Object Classification,Supervised,VVS
0.1208,0.328,0.23814639070514027,5,8,encode_5,ResNet18,Object Classification,Supervised,VVS
0.2408,0.566,0.39449812711013743,20,8,encode_5,ResNet18,Object Classification,Supervised,VVS
0.3204,0.6472,0.4701241919782266,50,8,encode_5,ResNet18,Object Classification,Supervised,VVS
0.0372,0.1596,0.12175778795645151,1,9,encode_5,ResNet18,Object Classification,Supervised,VVS
0.1128,0.3384,0.2364914661665317,5,9,encode_5,ResNet18,Object Classification,Supervised,VVS
0.2436,0.5664,0.3974479159796309,20,9,encode_5,ResNet18,Object Classification,Supervised,VVS
0.3084,0.6404,0.4609060409882123,50,9,encode_5,ResNet18,Object Classification,Supervised,VVS
0.0892,0.238,0.18643489533382568,1,0,encode_6,ResNet18,Object Classification,Supervised,VVS
0.3092,0.6276,0.45772098963870694,5,0,encode_6,ResNet18,Object Classification,Supervised,VVS
0.4572,0.7984,0.6052914555172088,20,0,encode_6,ResNet18,Object Classification,Supervised,VVS
0.5168,0.8196,0.6502255891667155,50,0,encode_6,ResNet18,Object Classification,Supervised,VVS
0.1048,0.3028,0.21236449475054942,1,1,encode_6,ResNet18,Object Classification,Supervised,VVS
0.3048,0.6164,0.4510053962780451,5,1,encode_6,ResNet18,Object Classification,Supervised,VVS
0.4684,0.7744,0.6043283967322943,20,1,encode_6,ResNet18,Object Classification,Supervised,VVS
0.5196,0.8168,0.6500002359216263,50,1,encode_6,ResNet18,Object Classification,Supervised,VVS
0.1124,0.2768,0.21195834179487705,1,2,encode_6,ResNet18,Object Classification,Supervised,VVS
0.3216,0.6228,0.4651865186498163,5,2,encode_6,ResNet18,Object Classification,Supervised,VVS
0.462,0.7848,0.602071685549796,20,2,encode_6,ResNet18,Object Classification,Supervised,VVS
0.5148,0.818,0.6495588940148201,50,2,encode_6,ResNet18,Object Classification,Supervised,VVS
0.072,0.2504,0.1785749328248449,1,3,encode_6,ResNet18,Object Classification,Supervised,VVS
0.3008,0.6044,0.4454360432478734,5,3,encode_6,ResNet18,Object Classification,Supervised,VVS
0.4564,0.776,0.5989200348246277,20,3,encode_6,ResNet18,Object Classification,Supervised,VVS
0.5332,0.8216,0.6620813317160505,50,3,encode_6,ResNet18,Object Classification,Supervised,VVS
0.0936,0.2284,0.1832105685791984,1,4,encode_6,ResNet18,Object Classification,Supervised,VVS
0.3164,0.6236,0.46100051204415204,5,4,encode_6,ResNet18,Object Classification,Supervised,VVS
0.48,0.778,0.6125257827913296,20,4,encode_6,ResNet18,Object Classification,Supervised,VVS
0.514,0.8156,0.6477972737006477,50,4,encode_6,ResNet18,Object Classification,Supervised,VVS
0.0928,0.25,0.19014831371583313,1,5,encode_6,ResNet18,Object Classification,Supervised,VVS
0.3076,0.6308,0.45659396604802693,5,5,encode_6,ResNet18,Object Classification,Supervised,VVS
0.4728,0.798,0.6135027061153292,20,5,encode_6,ResNet18,Object Classification,Supervised,VVS
0.5328,0.8188,0.6618396563173614,50,5,encode_6,ResNet18,Object Classification,Supervised,VVS
0.0696,0.2688,0.17944740651359117,1,6,encode_6,ResNet18,Object Classification,Supervised,VVS
0.3292,0.6276,0.4696695030631321,5,6,encode_6,ResNet18,Object Classification,Supervised,VVS
0.4572,0.7756,0.6004207162427508,20,6,encode_6,ResNet18,Object Classification,Supervised,VVS
0.5232,0.8232,0.6555331590416436,50,6,encode_6,ResNet18,Object Classification,Supervised,VVS
0.112,0.2504,0.20663210238230845,1,7,encode_6,ResNet18,Object Classification,Supervised,VVS
0.3368,0.6516,0.48106843212349465,5,7,encode_6,ResNet18,Object Classification,Supervised,VVS
0.4788,0.7896,0.6157858856905127,20,7,encode_6,ResNet18,Object Classification,Supervised,VVS
0.5364,0.8292,0.6677110479526885,50,7,encode_6,ResNet18,Object Classification,Supervised,VVS
0.106,0.2816,0.20744888854984647,1,8,encode_6,ResNet18,Object Classification,Supervised,VVS
0.32,0.6292,0.4626585745973168,5,8,encode_6,ResNet18,Object Classification,Supervised,VVS
0.4708,0.802,0.6153369790553251,20,8,encode_6,ResNet18,Object Classification,Supervised,VVS
0.5284,0.8252,0.6618552614761423,50,8,encode_6,ResNet18,Object Classification,Supervised,VVS
0.0936,0.27,0.19756429747908147,1,9,encode_6,ResNet18,Object Classification,Supervised,VVS
0.3176,0.6204,0.45886688854499796,5,9,encode_6,ResNet18,Object Classification,Supervised,VVS
0.4628,0.7884,0.6054246305229882,20,9,encode_6,ResNet18,Object Classification,Supervised,VVS
0.5208,0.8236,0.6542087146847443,50,9,encode_6,ResNet18,Object Classification,Supervised,VVS
0.104,0.2508,0.20038996361115974,1,0,encode_7,ResNet18,Object Classification,Supervised,VVS
0.3268,0.6508,0.4764048821677034,5,0,encode_7,ResNet18,Object Classification,Supervised,VVS
0.486,0.8228,0.6296864928725405,20,0,encode_7,ResNet18,Object Classification,Supervised,VVS
0.5612,0.8464,0.6852881297362645,50,0,encode_7,ResNet18,Object Classification,Supervised,VVS
0.1092,0.3108,0.22374645451281122,1,1,encode_7,ResNet18,Object Classification,Supervised,VVS
0.3336,0.6608,0.4813112890156389,5,1,encode_7,ResNet18,Object Classification,Supervised,VVS
0.4788,0.8048,0.6217558069970394,20,1,encode_7,ResNet18,Object Classification,Supervised,VVS
0.5396,0.842,0.6711464500809143,50,1,encode_7,ResNet18,Object Classification,Supervised,VVS
0.1264,0.2872,0.2254123371982888,1,2,encode_7,ResNet18,Object Classification,Supervised,VVS
0.3332,0.648,0.47939743224748055,5,2,encode_7,ResNet18,Object Classification,Supervised,VVS
0.488,0.8072,0.6265310658056371,20,2,encode_7,ResNet18,Object Classification,Supervised,VVS
0.5544,0.8428,0.6802218384552305,50,2,encode_7,ResNet18,Object Classification,Supervised,VVS
0.0876,0.2876,0.19715395803332736,1,3,encode_7,ResNet18,Object Classification,Supervised,VVS
0.3244,0.6464,0.471964666006853,5,3,encode_7,ResNet18,Object Classification,Supervised,VVS
0.478,0.8036,0.6218451020490711,20,3,encode_7,ResNet18,Object Classification,Supervised,VVS
0.5456,0.8456,0.6781204017055541,50,3,encode_7,ResNet18,Object Classification,Supervised,VVS
0.0788,0.2288,0.17854152880179336,1,4,encode_7,ResNet18,Object Classification,Supervised,VVS
0.3408,0.6624,0.48866604337386055,5,4,encode_7,ResNet18,Object Classification,Supervised,VVS
0.5092,0.8128,0.6420782861517599,20,4,encode_7,ResNet18,Object Classification,Supervised,VVS
0.548,0.8384,0.6748917159338357,50,4,encode_7,ResNet18,Object Classification,Supervised,VVS
0.0944,0.2564,0.1936369514515006,1,5,encode_7,ResNet18,Object Classification,Supervised,VVS
0.3144,0.656,0.4707626268623124,5,5,encode_7,ResNet18,Object Classification,Supervised,VVS
0.5096,0.8188,0.6433517407571999,20,5,encode_7,ResNet18,Object Classification,Supervised,VVS
0.5552,0.8488,0.6817718782586756,50,5,encode_7,ResNet18,Object Classification,Supervised,VVS
0.0884,0.2436,0.19018227495894793,1,6,encode_7,ResNet18,Object Classification,Supervised,VVS
0.346,0.6492,0.4865883027986747,5,6,encode_7,ResNet18,Object Classification,Supervised,VVS
0.4864,0.8024,0.6275267874195709,20,6,encode_7,ResNet18,Object Classification,Supervised,VVS
0.5504,0.8464,0.6799782522808769,50,6,encode_7,ResNet18,Object Classification,Supervised,VVS
0.1216,0.274,0.2152501718136073,1,7,encode_7,ResNet18,Object Classification,Supervised,VVS
0.3444,0.6828,0.49804955723522637,5,7,encode_7,ResNet18,Object Classification,Supervised,VVS
0.504,0.81,0.639806235249994,20,7,encode_7,ResNet18,Object Classification,Supervised,VVS
0.5708,0.852,0.6937886376674567,50,7,encode_7,ResNet18,Object Classification,Supervised,VVS
0.1028,0.302,0.2147947541495455,1,8,encode_7,ResNet18,Object Classification,Supervised,VVS
0.3328,0.6588,0.4816752377391333,5,8,encode_7,ResNet18,Object Classification,Supervised,VVS
0.5116,0.8192,0.6470494976848108,20,8,encode_7,ResNet18,Object Classification,Supervised,VVS
0.5628,0.8516,0.6886109075159418,50,8,encode_7,ResNet18,Object Classification,Supervised,VVS
0.1252,0.3004,0.22782633259939838,1,9,encode_7,ResNet18,Object Classification,Supervised,VVS
0.3204,0.6524,0.46949733503242685,5,9,encode_7,ResNet18,Object Classification,Supervised,VVS
0.5032,0.8164,0.6408613563904149,20,9,encode_7,ResNet18,Object Classification,Supervised,VVS
0.5512,0.844,0.6798521222273345,50,9,encode_7,ResNet18,Object Classification,Supervised,VVS
0.0952,0.2984,0.20570839390803614,1,0,encode_8,ResNet18,Object Classification,Supervised,VVS
0.4396,0.7452,0.576988823155146,5,0,encode_8,ResNet18,Object Classification,Supervised,VVS
0.5996,0.8864,0.7239989540583698,20,0,encode_8,ResNet18,Object Classification,Supervised,VVS
0.654,0.8976,0.7603718516519594,50,0,encode_8,ResNet18,Object Classification,Supervised,VVS
0.1904,0.3828,0.29609226374077563,1,1,encode_8,ResNet18,Object Classification,Supervised,VVS
0.4416,0.7608,0.5812306252612398,5,1,encode_8,ResNet18,Object Classification,Supervised,VVS
0.5928,0.8512,0.7080489664576157,20,1,encode_8,ResNet18,Object Classification,Supervised,VVS
0.632,0.882,0.7414553048483543,50,1,encode_8,ResNet18,Object Classification,Supervised,VVS
0.1424,0.3708,0.2618820398046601,1,2,encode_8,ResNet18,Object Classification,Supervised,VVS
0.4372,0.7604,0.5821161814205265,5,2,encode_8,ResNet18,Object Classification,Supervised,VVS
0.5956,0.8736,0.715914605198889,20,2,encode_8,ResNet18,Object Classification,Supervised,VVS
0.6476,0.8992,0.7565804660627952,50,2,encode_8,ResNet18,Object Classification,Supervised,VVS
0.1456,0.3296,0.2493324022386916,1,3,encode_8,ResNet18,Object Classification,Supervised,VVS
0.4292,0.744,0.5701104573249152,5,3,encode_8,ResNet18,Object Classification,Supervised,VVS
0.5848,0.8628,0.7065160857954118,20,3,encode_8,ResNet18,Object Classification,Supervised,VVS
0.6412,0.9,0.7517196174510604,50,3,encode_8,ResNet18,Object Classification,Supervised,VVS
0.1288,0.2872,0.2292487409842674,1,4,encode_8,ResNet18,Object Classification,Supervised,VVS
0.4488,0.7476,0.5811472508530076,5,4,encode_8,ResNet18,Object Classification,Supervised,VVS
0.6028,0.8752,0.7194909277771784,20,4,encode_8,ResNet18,Object Classification,Supervised,VVS
0.6404,0.8924,0.7488185931138153,50,4,encode_8,ResNet18,Object Classification,Supervised,VVS
0.1384,0.2904,0.23777459498127856,1,5,encode_8,ResNet18,Object Classification,Supervised,VVS
0.4448,0.7624,0.5866338218386773,5,5,encode_8,ResNet18,Object Classification,Supervised,VVS
0.6016,0.8848,0.7240001250009819,20,5,encode_8,ResNet18,Object Classification,Supervised,VVS
0.6464,0.9004,0.7565875475909677,50,5,encode_8,ResNet18,Object Classification,Supervised,VVS
0.1396,0.37,0.2566569105349447,1,6,encode_8,ResNet18,Object Classification,Supervised,VVS
0.4464,0.742,0.5821806091805379,5,6,encode_8,ResNet18,Object Classification,Supervised,VVS
0.602,0.8676,0.7193303011165785,20,6,encode_8,ResNet18,Object Classification,Supervised,VVS
0.6456,0.898,0.7541183890547623,50,6,encode_8,ResNet18,Object Classification,Supervised,VVS
0.146,0.3196,0.2463964581518917,1,7,encode_8,ResNet18,Object Classification,Supervised,VVS
0.452,0.7604,0.5894964451526085,5,7,encode_8,ResNet18,Object Classification,Supervised,VVS
0.598,0.878,0.719170451522231,20,7,encode_8,ResNet18,Object Classification,Supervised,VVS
0.6624,0.9028,0.7659001820700023,50,7,encode_8,ResNet18,Object Classification,Supervised,VVS
0.1324,0.3396,0.24868761707153098,1,8,encode_8,ResNet18,Object Classification,Supervised,VVS
0.4412,0.7564,0.5821459165675594,5,8,encode_8,ResNet18,Object Classification,Supervised,VVS
0.5892,0.8856,0.7150410637792345,20,8,encode_8,ResNet18,Object Classification,Supervised,VVS
0.648,0.9044,0.7574899123056849,50,8,encode_8,ResNet18,Object Classification,Supervised,VVS
0.168,0.352,0.2714101530869178,1,9,encode_8,ResNet18,Object Classification,Supervised,VVS
0.43,0.754,0.574527258327001,5,9,encode_8,ResNet18,Object Classification,Supervised,VVS
0.6016,0.8888,0.7244207845550427,20,9,encode_8,ResNet18,Object Classification,Supervised,VVS
0.6568,0.9056,0.7639443476305287,50,9,encode_8,ResNet18,Object Classification,Supervised,VVS
0.2092,0.3688,0.3094114753506246,1,0,encode_9,ResNet18,Object Classification,Supervised,VVS
0.6276,0.874,0.7367913644280841,5,0,encode_9,ResNet18,Object Classification,Supervised,VVS
0.7468,0.9488,0.8351376697812247,20,0,encode_9,ResNet18,Object Classification,Supervised,VVS
0.7856,0.9548,0.860217523302467,50,0,encode_9,ResNet18,Object Classification,Supervised,VVS
0.2156,0.4164,0.32306645687941016,1,1,encode_9,ResNet18,Object Classification,Supervised,VVS
0.6,0.8712,0.7182733266334645,5,1,encode_9,ResNet18,Object Classification,Supervised,VVS
0.7468,0.936,0.8296472161137486,20,1,encode_9,ResNet18,Object Classification,Supervised,VVS
0.7788,0.9424,0.8516429686512346,50,1,encode_9,ResNet18,Object Classification,Supervised,VVS
0.1672,0.3904,0.2887037090033919,1,2,encode_9,ResNet18,Object Classification,Supervised,VVS
0.6392,0.8832,0.7457118358958387,5,2,encode_9,ResNet18,Object Classification,Supervised,VVS
0.7504,0.9424,0.8355525247512433,20,2,encode_9,ResNet18,Object Classification,Supervised,VVS
0.7896,0.952,0.8604863826610918,50,2,encode_9,ResNet18,Object Classification,Supervised,VVS
0.1688,0.4476,0.3055312786166801,1,3,encode_9,ResNet18,Object Classification,Supervised,VVS
0.6044,0.86,0.7185515395871767,5,3,encode_9,ResNet18,Object Classification,Supervised,VVS
0.7468,0.9344,0.82990497715154,20,3,encode_9,ResNet18,Object Classification,Supervised,VVS
0.784,0.9464,0.8554956522558372,50,3,encode_9,ResNet18,Object Classification,Supervised,VVS
0.192,0.4244,0.311892520279243,1,4,encode_9,ResNet18,Object Classification,Supervised,VVS
0.6328,0.8828,0.7439882324046408,5,4,encode_9,ResNet18,Object Classification,Supervised,VVS
0.7488,0.9404,0.8325214255621369,20,4,encode_9,ResNet18,Object Classification,Supervised,VVS
0.7712,0.948,0.8483741738904839,50,4,encode_9,ResNet18,Object Classification,Supervised,VVS
0.1616,0.438,0.2879156052935716,1,5,encode_9,ResNet18,Object Classification,Supervised,VVS
0.5992,0.8736,0.7214311011056965,5,5,encode_9,ResNet18,Object Classification,Supervised,VVS
0.7524,0.9436,0.8377457616722364,20,5,encode_9,ResNet18,Object Classification,Supervised,VVS
0.7876,0.9504,0.8597566414726969,50,5,encode_9,ResNet18,Object Classification,Supervised,VVS
0.1484,0.4096,0.2783916246501692,1,6,encode_9,ResNet18,Object Classification,Supervised,VVS
0.5944,0.8732,0.7173878737824144,5,6,encode_9,ResNet18,Object Classification,Supervised,VVS
0.758,0.944,0.8396003169053745,20,6,encode_9,ResNet18,Object Classification,Supervised,VVS
0.7908,0.9504,0.8626870405309707,50,6,encode_9,ResNet18,Object Classification,Supervised,VVS
0.1976,0.3836,0.30296800706873694,1,7,encode_9,ResNet18,Object Classification,Supervised,VVS
0.6128,0.8756,0.7295658389327425,5,7,encode_9,ResNet18,Object Classification,Supervised,VVS
0.7624,0.9432,0.8422736782534564,20,7,encode_9,ResNet18,Object Classification,Supervised,VVS
0.7864,0.9504,0.8594438047235142,50,7,encode_9,ResNet18,Object Classification,Supervised,VVS
0.1856,0.4164,0.3096408771257891,1,8,encode_9,ResNet18,Object Classification,Supervised,VVS
0.616,0.8832,0.7349857176507052,5,8,encode_9,ResNet18,Object Classification,Supervised,VVS
0.7644,0.9436,0.8439923631221389,20,8,encode_9,ResNet18,Object Classification,Supervised,VVS
0.796,0.9524,0.8658736445361125,50,8,encode_9,ResNet18,Object Classification,Supervised,VVS
0.1928,0.4032,0.30957632875943153,1,9,encode_9,ResNet18,Object Classification,Supervised,VVS
0.6288,0.8816,0.7392858648320052,5,9,encode_9,ResNet18,Object Classification,Supervised,VVS
0.758,0.9384,0.8395340958946985,20,9,encode_9,ResNet18,Object Classification,Supervised,VVS
0.7848,0.9476,0.8586620538610745,50,9,encode_9,ResNet18,Object Classification,Supervised,VVS
0.0428,0.1504,0.12344538276085203,1,0,encode_2,ResNet18,Local Aggregation,Self-Supervised,VVS
0.134,0.3304,0.2460931062473162,5,0,encode_2,ResNet18,Local Aggregation,Self-Supervised,VVS
0.1828,0.4752,0.32686939374492197,20,0,encode_2,ResNet18,Local Aggregation,Self-Supervised,VVS
0.2284,0.524,0.37464234751337133,50,0,encode_2,ResNet18,Local Aggregation,Self-Supervised,VVS
0.0664,0.198,0.1544863755700642,1,1,encode_2,ResNet18,Local Aggregation,Self-Supervised,VVS
0.1268,0.3368,0.24262647274886548,5,1,encode_2,ResNet18,Local Aggregation,Self-Supervised,VVS
0.1996,0.4652,0.3324562981174321,20,1,encode_2,ResNet18,Local Aggregation,Self-Supervised,VVS
0.2336,0.5208,0.37347030498195805,50,1,encode_2,ResNet18,Local Aggregation,Self-Supervised,VVS
