80% variance,alpha,effective dimensionality,layer,architecture,task,kind,source
36.0,1.1999129440513747,3.3471190895335554,layer3.0.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
37.0,1.180277465500277,3.2081859768436125,layer3.1.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
33.0,1.1738239751352484,2.9905631780336397,layer3.2.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
23.0,1.1868987997247247,2.683558290403041,layer3.3.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
17.0,1.1949688584397444,2.472879946522697,layer3.4.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
11.0,1.2142059561594905,2.1969609311253153,layer3.5.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
2.0,1.3286511357638464,1.7724329744214558,layer4.0.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
3.0,1.3241641658764456,1.9530773568276347,layer4.1.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
10.0,1.3073602995333158,2.735069989759681,layer4.2.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
13.0,1.2341912499165377,2.5536179799164715,layer1.0.relu,ResNet50,Point Matching,Supervised,Taskonomy
13.0,1.2387543181809628,2.537515313816646,layer1.1.relu,ResNet50,Point Matching,Supervised,Taskonomy
30.0,1.1856598441163162,3.097651742000393,layer1.2.relu,ResNet50,Point Matching,Supervised,Taskonomy
47.0,1.1579965884384664,3.174527775353216,layer2.0.relu,ResNet50,Point Matching,Supervised,Taskonomy
51.0,1.158672588061993,3.3814510042279085,layer2.1.relu,ResNet50,Point Matching,Supervised,Taskonomy
33.0,1.1772670941721888,3.0221199860833745,layer2.2.relu,ResNet50,Point Matching,Supervised,Taskonomy
63.0,1.1324550275060894,3.7964874091461525,layer2.3.relu,ResNet50,Point Matching,Supervised,Taskonomy
34.0,1.168583618936831,3.0910989841541205,layer3.0.relu,ResNet50,Point Matching,Supervised,Taskonomy
35.0,1.1764117419698414,3.171566427656883,layer3.1.relu,ResNet50,Point Matching,Supervised,Taskonomy
38.0,1.1839444333772589,3.414398771417436,layer3.2.relu,ResNet50,Point Matching,Supervised,Taskonomy
43.0,1.1805299759023562,3.623885759797129,layer3.3.relu,ResNet50,Point Matching,Supervised,Taskonomy
25.0,1.2122544357029037,3.0957161887096127,layer3.4.relu,ResNet50,Point Matching,Supervised,Taskonomy
45.0,1.1911565219239915,3.9064638913012817,layer3.5.relu,ResNet50,Point Matching,Supervised,Taskonomy
24.0,1.3542595018197165,5.377160029230501,layer4.0.relu,ResNet50,Point Matching,Supervised,Taskonomy
24.0,1.3817630196990625,5.294437283318974,layer4.1.relu,ResNet50,Point Matching,Supervised,Taskonomy
28.0,1.3552394387278224,6.013016677707866,layer4.2.relu,ResNet50,Point Matching,Supervised,Taskonomy
17.0,1.2211331525431788,2.8840989163606707,layer1.0.relu,ResNet50,Reshading,Supervised,Taskonomy
20.0,1.1959027889437033,2.9532705144939713,layer1.1.relu,ResNet50,Reshading,Supervised,Taskonomy
37.0,1.1472377066060386,3.666163284367233,layer1.2.relu,ResNet50,Reshading,Supervised,Taskonomy
58.0,1.1647741989411906,4.023195723326436,layer2.0.relu,ResNet50,Reshading,Supervised,Taskonomy
64.0,1.1467182239101126,4.104428006689035,layer2.1.relu,ResNet50,Reshading,Supervised,Taskonomy
68.0,1.1371929558989462,4.209905685339948,layer2.2.relu,ResNet50,Reshading,Supervised,Taskonomy
94.0,1.0971736498374165,5.1765604556811144,layer2.3.relu,ResNet50,Reshading,Supervised,Taskonomy
101.0,1.1196426702556568,4.586997218957848,layer3.0.relu,ResNet50,Reshading,Supervised,Taskonomy
131.0,1.1082057912984298,5.194817818750407,layer3.1.relu,ResNet50,Reshading,Supervised,Taskonomy
160.0,1.0937672826797518,5.8591461436921515,layer3.2.relu,ResNet50,Reshading,Supervised,Taskonomy
183.0,1.0794958662940788,6.503226776079174,layer3.3.relu,ResNet50,Reshading,Supervised,Taskonomy
205.0,1.0721974222922594,7.397372605725641,layer3.4.relu,ResNet50,Reshading,Supervised,Taskonomy
225.0,1.061741597124025,8.049917375866196,layer3.5.relu,ResNet50,Reshading,Supervised,Taskonomy
287.0,1.1232307724089283,11.4447921204908,layer4.0.relu,ResNet50,Reshading,Supervised,Taskonomy
118.0,1.1548663672398387,5.0881027135074985,layer4.1.relu,ResNet50,Reshading,Supervised,Taskonomy
93.0,1.160294600173231,4.595314999303317,layer4.2.relu,ResNet50,Reshading,Supervised,Taskonomy
18.0,1.2023274390928769,2.8234452888041983,layer1.0.relu,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy
20.0,1.181001161602239,2.895989396029891,layer1.1.relu,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy
36.0,1.1224620474530511,3.487983904675391,layer1.2.relu,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy
58.0,1.1573566614174793,4.1234758046203055,layer2.0.relu,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy
58.0,1.1568117616643616,4.121242910489517,layer2.1.relu,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy
52.0,1.1722253438789219,4.0833404518154754,layer2.2.relu,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy
78.0,1.1366987647111975,5.332890624655114,layer2.3.relu,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy
15.0,1.2745242587996433,3.320145478682173,layer3.0.relu,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy
15.0,1.277228238647792,3.42048642010104,layer3.1.relu,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy
12.0,1.2880833886093324,3.1902835661276043,layer3.2.relu,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy
12.0,1.2790022425527563,3.140388826026198,layer3.3.relu,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy
9.0,1.284471519711721,2.8024993222668493,layer3.4.relu,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy
3.0,1.3148166787910753,1.962244463043648,layer3.5.relu,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy
1.0,1.5525484650612265,1.0394333426845785,layer4.0.relu,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy
1.0,1.8168877777336594,1.013347162712671,layer4.1.relu,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy
1.0,2.0031177975260293,1.029451432313042,layer4.2.relu,ResNet50,Depth Estimation (Z-Buffer),Supervised,Taskonomy
18.0,1.2042860766445829,2.8789316826326,layer1.0.relu,ResNet50,Depth Estimation,Supervised,Taskonomy
23.0,1.1815599281734146,3.0999851505968277,layer1.1.relu,ResNet50,Depth Estimation,Supervised,Taskonomy
39.0,1.139051146503066,3.939404168428298,layer1.2.relu,ResNet50,Depth Estimation,Supervised,Taskonomy
50.0,1.1711086028713282,3.9316916114791463,layer2.0.relu,ResNet50,Depth Estimation,Supervised,Taskonomy
52.0,1.1681593580092005,3.9130505034178045,layer2.1.relu,ResNet50,Depth Estimation,Supervised,Taskonomy
58.0,1.1548704848000853,4.105900872651653,layer2.2.relu,ResNet50,Depth Estimation,Supervised,Taskonomy
98.0,1.0911323269925304,5.867738865977145,layer2.3.relu,ResNet50,Depth Estimation,Supervised,Taskonomy
41.0,1.1859566400994823,3.67582574014057,layer3.0.relu,ResNet50,Depth Estimation,Supervised,Taskonomy
40.0,1.1913456705240109,3.596575249998523,layer3.1.relu,ResNet50,Depth Estimation,Supervised,Taskonomy
63.0,1.1836358034308094,4.382226382783198,layer3.2.relu,ResNet50,Depth Estimation,Supervised,Taskonomy
83.0,1.156860657645712,5.077228042211473,layer3.3.relu,ResNet50,Depth Estimation,Supervised,Taskonomy
121.0,1.1395767057886592,6.884800341220738,layer3.4.relu,ResNet50,Depth Estimation,Supervised,Taskonomy
134.0,1.1296839016828633,7.415007800230713,layer3.5.relu,ResNet50,Depth Estimation,Supervised,Taskonomy
160.0,1.2139014009717521,13.490326625524924,layer4.0.relu,ResNet50,Depth Estimation,Supervised,Taskonomy
155.0,1.2321707474966832,13.641378993020062,layer4.1.relu,ResNet50,Depth Estimation,Supervised,Taskonomy
152.0,1.2196062016459923,13.925977143668716,layer4.2.relu,ResNet50,Depth Estimation,Supervised,Taskonomy
21.0,1.194934530151669,2.939259768143003,layer1.0.relu,ResNet50,Surface Normals Estimation,Supervised,Taskonomy
23.0,1.1729984893625909,2.9620653301133304,layer1.1.relu,ResNet50,Surface Normals Estimation,Supervised,Taskonomy
44.0,1.0952135839090522,3.9252347415753883,layer1.2.relu,ResNet50,Surface Normals Estimation,Supervised,Taskonomy
75.0,1.1354986353622571,4.69962415116379,layer2.0.relu,ResNet50,Surface Normals Estimation,Supervised,Taskonomy
75.0,1.1367665349180103,4.788642877057813,layer2.1.relu,ResNet50,Surface Normals Estimation,Supervised,Taskonomy
93.0,1.1204851005764007,5.637152492789995,layer2.2.relu,ResNet50,Surface Normals Estimation,Supervised,Taskonomy
136.0,1.0595186320264367,8.205182157751834,layer2.3.relu,ResNet50,Surface Normals Estimation,Supervised,Taskonomy
109.0,1.1331518149936268,5.484309837710435,layer3.0.relu,ResNet50,Surface Normals Estimation,Supervised,Taskonomy
160.0,1.1119789616445435,7.092578291222261,layer3.1.relu,ResNet50,Surface Normals Estimation,Supervised,Taskonomy
167.0,1.110587376157774,7.1429285893850425,layer3.2.relu,ResNet50,Surface Normals Estimation,Supervised,Taskonomy
83.0,1.1469203644243287,4.408892741135636,layer3.3.relu,ResNet50,Surface Normals Estimation,Supervised,Taskonomy
2.0,1.2393271885723178,1.666211089607303,layer3.4.relu,ResNet50,Surface Normals Estimation,Supervised,Taskonomy
1.0,1.3190838879653906,1.1512765650085899,layer3.5.relu,ResNet50,Surface Normals Estimation,Supervised,Taskonomy
1.0,1.4941965362340677,1.0176711254296544,layer4.0.relu,ResNet50,Surface Normals Estimation,Supervised,Taskonomy
1.0,1.630511896973727,1.00550687853505,layer4.1.relu,ResNet50,Surface Normals Estimation,Supervised,Taskonomy
1.0,1.9184292368049327,1.0139190285623825,layer4.2.relu,ResNet50,Surface Normals Estimation,Supervised,Taskonomy
16.0,1.2503102083369841,3.1112059185861765,layer1.0.relu,ResNet50,Room Layout,Supervised,Taskonomy
17.0,1.2380029124974619,3.2081841729895126,layer1.1.relu,ResNet50,Room Layout,Supervised,Taskonomy
33.0,1.1714060537910949,4.112566524475183,layer1.2.relu,ResNet50,Room Layout,Supervised,Taskonomy
49.0,1.1674809402758126,3.8893438510489866,layer2.0.relu,ResNet50,Room Layout,Supervised,Taskonomy
56.0,1.153177116852741,3.969735568486695,layer2.1.relu,ResNet50,Room Layout,Supervised,Taskonomy
53.0,1.1569650850856088,3.9587130511440587,layer2.2.relu,ResNet50,Room Layout,Supervised,Taskonomy
73.0,1.126187562437782,4.535114352320961,layer2.3.relu,ResNet50,Room Layout,Supervised,Taskonomy
60.0,1.1728768515915515,4.513233980995316,layer3.0.relu,ResNet50,Room Layout,Supervised,Taskonomy
88.0,1.1489826044525855,5.1179029570660735,layer3.1.relu,ResNet50,Room Layout,Supervised,Taskonomy
124.0,1.1260478874624842,6.21238044279284,layer3.2.relu,ResNet50,Room Layout,Supervised,Taskonomy
155.0,1.1052159414135279,7.440987382206862,layer3.3.relu,ResNet50,Room Layout,Supervised,Taskonomy
190.0,1.0850478090274858,8.796178504376194,layer3.4.relu,ResNet50,Room Layout,Supervised,Taskonomy
222.0,1.0648408595884042,10.303410495185396,layer3.5.relu,ResNet50,Room Layout,Supervised,Taskonomy
351.0,1.0955470015607176,22.826736147892504,layer4.0.relu,ResNet50,Room Layout,Supervised,Taskonomy
181.0,1.1574814797244495,9.10824354080592,layer4.1.relu,ResNet50,Room Layout,Supervised,Taskonomy
5.0,1.239989860650284,1.9137269364829066,layer4.2.relu,ResNet50,Room Layout,Supervised,Taskonomy
17.0,1.21846941440066,2.7744355619571697,layer1.0.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
18.0,1.2041351162807827,2.7433596112431142,layer1.1.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
38.0,1.1316953694357677,3.5388710537982684,layer1.2.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
36.0,1.1914041154460682,3.336855324042883,layer2.0.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
38.0,1.1866123466842535,3.3750175183764863,layer2.1.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
44.0,1.1715174049686514,3.601791656739008,layer2.2.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
76.0,1.1178340634945423,4.735995541340586,layer2.3.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
29.0,1.197715435981197,3.3736288573705817,layer3.0.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
25.0,1.2101296461050763,3.1887269531055225,layer3.1.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
38.0,1.190934424211639,3.724608904482555,layer3.2.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
50.0,1.176419901613863,4.047153158363355,layer3.3.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
67.0,1.160070284761549,4.428277154926676,layer3.4.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
98.0,1.1463190518647546,5.546975371043625,layer3.5.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
143.0,1.2903634326991864,10.789334414861962,layer4.0.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
35.0,1.667262822873764,4.1019735656834655,layer4.1.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
12.0,1.7521087980239851,2.6407575940138908,layer4.2.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
11.0,1.2529612776527077,2.614535224753434,layer1.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
12.0,1.2479321679955735,2.598941004550311,layer1.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
34.0,1.133913850682153,3.503983445163697,layer1.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
31.0,1.2113992228901305,3.1386199298561213,layer2.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
33.0,1.191201088940593,3.1019538840871266,layer2.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
43.0,1.1661767208620715,3.374695534050491,layer2.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
89.0,1.0998269227717634,5.286312704861894,layer2.3.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
26.0,1.2796064411328603,4.4849087506307885,layer3.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
29.0,1.2704141828899873,4.529089762677897,layer3.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
23.0,1.2690672595145884,3.942869411915865,layer3.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
10.0,1.306956403916252,2.7743081890957826,layer3.3.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
4.0,1.3696671266635048,2.33357756943403,layer3.4.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
4.0,1.4213017174099667,2.7178546715402034,layer3.5.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
1.0,1.7963393282450757,1.0562919799810273,layer4.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
1.0,2.026733307359525,1.0124602255002402,layer4.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
1.0,2.1476344305559825,1.0164979503811287,layer4.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
18.0,1.2289548846524818,2.992848446029032,layer1.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
23.0,1.2046809628148492,3.1241279672007454,layer1.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
44.0,1.1278953690124884,4.024395784035239,layer1.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
94.0,1.095241284435361,5.125919239569052,layer2.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
112.0,1.0696464743751357,5.74912253402027,layer2.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
127.0,1.0531600350764854,6.7388525957158585,layer2.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
168.0,0.9965896347706686,11.108923270077627,layer2.3.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
264.0,1.0535109382036159,16.28151572924872,layer3.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
274.0,1.0461268197847102,18.99499333145742,layer3.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
287.0,1.0356197816292474,19.43633825985243,layer3.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
299.0,1.0267964853292049,19.58450394617076,layer3.3.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
313.0,1.0147036090039383,20.467494286872803,layer3.4.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
332.0,0.999482107250291,21.707482849461876,layer3.5.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
185.0,1.1627502371172753,12.269407369340563,layer4.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
161.0,1.1765292291683342,12.164030759351718,layer4.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
135.0,1.1902890403336646,8.724885610273532,layer4.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
17.0,1.2107934671318878,2.901825583022253,layer1.0.relu,ResNet50,Object Classification,Supervised,Taskonomy
21.0,1.1832241687060652,3.0097054478546212,layer1.1.relu,ResNet50,Object Classification,Supervised,Taskonomy
44.0,1.1124974033671418,3.890091969608846,layer1.2.relu,ResNet50,Object Classification,Supervised,Taskonomy
92.0,1.0932565404801144,4.679828442259628,layer2.0.relu,ResNet50,Object Classification,Supervised,Taskonomy
108.0,1.0685442767539637,5.232324262051892,layer2.1.relu,ResNet50,Object Classification,Supervised,Taskonomy
118.0,1.0511363422615496,5.768777358839667,layer2.2.relu,ResNet50,Object Classification,Supervised,Taskonomy
159.0,1.0058412488738016,10.248683638239907,layer2.3.relu,ResNet50,Object Classification,Supervised,Taskonomy
223.0,1.067280716501486,11.790971542262033,layer3.0.relu,ResNet50,Object Classification,Supervised,Taskonomy
259.0,1.0540449266131011,14.643577842081099,layer3.1.relu,ResNet50,Object Classification,Supervised,Taskonomy
293.0,1.0345760166240774,18.245489601703742,layer3.2.relu,ResNet50,Object Classification,Supervised,Taskonomy
316.0,1.0176456453886487,20.607518931967075,layer3.3.relu,ResNet50,Object Classification,Supervised,Taskonomy
329.0,1.0057954556458153,22.11076833697696,layer3.4.relu,ResNet50,Object Classification,Supervised,Taskonomy
343.0,0.9955795743561449,23.616098955669862,layer3.5.relu,ResNet50,Object Classification,Supervised,Taskonomy
322.0,1.0962087295520655,20.228798079679972,layer4.0.relu,ResNet50,Object Classification,Supervised,Taskonomy
270.0,1.1110312775800573,16.371930366120257,layer4.1.relu,ResNet50,Object Classification,Supervised,Taskonomy
238.0,1.1215920703745716,14.310901432196811,layer4.2.relu,ResNet50,Object Classification,Supervised,Taskonomy
17.0,1.245314606548556,2.952219137239685,layer1.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy
22.0,1.1893002077205872,3.1327302850128493,layer1.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy
42.0,1.1316895150930752,3.883168459610261,layer1.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy
76.0,1.1214204331036934,4.521487657748303,layer2.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy
89.0,1.1040241870582364,4.970919009830341,layer2.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy
95.0,1.1003337168743628,5.351059920277476,layer2.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy
139.0,1.0437882125389262,8.922046661181819,layer2.3.relu,ResNet50,Scene Classification,Supervised,Taskonomy
176.0,1.1079971770883046,10.145772075267992,layer3.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy
208.0,1.087586121442688,12.017136362435798,layer3.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy
239.0,1.0645517037290122,14.250252163072131,layer3.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy
263.0,1.0473429059355137,16.159583449144627,layer3.3.relu,ResNet50,Scene Classification,Supervised,Taskonomy
285.0,1.0321639615642615,18.329615898593627,layer3.4.relu,ResNet50,Scene Classification,Supervised,Taskonomy
303.0,1.0185127034945862,20.558953759716186,layer3.5.relu,ResNet50,Scene Classification,Supervised,Taskonomy
307.0,1.1068796871417472,25.44533058703285,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy
257.0,1.1646861736900607,24.849829237613452,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy
181.0,1.1881229245299796,15.108055407314895,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy
13.0,1.2833870490260142,2.8259302859461433,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
11.0,1.3161763823249375,2.9445880935154425,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
7.0,1.4075260462928452,3.0772403482525394,layer1.2.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
2.0,1.6989727389427631,2.013285617004089,layer2.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
2.0,1.83086707921036,1.6056136408683712,layer2.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
2.0,1.918484278845882,1.7801686892231359,layer2.2.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
2.0,1.7794939634921627,2.119138838209147,layer2.3.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
2.0,1.7490384883272014,1.8877922579045587,layer3.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
2.0,1.8098021819854309,1.5594665217621617,layer3.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
2.0,1.8380686857702435,1.5641617059152366,layer3.2.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
2.0,1.8389041952809508,1.5964035084613821,layer3.3.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
1.0,1.8999551342325893,1.2929094556061038,layer3.4.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
1.0,1.8974354801047162,1.2241719553701997,layer3.5.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
1.0,2.2257322207653294,1.079763799890284,layer4.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
1.0,2.181334347463968,1.0134125746594498,layer4.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
1.0,2.257446033741441,1.0034818302670843,layer4.2.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
9.0,1.3627341258951076,2.9994739827733743,layer1.0.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
7.0,1.4264560846741179,2.935172285828792,layer1.1.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
11.0,1.3650293425164275,3.3941378592531297,layer1.2.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
4.0,1.6159852549388183,3.368338557674634,layer2.0.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
5.0,1.5772252088149386,3.433760891325066,layer2.1.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
5.0,1.5345569111504247,3.5863929719882037,layer2.2.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
10.0,1.4468683620143539,4.752993811414955,layer2.3.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
5.0,1.6859239449570425,3.482218174965446,layer3.0.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
4.0,1.6672033908866053,2.4683539535397867,layer3.1.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
4.0,1.633637232667138,2.2160998227276147,layer3.2.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
3.0,1.6173820258683123,2.0666937639990337,layer3.3.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
4.0,1.5896506911988444,2.560587564384558,layer3.4.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
5.0,1.5811236765889238,2.9516911346881174,layer3.5.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
8.0,2.070293003094645,4.751860542891023,layer4.0.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
1.0,1.9646911020158802,1.3339026105780052,layer4.1.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
1.0,1.9782585648091704,1.0483581415653034,layer4.2.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
