layer,score,score_error,model,effective_dimensionality_dataset,effective_dimensionality_imagenet,region
encode_8,0.5121490244613838,0.004163388731180168,resnet18-simclr,23.81049288284383,219.40756765826475,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_9,0.4783833802507118,0.004130828736415508,resnet18-simclr,29.168857847668853,239.6122762606354,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer1.0.relu,0.4019926731867121,0.004312286345985496,resnet18-deepcluster,47.87888254343831,441.1618858801296,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer1.1.relu,0.4439021236097835,0.004477897201856093,resnet18-deepcluster,40.45401491151681,543.5727155926094,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer2.0.relu,0.4401995654065811,0.004371404032788679,resnet18-deepcluster,28.360914147795754,441.0188221812854,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer2.1.relu,0.453957369424142,0.004351970729862216,resnet18-deepcluster,16.398671842003036,479.7574142711316,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer3.0.relu,0.4619143814131048,0.00440602894409816,resnet18-deepcluster,20.289877421548358,244.37194707028445,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer3.1.relu,0.4617212220849432,0.004286672284988918,resnet18-deepcluster,4.998870683933211,95.9114113773518,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer4.0.relu,0.483886125547938,0.0043096742589116685,resnet18-deepcluster,2.6698309235594664,44.15163714109454,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer4.1.relu,0.4546034837402979,0.004114917769800642,resnet18-deepcluster,38.13368232605881,507.2620781250756,EVC+OPA+PPA+LOC+PFS+OFA+FFA
maxpool,0.3429350956798297,0.004263802528536629,resnet18-deepcluster,16.56394250086076,59.749077328200485,EVC+OPA+PPA+LOC+PFS+OFA+FFA
relu,0.3974329180295334,0.0042491850538667435,resnet18-deepcluster,28.707598735287775,398.40280927087275,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer1.0.relu,0.3731124882845817,0.004420511575022693,resnet18-cmc,19.236866744633407,301.8381857339462,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer1.1.relu,0.41648184690488843,0.004346072091380563,resnet18-cmc,16.676846185517142,530.9538043697993,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer2.0.relu,0.42515372490492087,0.0044296157953010494,resnet18-cmc,17.531792428858978,347.6800178206929,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer2.1.relu,0.46093791434181713,0.004308219275820424,resnet18-cmc,22.343408743471603,508.97528523727794,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer3.0.relu,0.4568642785300729,0.004350886847725234,resnet18-cmc,25.5936819507261,302.09893994736143,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer3.1.relu,0.4537456036219274,0.004261272441748991,resnet18-cmc,10.805393450747001,227.60181445936985,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer4.0.relu,0.4853271534882536,0.004212035686993679,resnet18-cmc,6.996395328744331,113.41927096104116,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer4.1.relu,0.48831802936690577,0.004273449289315754,resnet18-cmc,33.156591597273305,182.07863536414104,EVC+OPA+PPA+LOC+PFS+OFA+FFA
maxpool,0.3418575646405209,0.004150542290803171,resnet18-cmc,15.110128640126662,45.05246971559927,EVC+OPA+PPA+LOC+PFS+OFA+FFA
relu,0.2690965898679208,0.004353692359896273,resnet18-cmc,7.514854600589629,38.041532440081326,EVC+OPA+PPA+LOC+PFS+OFA+FFA
