accuracy (top 1),accuracy (top 5),MRR,n_train,i_repeat,layer,architecture,task,kind,source
0.1464,0.4132,0.2818033340832564,5,6,features.1,AlexNet,Object Classification,Supervised,PyTorch
0.176,0.4768,0.32239249878821596,20,6,features.1,AlexNet,Object Classification,Supervised,PyTorch
0.19,0.4904,0.3364703778433649,50,6,features.1,AlexNet,Object Classification,Supervised,PyTorch
0.088,0.2632,0.19004429709582987,1,7,features.1,AlexNet,Object Classification,Supervised,PyTorch
0.1272,0.4028,0.26232122980726147,5,7,features.1,AlexNet,Object Classification,Supervised,PyTorch
0.1672,0.4672,0.31424139720009514,20,7,features.1,AlexNet,Object Classification,Supervised,PyTorch
0.18,0.4808,0.329945109898635,50,7,features.1,AlexNet,Object Classification,Supervised,PyTorch
0.0912,0.268,0.19544032501947914,1,8,features.1,AlexNet,Object Classification,Supervised,PyTorch
0.146,0.3852,0.2744837188187326,5,8,features.1,AlexNet,Object Classification,Supervised,PyTorch
0.1764,0.4824,0.32431320544494796,20,8,features.1,AlexNet,Object Classification,Supervised,PyTorch
0.1824,0.492,0.33085062113376523,50,8,features.1,AlexNet,Object Classification,Supervised,PyTorch
0.0836,0.2704,0.1919723679130192,1,9,features.1,AlexNet,Object Classification,Supervised,PyTorch
0.1444,0.4112,0.2830021770848909,5,9,features.1,AlexNet,Object Classification,Supervised,PyTorch
0.1764,0.4716,0.31941067379206944,20,9,features.1,AlexNet,Object Classification,Supervised,PyTorch
0.1924,0.494,0.3398749978017556,50,9,features.1,AlexNet,Object Classification,Supervised,PyTorch
0.1252,0.3616,0.24979204632485708,1,0,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.23,0.5296,0.37854519020102956,5,0,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.3008,0.6376,0.45679540879788366,20,0,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.3364,0.668,0.48878650643427,50,0,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.1208,0.3336,0.23903686406396846,1,1,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.2348,0.554,0.38591645865577845,5,1,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.3192,0.6512,0.47283509099153437,20,1,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.3448,0.6876,0.49731884017121736,50,1,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.1284,0.3368,0.24283734693408487,1,2,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.2328,0.5332,0.3756715234049235,5,2,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.3084,0.6388,0.4605566129617444,20,2,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.3452,0.6836,0.49566351197299974,50,2,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.1088,0.318,0.22537106652753783,1,3,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.2268,0.5452,0.37741431960424104,5,3,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.3216,0.664,0.4785419072637462,20,3,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.3464,0.6972,0.5027027116347862,50,3,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.1376,0.3688,0.2615685381584325,1,4,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.2272,0.5384,0.37713429497218065,5,4,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.3024,0.644,0.4577642042151033,20,4,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.3276,0.678,0.4849316441707661,50,4,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.1208,0.3496,0.24145525678944604,1,5,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.234,0.562,0.38846654012006676,5,5,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.3132,0.6444,0.464843142288954,20,5,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.3272,0.6756,0.48547045118486604,50,5,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.11,0.3056,0.22011701833466468,1,6,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.232,0.5452,0.38468703311875224,5,6,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.3084,0.6608,0.4667493733750276,20,6,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.338,0.6772,0.48898090455181725,50,6,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.1336,0.3568,0.254977446468124,1,7,features.4,AlexNet,Object Classification,Supervised,PyTorch
