accuracy (top 1),accuracy (top 5),MRR,log likelihood,n_train,i_repeat,layer,architecture,task,kind,source
0.0308,0.1308,0.11011604425581435,-5.68566667847307,5,2,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0352,0.148,0.11811194167457838,-4.352467618030596,20,2,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0392,0.1616,0.12677851409810187,-3.977115439473021,50,2,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0244,0.122,0.10158874188492281,-20.7094827594898,1,3,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0268,0.1316,0.10610611537243449,-5.1478913436978795,5,3,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0376,0.1504,0.12140827068085368,-4.345068442443903,20,3,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0316,0.1564,0.12103836704020882,-3.918871544024252,50,3,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0248,0.1112,0.09759659608274024,-27.275959129084345,1,4,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0268,0.1264,0.10616111370311801,-5.778636511498387,5,4,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0284,0.1508,0.1151544361957574,-4.290135282698361,20,4,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0364,0.15,0.12256180395361116,-3.9888463369894365,50,4,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0256,0.1148,0.1005325715358946,-20.471003654127312,1,5,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0316,0.1228,0.10862869555171205,-6.718926400773707,5,5,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0352,0.1484,0.11892234636073501,-4.340072315211536,20,5,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.034,0.1572,0.1227260306626044,-3.985070697295982,50,5,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0272,0.1208,0.1012983583342418,-28.334637732339708,1,6,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.028,0.1272,0.1054014980105434,-6.2933958821166,5,6,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0288,0.138,0.11006892975869137,-4.264273156027446,20,6,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0388,0.156,0.1234413050951866,-3.962685119575969,50,6,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0252,0.1084,0.10032866605671976,-24.480193214933365,1,7,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0348,0.1452,0.11716342562141766,-5.915781446393274,5,7,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.038,0.1576,0.12340287177772669,-4.196622163436041,20,7,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0384,0.176,0.12999486779603345,-3.949309549293427,50,7,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.03,0.1252,0.10535307543042134,-26.38024778498184,1,8,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0276,0.1284,0.10603942974182651,-5.013077248078664,5,8,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0356,0.1508,0.11970399100122366,-4.415874621847566,20,8,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0412,0.1572,0.12765434463256825,-3.9490628955651688,50,8,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0228,0.1136,0.09508320458317104,-24.926359451020083,1,9,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.028,0.124,0.10466819187729769,-5.455729654543736,5,9,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.032,0.1412,0.11527701015095533,-4.29554587357614,20,9,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0352,0.1616,0.12321450817041914,-3.9831597341841785,50,9,layer4.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0296,0.136,0.10870784687610204,-18.788166974712198,1,0,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0332,0.1424,0.11480491295282036,-4.755266915315685,5,0,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0328,0.148,0.11726246682014894,-4.1803383339437525,20,0,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.036,0.1524,0.12217389456398016,-3.9276891610688645,50,0,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0204,0.1152,0.0985213400237667,-20.68266704131407,1,1,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0268,0.1268,0.10630177797307269,-5.259970657991086,5,1,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0348,0.1332,0.11510335358770263,-4.08938761356029,20,1,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0368,0.15,0.12285724783785977,-3.928122436154063,50,1,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0228,0.1112,0.09634771642656953,-22.186728306551988,1,2,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0348,0.1324,0.11223670433720025,-5.166645505290504,5,2,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0344,0.1476,0.11882975124944037,-4.124777499027067,20,2,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.034,0.1604,0.12125946352871454,-3.9582851408052653,50,2,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.022,0.1088,0.09647016373472934,-17.770658671093084,1,3,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0264,0.1308,0.105521613937116,-4.746155794800811,5,3,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0392,0.1452,0.11943750647374206,-4.24518956157412,20,3,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0424,0.16,0.12829340558428576,-3.971634128660956,50,3,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0236,0.1072,0.09659402195002176,-21.21462387775289,1,4,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.03,0.1092,0.10236426652163017,-5.514513411933725,5,4,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.03,0.1396,0.11159699714740266,-4.184232710633515,20,4,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0352,0.154,0.12062279679710616,-3.986161612352189,50,4,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0288,0.116,0.10162767110304065,-22.348187536290492,1,5,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.032,0.13,0.10958692573302171,-5.8992751806138175,5,5,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.028,0.1404,0.11267297885696537,-4.185590327173221,20,5,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.03,0.1476,0.11572937609426553,-3.9625025408147967,50,5,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0252,0.11,0.09845184232605901,-22.141613940223717,1,6,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.022,0.1196,0.10066421244406955,-5.527613965482878,5,6,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0212,0.1432,0.10723818461512571,-4.057072488651608,20,6,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0396,0.156,0.12377279895349998,-3.910835432999962,50,6,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0216,0.1168,0.09838469474156125,-18.93607354254171,1,7,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.022,0.1264,0.10147857796766128,-5.514845639083893,5,7,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0364,0.1488,0.11974809509880281,-4.037475023505886,20,7,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0296,0.15,0.11719038246030108,-3.9585066172685615,50,7,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.024,0.1112,0.0980634442044593,-21.99369681942304,1,8,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0272,0.1212,0.10463026219286022,-5.875570546439235,5,8,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0292,0.1328,0.10897647937571792,-4.157498321286842,20,8,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0372,0.1556,0.12199572816015988,-3.9847984383189266,50,8,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0196,0.118,0.09425385076992207,-20.301866745759597,1,9,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.018,0.124,0.09795026126076518,-5.062802861946679,5,9,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0344,0.1444,0.11651892844253622,-4.108716980778772,20,9,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0392,0.1552,0.12446264616848693,-3.8807047130913066,50,9,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0312,0.1224,0.10506689967038285,-13.28706459769986,1,0,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.032,0.1524,0.11547010444932503,-4.513325176729991,5,0,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0284,0.1376,0.11014223989563636,-4.20409745933431,20,0,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0392,0.1476,0.12130685077904853,-3.9476890376684097,50,0,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0236,0.1172,0.09877538260392164,-12.850159979715128,1,1,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.024,0.1216,0.10320986191006266,-4.985265710117038,5,1,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0344,0.1396,0.11579784830075684,-4.105153197682249,20,1,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0372,0.1504,0.12219320147972969,-3.95835596331261,50,1,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0256,0.1196,0.0987430938061197,-12.519055854216022,1,2,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.028,0.1216,0.10289320437013964,-5.160088180477891,5,2,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0324,0.1312,0.11206684344263013,-4.10306837779096,20,2,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.034,0.16,0.12290056853534093,-3.9359895552768016,50,2,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0216,0.1088,0.09443812765989598,-15.332363469902543,1,3,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0248,0.1232,0.10279853831792023,-5.225850413758735,5,3,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0288,0.1316,0.10970759133407594,-4.107107658012751,20,3,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0392,0.1516,0.12101990578155267,-3.9340734993521096,50,3,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0216,0.1112,0.09538621027585792,-15.714122608172405,1,4,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0296,0.1192,0.10362330881994736,-4.828217493273791,5,4,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0324,0.1284,0.11084188151606626,-4.130948011540338,20,4,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0344,0.1476,0.11882339384297737,-3.9170095280275126,50,4,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0224,0.1056,0.09458939972343265,-15.813577191765027,1,5,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.03,0.1304,0.1092997282919943,-4.810878179051714,5,5,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0248,0.1404,0.10957488290131057,-4.063331400382224,20,5,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0308,0.154,0.11914131503173984,-3.920077817192956,50,5,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0216,0.0992,0.09272508535129016,-16.57343421314304,1,6,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0268,0.1216,0.10383512259495824,-4.807476340040534,5,6,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0316,0.1388,0.11307163912172401,-4.0447424185881085,20,6,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0268,0.1488,0.11537847495316164,-3.9255450573323563,50,6,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0264,0.1252,0.10384647870932863,-12.416282565128386,1,7,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0248,0.1224,0.10181806785013417,-4.862914563244772,5,7,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0332,0.1468,0.1163323112472878,-4.038365516104717,20,7,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0364,0.1424,0.11848835001769165,-3.936125026172003,50,7,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0216,0.1104,0.09514930217332535,-18.438578758881018,1,8,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0288,0.1236,0.10368398347779013,-5.556833083605884,5,8,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0228,0.1248,0.1038220805001887,-4.157765486067761,20,8,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0308,0.136,0.11342227897242944,-3.9488380583352454,50,8,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.02,0.1068,0.09258766795969267,-13.607216954387741,1,9,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0272,0.1264,0.10454343232846308,-4.556025055463967,5,9,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.03,0.1296,0.10725481052966603,-4.118638010861666,20,9,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0336,0.1528,0.11887573677045521,-3.924341943056429,50,9,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
0.0488,0.1932,0.14319756294778663,-4.420079832985408,1,0,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0596,0.2384,0.16829412403032531,-5.766208401001606,5,0,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.058,0.2688,0.17837450591619677,-7.875354667421001,20,0,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0608,0.3368,0.20799020630773207,-5.490072928716739,50,0,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0532,0.192,0.14560315962452888,-4.533944105978034,1,1,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0596,0.2368,0.16748075333451184,-5.568669760232685,5,1,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0624,0.2856,0.1853470794842493,-10.36549258336253,20,1,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0672,0.3036,0.19819523974053194,-6.134863702217181,50,1,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.05,0.1796,0.1378423622642174,-4.6831875560862555,1,2,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0556,0.246,0.1653292211742568,-5.835869213431004,5,2,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0716,0.3068,0.19888386191811314,-11.122288047666787,20,2,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0684,0.3428,0.20993824882768172,-5.699264137617598,50,2,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0468,0.1684,0.13220155793276894,-4.588998667088008,1,3,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0636,0.2316,0.16755964552828,-5.705957408068857,5,3,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0644,0.2832,0.18660666015273145,-10.144664901933332,20,3,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.054,0.3036,0.1913266796326508,-4.935777357733613,50,3,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0384,0.1632,0.12499260509949515,-4.747234026906646,1,4,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.062,0.2392,0.16985233455991064,-5.914074139528423,5,4,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0632,0.2736,0.18273678594368364,-10.296588715802951,20,4,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0432,0.2944,0.17998658553594224,-6.637160197257972,50,4,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0384,0.1724,0.1283768099946907,-4.6916176831280145,1,5,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0588,0.236,0.16628405310033523,-5.728683768508336,5,5,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0628,0.2936,0.1887464645583059,-11.268029140497438,20,5,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0548,0.3144,0.19242270837033862,-5.836586497839999,50,5,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0492,0.1768,0.13729001612045136,-4.685818992010201,1,6,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0616,0.2312,0.1668469765352229,-5.9087315488457275,5,6,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0664,0.2864,0.19166972093580387,-9.364282963272442,20,6,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0604,0.3324,0.19989018761313768,-6.364235392225515,50,6,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0472,0.172,0.1328334532819311,-4.61332362122465,1,7,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0572,0.236,0.16520474032801305,-9.942148217261915,5,7,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0536,0.2612,0.1736712455422337,-7.705058781921246,20,7,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0624,0.318,0.2015263137195688,-5.650236025437113,50,7,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0492,0.17,0.13560934162471777,-4.632068570954937,1,8,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.056,0.2256,0.16027939253351386,-5.727030737020435,5,8,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.062,0.264,0.17980425662483746,-10.699753921989247,20,8,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0496,0.3092,0.1888049122971826,-6.0613862103152165,50,8,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.028,0.1524,0.11632660428650618,-4.651536230906532,1,9,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.06,0.2292,0.16437031759598839,-5.707666065945655,5,9,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.056,0.2832,0.18341858230354446,-13.508560022817584,20,9,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0552,0.306,0.19219396033599728,-5.8965376881607385,50,9,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0512,0.2024,0.14781731724665587,-4.474720535703069,1,0,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0652,0.2628,0.17890692807780798,-5.832378916462432,5,0,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0732,0.2776,0.19249560446586372,-10.144230320230097,20,0,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0708,0.338,0.2134462149507234,-6.350135014856082,50,0,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.06,0.184,0.14940289892531697,-4.647120094131553,1,1,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.062,0.2424,0.16996040283041364,-5.689108769924831,5,1,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0712,0.2904,0.1967753629020591,-11.794666825007171,20,1,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.068,0.3436,0.21298956736984898,-5.344419939435237,50,1,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0464,0.1632,0.13180097986830464,-4.784274699244435,1,2,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0644,0.2408,0.17207966829881227,-6.727149487262665,5,2,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0672,0.3048,0.19611497148636337,-12.942014344792467,20,2,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0576,0.3384,0.20243625946674634,-5.957638645397067,50,2,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.044,0.1704,0.13231753508150879,-4.6514140739787555,1,3,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.066,0.246,0.17322967115943713,-5.768937293025609,5,3,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0604,0.2856,0.18663994314539958,-10.643704099681246,20,3,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.066,0.3412,0.20872550147113392,-5.319263441760147,50,3,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.036,0.1556,0.12245157101614895,-4.886821104825029,1,4,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0628,0.2308,0.1652146135645077,-6.923143140008721,5,4,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0692,0.284,0.18914869980850085,-9.439826665898616,20,4,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0564,0.334,0.1988903587242059,-4.623199824811231,50,4,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0412,0.1764,0.13099150026598996,-4.772143605955081,1,5,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0616,0.2504,0.17375048656621642,-6.042522671965696,5,5,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0688,0.2888,0.19386372696923038,-11.902164902865742,20,5,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.06,0.3364,0.20258520739277228,-4.751723557677366,50,5,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0452,0.1696,0.1347684030007591,-4.781649041615036,1,6,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0632,0.2464,0.17298643303244104,-6.063326450513326,5,6,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0828,0.308,0.20690754551422894,-10.903918298253748,20,6,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0572,0.3248,0.19907056953975605,-5.8268324296797225,50,6,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0516,0.1764,0.13898662358936295,-4.697729605093259,1,7,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0628,0.236,0.16977378246653876,-9.653322941191101,5,7,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0596,0.2944,0.18828805412432534,-9.40058986909166,20,7,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0636,0.3356,0.20804317097527983,-5.159601344194,50,7,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0476,0.1668,0.13301090748971128,-4.760092964916388,1,8,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.06,0.2368,0.16406872248250426,-6.2064429131336185,5,8,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0584,0.2656,0.17634345763806206,-9.579041563960022,20,8,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0508,0.302,0.18432083048088063,-5.847646042354195,50,8,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0288,0.142,0.11347574322741072,-4.76422539457485,1,9,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0608,0.24,0.16823088914726256,-5.978661673236307,5,9,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0632,0.2808,0.1858321030469285,-11.906400002166256,20,9,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0532,0.3196,0.19574208383327904,-5.963671647004648,50,9,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0564,0.2012,0.1498548317220899,-4.489520257221295,1,0,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0632,0.2508,0.17421715134260174,-5.76227786916256,5,0,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0664,0.2976,0.19129699410054266,-9.816067684550939,20,0,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0616,0.3168,0.19942525062728864,-6.110773380875675,50,0,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0596,0.1808,0.1454230214555276,-4.749345819808372,1,1,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.058,0.24,0.16643941417666622,-5.78081382586439,5,1,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0732,0.2892,0.19334088248673725,-10.252965511158665,20,1,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0592,0.3192,0.19662800158229943,-6.183924155259744,50,1,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0504,0.1804,0.13840481869062377,-4.768783036935259,1,2,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0604,0.2408,0.1701642494493949,-5.893178683617639,5,2,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
