accuracy (top 1),accuracy (top 5),MRR,log likelihood,n_train,i_repeat,layer,architecture,task,kind,source
0.0436,0.2356,0.15634547581075672,-10.24578994453339,20,8,layer4.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0316,0.2444,0.15377607718113548,-6.726077329782961,50,8,layer4.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0288,0.1296,0.10729284048641796,-5.2418419588327225,1,9,layer4.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.05,0.192,0.1456845320470638,-5.470833352023524,5,9,layer4.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0536,0.2476,0.16752471692333673,-8.976302871184776,20,9,layer4.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.0424,0.266,0.1684610499227665,-8.008524579030782,50,9,layer4.2.relu,ResNet50,Fixated Pose Estimation,Supervised,Taskonomy
0.044,0.1716,0.1319889980650193,-5.1639244111648015,1,0,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0692,0.2476,0.17601562557407766,-7.9257839447007035,5,0,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0648,0.2748,0.1837976734725333,-10.95318879933769,20,0,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0736,0.3492,0.21650966966915294,-4.572287518239284,50,0,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.052,0.1896,0.14349007175453554,-5.180362540509923,1,1,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0648,0.2416,0.17037450351329222,-7.860105533278766,5,1,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0624,0.254,0.17642752573587775,-8.290064185268383,20,1,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0724,0.3408,0.21165187141596267,-4.260338160572883,50,1,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0552,0.176,0.14124673001786364,-5.394273977636944,1,2,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0568,0.2392,0.1644430057987641,-7.266928708753058,5,2,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0668,0.2736,0.18715496164507386,-11.549980018578763,20,2,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.06,0.3148,0.19651759406341152,-4.899385866340592,50,2,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0448,0.168,0.13121985145015597,-5.220496984905927,1,3,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0588,0.2296,0.16478227582700675,-8.107737841102495,5,3,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0632,0.2788,0.1844046934709154,-12.89046562032183,20,3,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.06,0.3452,0.2065575483528324,-3.967066796931077,50,3,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0436,0.1772,0.13114612242677914,-5.386524817763474,1,4,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0624,0.2304,0.16570146612644193,-7.588788212414493,5,4,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0604,0.2788,0.182923465778741,-13.754120553944738,20,4,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0628,0.3412,0.2067212107992632,-4.776429276455571,50,4,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.042,0.1688,0.12846650898747083,-5.45063255475947,1,5,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0592,0.2164,0.1615642297100087,-7.598183441957333,5,5,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.052,0.2672,0.17306112344470143,-11.640058373091417,20,5,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0624,0.3352,0.20431668140561035,-4.249755632652946,50,5,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.044,0.174,0.13261259172432002,-5.529254311366529,1,6,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0528,0.23,0.1590603027510926,-7.796782337499264,5,6,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.07,0.286,0.1905259274215045,-10.899452973011366,20,6,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0652,0.3312,0.205964087386842,-4.87400520804347,50,6,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0436,0.162,0.12952966541556787,-5.2811163583580685,1,7,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0596,0.238,0.1678786332950052,-11.531665615938365,5,7,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0572,0.2792,0.18173118069189645,-12.684460639705573,20,7,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0688,0.3524,0.21761904173002167,-5.549932451067967,50,7,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0536,0.1756,0.13912962881857224,-5.303561268908364,1,8,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.056,0.218,0.1576981764919214,-7.670217612914271,5,8,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.056,0.2692,0.1774576080017075,-11.520741302890992,20,8,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0616,0.3208,0.19743465965620177,-5.836029207277908,50,8,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.036,0.154,0.12099604014071864,-5.327822430049118,1,9,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0616,0.2376,0.16723648708225688,-7.481278313897931,5,9,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0556,0.2684,0.1785128234145612,-11.174241635407046,20,9,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0676,0.3188,0.2030213715587324,-5.3470644827639395,50,9,layer1.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0396,0.1636,0.12744465472255512,-5.25030040905514,1,0,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0528,0.2348,0.16244734664361624,-8.540543637227753,5,0,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0556,0.2632,0.1771641037634134,-14.229293632357507,20,0,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0564,0.3028,0.19258668904933024,-5.078478484839123,50,0,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0468,0.1732,0.1366088545563125,-5.259471825451278,1,1,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0544,0.2396,0.16404116558484835,-7.86988075798285,5,1,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.066,0.2544,0.1788913767912661,-11.621446432935018,20,1,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0632,0.2944,0.19231660504551276,-5.212115588657813,50,1,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0492,0.1752,0.13490173513162335,-5.491958562161251,1,2,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0568,0.222,0.16048371841288614,-8.67947552177237,5,2,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.056,0.2564,0.17648824629821824,-15.660196996760892,20,2,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0532,0.3076,0.18770879696707612,-5.712340107343732,50,2,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0404,0.168,0.12783370111412112,-5.203602806933854,1,3,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0644,0.2348,0.1687992796468275,-8.75956352494385,5,3,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0592,0.2592,0.1740680777534142,-14.190155058438819,20,3,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0672,0.3136,0.19995828187130393,-5.2610315677458095,50,3,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0484,0.1708,0.13261842730162493,-5.431180165949816,1,4,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.052,0.218,0.1546374090134531,-9.689384235827134,5,4,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0552,0.2588,0.17053763571711206,-11.879998787589038,20,4,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0596,0.33,0.20193619823759212,-5.0286959685367965,50,4,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0408,0.1672,0.1269404109696372,-5.530365837870538,1,5,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0548,0.2208,0.1570649430138754,-7.432892742499661,5,5,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0516,0.258,0.17091131341278645,-14.473614025990688,20,5,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0564,0.2956,0.18720394529799006,-5.05108108700137,50,5,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0388,0.1688,0.12995423883950674,-5.570102112105193,1,6,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0524,0.2256,0.1571527973210341,-8.994021792603759,5,6,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0608,0.2688,0.17788205625632028,-10.382640945091834,20,6,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0612,0.3244,0.1986282391987051,-5.341665826698445,50,6,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0408,0.1492,0.12365931356019084,-5.2566691323851575,1,7,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.064,0.224,0.1644026331605488,-11.795093621145412,5,7,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0636,0.2824,0.18504362728269655,-9.137177780286484,20,7,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0728,0.3292,0.21160564319918976,-4.924627309517762,50,7,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0476,0.1636,0.13127569462968416,-5.373196819854201,1,8,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0532,0.2076,0.1527075959119008,-8.654971925999739,5,8,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.052,0.2516,0.16819693191011048,-12.578280717831385,20,8,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0492,0.3044,0.18645601179789287,-5.097969046435581,50,8,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0364,0.1516,0.11942039098462419,-5.376907675400917,1,9,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0564,0.2292,0.1588117881452968,-9.142041132746437,5,9,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0564,0.2672,0.178508862000912,-12.210381871417335,20,9,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0544,0.3228,0.19577260798892557,-4.80323634413543,50,9,layer1.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.038,0.1496,0.12230329403539345,-4.982328108879311,1,0,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0612,0.228,0.1642949683869343,-6.8914938925197395,5,0,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0624,0.2604,0.1798197034296805,-14.083801277815986,20,0,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0496,0.2972,0.1854611135175699,-6.539658043753569,50,0,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0508,0.1752,0.1373716223147091,-5.035955696865445,1,1,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0488,0.2108,0.15222406927920865,-7.690435460175731,5,1,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0588,0.2492,0.17195348908207317,-13.891058047164366,20,1,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0568,0.3016,0.1896644384405209,-4.811213441747195,50,1,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0404,0.1648,0.12503136358043754,-5.225653976243051,1,2,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0448,0.2164,0.15028865930485844,-7.4237807188878095,5,2,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.064,0.2736,0.18495720103946603,-13.731904312181024,20,2,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.052,0.296,0.18362378211759897,-5.602753954711951,50,2,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0352,0.1656,0.12395674969634908,-4.986427642772821,1,3,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0408,0.21,0.14575089766102137,-7.211473989217481,5,3,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0504,0.2576,0.1681848629865805,-16.226479086358413,20,3,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0532,0.3012,0.18648140992532844,-5.91810725873827,50,3,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0392,0.1604,0.12776020161167997,-5.104906430051432,1,4,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0612,0.226,0.16230735489153564,-7.417781706052982,5,4,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0652,0.2712,0.18166380739532975,-14.818554881688982,20,4,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0604,0.2876,0.1851738449274629,-5.773174678063509,50,4,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0348,0.16,0.12130656752223756,-5.183391687225981,1,5,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0524,0.2208,0.15736910424565745,-7.137274676184058,5,5,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0528,0.2736,0.17580397376494603,-17.405016112261094,20,5,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0584,0.2904,0.18882768974447,-5.582124378244777,50,5,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0452,0.17,0.13292990309426334,-5.240219031398981,1,6,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.042,0.2068,0.14637137564851105,-7.807835503950281,5,6,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0532,0.2496,0.1681517749584603,-10.054481099337638,20,6,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0584,0.3108,0.19189021727250213,-4.645741874529294,50,6,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0384,0.1612,0.12319676598599738,-5.009135529804475,1,7,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0644,0.234,0.16530425697786866,-11.01347798816682,5,7,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0544,0.2728,0.17643854867443862,-13.753382293902455,20,7,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.058,0.3268,0.1962901912874601,-5.535704106860033,50,7,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0484,0.1568,0.12926087532846647,-5.099839421070333,1,8,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0548,0.2016,0.15285458130883356,-7.711199311018952,5,8,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0464,0.2228,0.15563466560201203,-10.573102173318693,20,8,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.048,0.2804,0.17482196703717584,-5.912281634443282,50,8,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0312,0.1356,0.11076707597556835,-5.045714130706366,1,9,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.056,0.2264,0.1594400139503009,-7.115290768281216,5,9,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0476,0.2536,0.1649778117144166,-10.475996227378468,20,9,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0588,0.3064,0.19034948562453077,-6.066942849094747,50,9,layer1.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0384,0.1632,0.12436740079730942,-4.965345062762163,1,0,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0564,0.2072,0.1544380529641379,-6.35285317957738,5,0,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0564,0.254,0.17051852739227466,-10.064694519578227,20,0,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.048,0.3056,0.1832280404640993,-5.568790964693682,50,0,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0468,0.1556,0.1279147897283006,-4.985932082182187,1,1,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0484,0.2024,0.14641760116174454,-6.659275826040738,5,1,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0484,0.2496,0.16618233307002447,-8.494043609853923,20,1,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0476,0.274,0.17410523824357343,-6.247385329293994,50,1,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0428,0.1528,0.12387857941139839,-5.154413938430891,1,2,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0564,0.2108,0.15517255987161582,-6.447504541070046,5,2,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0488,0.2476,0.16543615620045274,-9.872030276226011,20,2,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0428,0.2836,0.17625632035813044,-5.387061702919964,50,2,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0384,0.1572,0.12345520269873321,-4.897222927790236,1,3,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.048,0.1968,0.14579394071355614,-5.928251564920154,5,3,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0568,0.2404,0.16775915178361805,-10.548871240640562,20,3,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0544,0.2884,0.18522709948966087,-6.534259683036298,50,3,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0328,0.1476,0.11700400667786166,-5.031152337903274,1,4,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0452,0.194,0.14225053964109655,-7.151788855571298,5,4,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0588,0.2372,0.16853688861050456,-12.651261465574239,20,4,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.056,0.292,0.18472321843285774,-5.778205424638725,50,4,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0336,0.1492,0.11672850913876448,-5.142488546496965,1,5,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0432,0.2016,0.14305192526630642,-6.60720717496196,5,5,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0484,0.2468,0.16074753161590233,-11.792719343509429,20,5,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.042,0.2844,0.17492724426300246,-6.64162465061939,50,5,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.038,0.1572,0.1230048744868671,-5.202113088446781,1,6,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0432,0.2016,0.14186336187558543,-6.948397585288557,5,6,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0476,0.24,0.15931629213689633,-9.63362944725149,20,6,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0448,0.2876,0.17754395949855262,-5.2251052383903955,50,6,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0364,0.138,0.11482976971220905,-4.952754150828605,1,7,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0548,0.2168,0.15409797299089922,-10.990978703223181,5,7,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0568,0.2604,0.1727137054277135,-12.391135292632937,20,7,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0572,0.296,0.1888004082845084,-7.029690101608532,50,7,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0428,0.1624,0.12602977755718098,-4.989608792516247,1,8,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.044,0.1844,0.13871140053112532,-6.671322929507816,5,8,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0488,0.2252,0.1573704787977514,-9.625435853687774,20,8,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0448,0.276,0.17309079909487174,-7.079155529636663,50,8,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0292,0.1244,0.10562299883918144,-4.978830937081373,1,9,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0504,0.2,0.14701214528039536,-6.396390402420332,5,9,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0512,0.2424,0.16411982617935852,-11.490300298719001,20,9,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0408,0.2896,0.17610141972411367,-6.177451335137434,50,9,layer2.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.034,0.174,0.12237313570940908,-5.099048615026734,1,0,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.05,0.2112,0.15147775045891745,-6.363115351429598,5,0,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.06,0.2456,0.17141523502970063,-12.302905830635803,20,0,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.052,0.2776,0.17983948073706352,-5.29173534252167,50,0,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0436,0.152,0.12541627042933265,-5.141117955176302,1,1,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0444,0.204,0.14410735775854355,-7.177801161067604,5,1,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.052,0.2372,0.16233487355456597,-10.00812419253728,20,1,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.05,0.278,0.17942343291284352,-6.3421278910390555,50,1,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0468,0.1492,0.1256072868693588,-5.309725343649314,1,2,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0572,0.2088,0.15207049863670857,-6.410343611466295,5,2,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0568,0.248,0.17096919073035569,-16.10886217309946,20,2,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.048,0.2856,0.1794527245628454,-5.09819656080467,50,2,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0408,0.1576,0.1265037056237247,-5.020407204411738,1,3,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0448,0.1932,0.14359031451302018,-6.368515178441429,5,3,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0532,0.242,0.16368313484794172,-11.94591651783522,20,3,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.042,0.2692,0.17042978442547416,-6.706819445222123,50,3,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0336,0.1504,0.11665272995652254,-5.207752725517527,1,4,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.042,0.1964,0.14144119070789304,-6.9679341369448045,5,4,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.056,0.2488,0.1679575035684586,-11.526741622768666,20,4,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0452,0.276,0.17445471015408964,-6.110566790967803,50,4,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0368,0.1444,0.11677543783655167,-5.277942457055072,1,5,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0516,0.2056,0.1498661292861072,-6.883741574162139,5,5,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0556,0.244,0.16904208971549323,-13.45288946076118,20,5,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0448,0.2872,0.1774634535756473,-6.578143618728367,50,5,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0344,0.1508,0.1191049229838862,-5.41817526130627,1,6,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0492,0.1912,0.14379215193913614,-6.704183843991341,5,6,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0532,0.2496,0.1648209629585922,-10.15254009386263,20,6,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0536,0.3016,0.1885404811093416,-6.705574169758045,50,6,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0364,0.1388,0.1169519412296151,-5.018139006188902,1,7,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0608,0.208,0.15538365831615927,-11.021135514891135,5,7,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.058,0.2564,0.17270752665321012,-10.439519729268252,20,7,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.05,0.298,0.18352723959110107,-6.126766431258204,50,7,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.042,0.1556,0.12302324115328259,-5.184453178220389,1,8,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0476,0.186,0.14019128783239537,-6.593787803604698,5,8,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.044,0.2212,0.15419784855414131,-13.285587577998816,20,8,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.044,0.2744,0.17313669339316612,-8.06055778075532,50,8,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
0.0296,0.1268,0.1064967233172359,-5.119763946872335,1,9,layer2.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy
