layer,score,score_error,model,effective_dimensionality_dataset,effective_dimensionality_imagenet,region
encode_6,0.36844715066062833,0.0026715319682620773,resnet18-rp,41.21430961500281,208.9320169334805,IT
encode_7,0.3971932880473065,0.003336603810621438,resnet18-rp,40.962646281546746,244.39873777644272,IT
encode_8,0.40326104151517583,0.002692037561060667,resnet18-rp,32.61988387532379,98.02895882962265,IT
encode_9,0.3974323920594789,0.0019149134314355846,resnet18-rp,29.226707217238822,85.33308128877756,IT
encode_1,0.21484169627014435,0.0048166263543125655,resnet18-depth,15.01380787761073,33.02832994154075,IT
encode_1.conv,0.09062545066219464,0.003796812179976428,resnet18-depth,11.084050658597759,26.462377947425992,IT
encode_2,0.24968128561517997,0.0030588025337429233,resnet18-depth,26.793859131177523,157.22201199997932,IT
encode_3,0.2538793551918529,0.004181820417700402,resnet18-depth,34.659658874754676,409.02978729155285,IT
encode_4,0.27510448832522894,0.003259250478519583,resnet18-depth,62.39208133632988,579.9050012060395,IT
encode_5,0.32935423327306224,0.004417863136260344,resnet18-depth,44.794442510942936,594.9087999947268,IT
encode_6,0.3601772517406736,0.004474518327107338,resnet18-depth,34.74995876663731,419.03877943324864,IT
encode_7,0.3569719114317643,0.0035148573577810345,resnet18-depth,30.608836050619214,467.2771034302559,IT
encode_8,0.27363473774644304,0.003470461087700215,resnet18-depth,18.923394954345667,285.51753901854465,IT
encode_9,0.270280842926268,0.0031801144952250133,resnet18-depth,17.616716291928718,264.6338453119538,IT
encode_1,0.2110332082931533,0.0041976568070730465,resnet18-simclr,12.986020909460446,36.30014911301305,IT
encode_2,0.3006611368257199,0.0033586140985320495,resnet18-simclr,16.03150098956471,187.04613350623086,IT
encode_3,0.303737720239392,0.0035509991136818096,resnet18-simclr,23.70246436174258,455.95286137046094,IT
encode_4,0.3358071597063429,0.003824616028749607,resnet18-simclr,57.035097562661555,588.3455846039001,IT
encode_5,0.34564136134417045,0.003243593968556277,resnet18-simclr,52.90822197258064,598.8525468859698,IT
encode_6,0.4605303136474163,0.004015952946366228,resnet18-simclr,49.426859541813705,325.97167842208177,IT
encode_7,0.48575858196448224,0.0035134606930574447,resnet18-simclr,48.437854097682326,291.9641502224902,IT
encode_8,0.5355894344065264,0.003953114835934604,resnet18-simclr,50.19824643824808,219.40756765826475,IT
encode_9,0.5413108540470324,0.0027134157515061757,resnet18-simclr,39.41372045277228,239.6122762606354,IT
layer1.0.relu,0.2678878054771103,0.003607173530095098,resnet18-deepcluster,54.80568320942432,441.1618858801296,IT
layer1.1.relu,0.2750481368300373,0.003649580726526489,resnet18-deepcluster,56.51895377117659,543.5727155926094,IT
layer2.0.relu,0.3407525123547609,0.003778948254750544,resnet18-deepcluster,57.14142931854085,441.0188221812854,IT
layer2.1.relu,0.38246186868071874,0.0037048434526537927,resnet18-deepcluster,69.05359163500333,479.7574142711316,IT
layer3.0.relu,0.4690365329153028,0.002798666337813381,resnet18-deepcluster,49.30368008749045,244.37194707028445,IT
layer3.1.relu,0.4894134840163243,0.003441032712002353,resnet18-deepcluster,45.82069701387711,95.9114113773518,IT
layer4.0.relu,0.4962650950705205,0.00396888491260152,resnet18-deepcluster,45.56177488758675,44.15163714109454,IT
layer4.1.relu,0.4593928438985841,0.00345146498003384,resnet18-deepcluster,48.53772874043822,507.2620781250756,IT
maxpool,0.2312216730132834,0.003952640446171479,resnet18-deepcluster,11.511008598849376,59.749077328200485,IT
relu,0.20849802404864262,0.004743866472255049,resnet18-deepcluster,29.174646523556646,398.40280927087275,IT
layer1.0.relu,0.3019807804159766,0.0027304827035237555,resnet18-cmc,20.329039677391652,301.8381857339462,IT
layer1.1.relu,0.28631985274500765,0.0033281160463002283,resnet18-cmc,27.38412867168456,530.9538043697993,IT
layer2.0.relu,0.34174731661255875,0.0030696071314835504,resnet18-cmc,29.741611983013602,347.6800178206929,IT
layer2.1.relu,0.3673313898623991,0.00239052184402889,resnet18-cmc,44.12918991001373,508.97528523727794,IT
layer3.0.relu,0.4573364110533302,0.004168993205057243,resnet18-cmc,54.50487831597494,302.09893994736143,IT
layer3.1.relu,0.47339605177137345,0.004052825383384806,resnet18-cmc,49.06529228421726,227.60181445936985,IT
layer4.0.relu,0.46709579535052775,0.003976484896446953,resnet18-cmc,27.777883075362602,113.41927096104116,IT
layer4.1.relu,0.4567164200905337,0.0033265952438663636,resnet18-cmc,29.94933220209394,182.07863536414104,IT
maxpool,0.23910210363435688,0.004768025545729276,resnet18-cmc,14.796056781014276,45.05246971559927,IT
relu,0.1510801905898733,0.005709750408330654,resnet18-cmc,7.82658346549947,38.041532440081326,IT
encode_1,0.4527809579290946,0.006156014950022255,resnet18-supervised,18.064687399164562,89.97359217845607,V4
encode_1.conv,0.2719122535992609,0.006052829674808672,resnet18-supervised,10.904449143886053,100.2374844587045,V4
encode_2,0.47178434428668387,0.0052928328402340585,resnet18-supervised,24.531935002152895,276.181491240111,V4
encode_3,0.4224759606084889,0.0049406084705625125,resnet18-supervised,44.643707289236325,623.8813004925357,V4
encode_4,0.4718270654294051,0.006638514374928323,resnet18-supervised,51.701035956848,525.4846251732583,V4
encode_5,0.47128901241065535,0.007081975438549612,resnet18-supervised,75.85653414397834,676.2756978212252,V4
encode_6,0.4871646957766786,0.004989459562405387,resnet18-supervised,66.62226863073352,359.13919457947935,V4
encode_7,0.4551533229411541,0.006904960133269784,resnet18-supervised,59.454407384286576,439.2157757851501,V4
encode_8,0.3913937809989,0.005123217568866219,resnet18-supervised,60.12960674644942,427.5878502889277,V4
encode_9,0.29589706610810773,0.004830532101059159,resnet18-supervised,44.78600237621766,313.8762749108132,V4
encode_1,0.44026827357433806,0.005700351030091257,resnet18-la,15.629796407496077,57.01257891167812,V4
encode_1.conv,0.24121951910570533,0.0065180804448515435,resnet18-la,8.888408951335759,52.489866273237894,V4
encode_2,0.4702908060511279,0.005969643525605937,resnet18-la,16.242131137336656,216.9292577130078,V4
encode_3,0.43092096877141867,0.00504409637125513,resnet18-la,45.002326950180695,627.9908497171853,V4
encode_4,0.48641225793546605,0.004298660023573663,resnet18-la,48.755410326187096,454.6930603965079,V4
encode_5,0.49524703600780234,0.005268183915337517,resnet18-la,52.962814571194905,560.4546395422608,V4
encode_6,0.49744803413856975,0.005001674941328306,resnet18-la,43.07809806383003,241.50848101711287,V4
encode_7,0.4706075446429134,0.00533916053277256,resnet18-la,25.902364767907542,54.92261013825796,V4
encode_8,0.4588547744027247,0.005402026184367633,resnet18-la,8.275935838597222,16.04707199557393,V4
encode_9,0.4529286983670807,0.00524837413260868,resnet18-la,45.72388266620264,290.50594356437296,V4
encode_1,0.4489537910109097,0.005577425635483892,resnet18-ir,18.028111698528942,73.82007516352552,V4
encode_1.conv,0.2738545124661354,0.006193606230069069,resnet18-ir,11.057272742272232,103.61080027603973,V4
encode_2,0.4599587167626989,0.005052427513299358,resnet18-ir,26.06061317992372,268.551229517882,V4
encode_3,0.43428580637290126,0.005480698601348077,resnet18-ir,38.601394230233645,596.3459503478392,V4
encode_4,0.46776501420925276,0.00476513832183508,resnet18-ir,40.66415354938452,404.5137761286565,V4
encode_5,0.4769800415781825,0.005320033783235554,resnet18-ir,56.181544830847756,558.6391546108658,V4
encode_6,0.48796434597900235,0.005035623797277757,resnet18-ir,42.56790138926355,255.18624267231905,V4
encode_7,0.4723134295200624,0.005041321615545445,resnet18-ir,43.17806672399647,139.03298585860742,V4
encode_8,0.45349822583192084,0.00602102836614992,resnet18-ir,33.97686187479745,41.83629553713771,V4
encode_9,0.44735471175032365,0.0060766511719427515,resnet18-ir,45.55612494017423,279.09791794316965,V4
encode_1,0.37850195301507567,0.006123808515354607,resnet18-ae,12.542082809925061,17.167193015301862,V4
encode_1.conv,0.25026998397617656,0.0074858447881994816,resnet18-ae,10.65419394462166,15.147674372039473,V4
encode_2,0.29751247490264476,0.007883814341015793,resnet18-ae,16.59005433308759,27.480866041734213,V4
encode_3,0.2994181448885575,0.006729224057637317,resnet18-ae,18.574109074150094,32.11138963920859,V4
encode_4,0.29023483810795947,0.006281380676983082,resnet18-ae,24.804875499343787,43.63955789653345,V4
encode_5,0.27605237801844174,0.008116106798829516,resnet18-ae,30.003748229399317,47.07083575572173,V4
encode_6,0.2557622525340587,0.008826134540835045,resnet18-ae,35.54907491681423,49.80381899278779,V4
encode_7,0.2377719456741341,0.008532571025369856,resnet18-ae,43.262859698660456,42.156729809304046,V4
encode_8,0.22007145344690746,0.007853097953878854,resnet18-ae,41.94152573217687,33.8992954669629,V4
encode_9,0.21539659617405776,0.007437582585452993,resnet18-ae,62.26804594789959,83.94592303074742,V4
encode_1,0.453431165449273,0.005557053072352859,resnet18-cpc,16.404558157485074,75.24962635343476,V4
encode_1.conv,0.37064712857870497,0.006993779567114946,resnet18-cpc,19.588064276122292,290.7572905216086,V4
encode_2,0.43930269815797485,0.005836176622820678,resnet18-cpc,20.765005286072995,270.7773254856769,V4
encode_3,0.4382907462817724,0.006392020944910453,resnet18-cpc,17.268225957615908,224.7896254073912,V4
encode_4,0.42848803034622585,0.006434224721407551,resnet18-cpc,20.482725671267445,176.35589862976306,V4
encode_5,0.43226446307807515,0.005015649679098766,resnet18-cpc,24.852193699228465,82.60374219992657,V4
encode_6,0.412889453790011,0.006690292791104507,resnet18-cpc,37.46052874953362,138.49029416863033,V4
encode_7,0.3550626484606593,0.006940938194644103,resnet18-cpc,42.685011017986355,167.62342022519124,V4
encode_8,0.31729213802842193,0.00792973004174578,resnet18-cpc,10.27127034012462,7.4813382511725255,V4
encode_9,0.24073894047893102,0.006993669316435052,resnet18-cpc,2.1516166028033386,1.7377031641892018,V4
encode_1,0.45852778588396237,0.005466918918517849,resnet18-color,17.647725199043467,61.298086322963854,V4
encode_1.conv,0.375380806749302,0.00590628295022306,resnet18-color,19.821121839881673,219.04179192589476,V4
encode_2,0.4548544836413094,0.005758776755701716,resnet18-color,29.133478981258165,251.07971206141698,V4
encode_3,0.4483945590501326,0.00491643396232176,resnet18-color,33.84526165981841,380.69995413054227,V4
encode_4,0.44406338156221026,0.0062732675883184754,resnet18-color,42.42169793474307,455.4090071495477,V4
encode_5,0.47528655998032193,0.006376833472672086,resnet18-color,55.238140209486424,473.4736182023992,V4
encode_6,0.4451907560379237,0.00528418749404626,resnet18-color,46.42885113366633,286.7022518978024,V4
encode_7,0.3735424303131499,0.007528057554028168,resnet18-color,27.217185633000906,142.7110586286491,V4
encode_8,0.252676907714321,0.0073771804249231476,resnet18-color,26.83127526406252,44.66078979718826,V4
encode_9,0.22140447305583366,0.008773227639505823,resnet18-color,32.526105145508,47.52870916822214,V4
encode_1,0.44094387118504547,0.0065010092402680115,resnet18-rp,18.897135623867648,109.36834834278908,V4
encode_1.conv,0.27189238603045063,0.006625841015950897,resnet18-rp,16.875786164325152,229.6537937375893,V4
encode_2,0.43744891192227353,0.005703032443739289,resnet18-rp,18.687039210080535,241.071677642991,V4
encode_3,0.4192058154061934,0.005858849456930697,resnet18-rp,17.362463436176373,302.1750314544837,V4
encode_4,0.4443888881965317,0.004988968261853515,resnet18-rp,27.797600224828596,307.7322784559674,V4
encode_5,0.4589493917286698,0.004934369790119476,resnet18-rp,28.503375954302868,334.0072422877179,V4
encode_6,0.46832132940683324,0.005103178710444156,resnet18-rp,41.21430961500281,208.9320169334805,V4
encode_7,0.46125538922521747,0.00457170459135726,resnet18-rp,40.962646281546746,244.39873777644272,V4
encode_8,0.4054353488147873,0.004866708671551937,resnet18-rp,32.61988387532379,98.02895882962265,V4
encode_9,0.395546461031718,0.005076004330339972,resnet18-rp,29.226707217238822,85.33308128877756,V4
encode_1,0.4141779433721316,0.0060633319514979914,resnet18-depth,15.01380787761073,33.02832994154075,V4
encode_1.conv,0.1386467308609326,0.005695156866225568,resnet18-depth,11.084050658597759,26.462377947425992,V4
encode_2,0.4491763113369493,0.004746884638597255,resnet18-depth,26.793859131177523,157.22201199997932,V4
encode_3,0.4329807291441474,0.0043369335672209025,resnet18-depth,34.659658874754676,409.02978729155285,V4
encode_4,0.39762132720202076,0.0043680294490135605,resnet18-depth,62.39208133632988,579.9050012060395,V4
encode_5,0.40817672936502114,0.005622252517374772,resnet18-depth,44.794442510942936,594.9087999947268,V4
encode_6,0.39058132608477636,0.005051918279597397,resnet18-depth,34.74995876663731,419.03877943324864,V4
encode_7,0.35619856428629143,0.006769644786683655,resnet18-depth,30.608836050619214,467.2771034302559,V4
encode_8,0.19186560927700766,0.0060865790041797615,resnet18-depth,18.923394954345667,285.51753901854465,V4
encode_9,0.1925901247785086,0.005687634262104621,resnet18-depth,17.616716291928718,264.6338453119538,V4
encode_1,0.41482084392358276,0.005961763501967445,resnet18-simclr,12.986020909460446,36.30014911301305,V4
encode_2,0.45161372381249554,0.006177218349777409,resnet18-simclr,16.03150098956471,187.04613350623086,V4
encode_3,0.439164885470972,0.006032890350413561,resnet18-simclr,23.70246436174258,455.95286137046094,V4
encode_4,0.44685233736059743,0.005101455510745026,resnet18-simclr,57.035097562661555,588.3455846039001,V4
encode_5,0.4550843857606135,0.0053975768896071365,resnet18-simclr,52.90822197258064,598.8525468859698,V4
encode_6,0.47842455037814147,0.005799205334184609,resnet18-simclr,49.426859541813705,325.97167842208177,V4
encode_7,0.44591815699680903,0.006368774226202647,resnet18-simclr,48.437854097682326,291.9641502224902,V4
encode_8,0.4293777545872287,0.007433970815978015,resnet18-simclr,50.19824643824808,219.40756765826475,V4
encode_9,0.41729820615002633,0.006630388732121743,resnet18-simclr,39.41372045277228,239.6122762606354,V4
layer1.0.relu,0.45337652880934304,0.0062798388181545305,resnet18-deepcluster,54.80568320942432,441.1618858801296,V4
layer1.1.relu,0.4270824311336395,0.005091253637458126,resnet18-deepcluster,56.51895377117659,543.5727155926094,V4
layer2.0.relu,0.4699535931941594,0.0053733334670830095,resnet18-deepcluster,57.14142931854085,441.0188221812854,V4
layer2.1.relu,0.4806191638669488,0.004285579679581341,resnet18-deepcluster,69.05359163500333,479.7574142711316,V4
layer3.0.relu,0.48406788787778277,0.005271726180220583,resnet18-deepcluster,49.30368008749045,244.37194707028445,V4
layer3.1.relu,0.47593916586883034,0.006074786518541377,resnet18-deepcluster,45.82069701387711,95.9114113773518,V4
layer4.0.relu,0.3730792123856966,0.006676653994118799,resnet18-deepcluster,45.56177488758675,44.15163714109454,V4
layer4.1.relu,0.2916387659248927,0.004889213030307403,resnet18-deepcluster,48.53772874043822,507.2620781250756,V4
maxpool,0.4336689502996043,0.006407733244215119,resnet18-deepcluster,11.511008598849376,59.749077328200485,V4
relu,0.38080374032499836,0.0055912049137349555,resnet18-deepcluster,29.174646523556646,398.40280927087275,V4
layer1.0.relu,0.46585660507600435,0.006408485890244056,resnet18-cmc,20.329039677391652,301.8381857339462,V4
layer1.1.relu,0.4061999737439186,0.004943238185496841,resnet18-cmc,27.38412867168456,530.9538043697993,V4
layer2.0.relu,0.46339564007248424,0.004457251579780212,resnet18-cmc,29.741611983013602,347.6800178206929,V4
layer2.1.relu,0.46581100984730345,0.0049084490222006975,resnet18-cmc,44.12918991001373,508.97528523727794,V4
layer3.0.relu,0.48639902147007835,0.006222769525901029,resnet18-cmc,54.50487831597494,302.09893994736143,V4
layer3.1.relu,0.4418891250405639,0.0060444772327295435,resnet18-cmc,49.06529228421726,227.60181445936985,V4
layer4.0.relu,0.3981147084064502,0.006434570890739897,resnet18-cmc,27.777883075362602,113.41927096104116,V4
layer4.1.relu,0.37273552730562987,0.005395701855340492,resnet18-cmc,29.94933220209394,182.07863536414104,V4
maxpool,0.4483092958242702,0.0056062013879692625,resnet18-cmc,14.796056781014276,45.05246971559927,V4
relu,0.23487274821546802,0.006919658140213996,resnet18-cmc,7.82658346549947,38.041532440081326,V4
