layer,score,score_error,model,effective_dimensionality_dataset,effective_dimensionality_imagenet,region
layer2.1.relu,0.2930685988635927,0.003669007781364219,resnet18-deepcluster,69.05359163500333,479.7574142711316,IT
layer3.0.relu,0.4062746834246149,0.0038068823098018024,resnet18-deepcluster,49.30368008749045,244.37194707028445,IT
layer3.1.relu,0.41759754576640346,0.0033340589876728033,resnet18-deepcluster,45.82069701387711,95.9114113773518,IT
layer4.0.relu,0.41780822681967306,0.004437598090203085,resnet18-deepcluster,45.56177488758675,44.15163714109454,IT
layer4.1.relu,0.36159515691000166,0.0034212093706210704,resnet18-deepcluster,48.53772874043822,507.2620781250756,IT
maxpool,0.15652137584901682,0.004843717482345672,resnet18-deepcluster,11.511008598849376,59.749077328200485,IT
relu,0.12547279013637144,0.0028238084296245357,resnet18-deepcluster,29.174646523556646,398.40280927087275,IT
layer1.0.relu,0.21653385580957638,0.004104955908287599,resnet18-cmc,20.329039677391652,301.8381857339462,IT
layer1.1.relu,0.18829006983427318,0.0036410916841144716,resnet18-cmc,27.38412867168456,530.9538043697993,IT
layer2.0.relu,0.25821072893498637,0.002768582714230138,resnet18-cmc,29.741611983013602,347.6800178206929,IT
layer2.1.relu,0.2788190951202104,0.0025026664053193243,resnet18-cmc,44.12918991001373,508.97528523727794,IT
layer3.0.relu,0.3865864649213256,0.002442783160254208,resnet18-cmc,54.50487831597494,302.09893994736143,IT
layer3.1.relu,0.40756938375908003,0.003513870511490058,resnet18-cmc,49.06529228421726,227.60181445936985,IT
layer4.0.relu,0.3969067422717136,0.0038213354031872023,resnet18-cmc,27.777883075362602,113.41927096104116,IT
layer4.1.relu,0.3639983479242044,0.0035951640801029157,resnet18-cmc,29.94933220209394,182.07863536414104,IT
maxpool,0.1716453722641049,0.0044452095290061795,resnet18-cmc,14.796056781014276,45.05246971559927,IT
relu,0.08896248713145742,0.0038976544344467364,resnet18-cmc,7.82658346549947,38.041532440081326,IT
encode_1,0.37989160953218776,0.005549569950824464,resnet18-supervised,18.064687399164562,89.97359217845607,V4
encode_1.conv,0.18671585334528737,0.007902683287849939,resnet18-supervised,10.904449143886053,100.2374844587045,V4
encode_2,0.4061550873218598,0.004994787107677242,resnet18-supervised,24.531935002152895,276.181491240111,V4
encode_3,0.33362527857838825,0.004534654098943152,resnet18-supervised,44.643707289236325,623.8813004925357,V4
encode_4,0.4160730174007626,0.006246139562829663,resnet18-supervised,51.701035956848,525.4846251732583,V4
encode_5,0.39930875810945926,0.0068632400344927095,resnet18-supervised,75.85653414397834,676.2756978212252,V4
encode_6,0.42200460804072104,0.005466755700563329,resnet18-supervised,66.62226863073352,359.13919457947935,V4
encode_7,0.36622226796091756,0.006887718125807916,resnet18-supervised,59.454407384286576,439.2157757851501,V4
encode_8,0.2988195473489078,0.004818950905182731,resnet18-supervised,60.12960674644942,427.5878502889277,V4
encode_9,0.20720563472321213,0.005820952371498748,resnet18-supervised,44.78600237621766,313.8762749108132,V4
encode_1,0.3741121259449304,0.006314673442293444,resnet18-la,15.629796407496077,57.01257891167812,V4
encode_1.conv,0.1584992944405072,0.00685720444983589,resnet18-la,8.888408951335759,52.489866273237894,V4
encode_2,0.4028079264317999,0.00539313975457641,resnet18-la,16.242131137336656,216.9292577130078,V4
encode_3,0.3540301846013354,0.004617518866171508,resnet18-la,45.002326950180695,627.9908497171853,V4
encode_4,0.4300097344454409,0.005470297529001125,resnet18-la,48.755410326187096,454.6930603965079,V4
encode_5,0.4334769265691382,0.004694290484113594,resnet18-la,52.962814571194905,560.4546395422608,V4
encode_6,0.43779754462343523,0.004485853906374443,resnet18-la,43.07809806383003,241.50848101711287,V4
encode_7,0.41465216172176206,0.005608199369240984,resnet18-la,25.902364767907542,54.92261013825796,V4
encode_8,0.3595587932095158,0.00567836554058019,resnet18-la,8.275935838597222,16.04707199557393,V4
encode_9,0.3467631894144592,0.005587615299239972,resnet18-la,45.72388266620264,290.50594356437296,V4
encode_1,0.37822792891194834,0.006285153889183437,resnet18-ir,18.028111698528942,73.82007516352552,V4
encode_1.conv,0.1866306375927221,0.006660447875654662,resnet18-ir,11.057272742272232,103.61080027603973,V4
encode_2,0.38758359154419675,0.0052131232233090545,resnet18-ir,26.06061317992372,268.551229517882,V4
encode_3,0.35697339722419463,0.003768034284221237,resnet18-ir,38.601394230233645,596.3459503478392,V4
encode_4,0.4109888991117668,0.0035356320193729177,resnet18-ir,40.66415354938452,404.5137761286565,V4
encode_5,0.4161499378797282,0.0037313186848389446,resnet18-ir,56.181544830847756,558.6391546108658,V4
encode_6,0.4285143908790102,0.0033084314555410733,resnet18-ir,42.56790138926355,255.18624267231905,V4
encode_7,0.4037776352788113,0.004623857236892389,resnet18-ir,43.17806672399647,139.03298585860742,V4
encode_8,0.3477401832498485,0.006656151796625201,resnet18-ir,33.97686187479745,41.83629553713771,V4
encode_9,0.3457273305765401,0.004974579242195253,resnet18-ir,45.55612494017423,279.09791794316965,V4
encode_1,0.3136055874878032,0.006381968653326437,resnet18-ae,12.542082809925061,17.167193015301862,V4
encode_1.conv,0.20047885973037183,0.00764481785256069,resnet18-ae,10.65419394462166,15.147674372039473,V4
encode_2,0.2524470970195966,0.006906358295313206,resnet18-ae,16.59005433308759,27.480866041734213,V4
encode_3,0.25638369734365474,0.00814607105422846,resnet18-ae,18.574109074150094,32.11138963920859,V4
encode_4,0.22316043352561846,0.0073034544261771205,resnet18-ae,24.804875499343787,43.63955789653345,V4
encode_5,0.20096110480996726,0.00706403028617727,resnet18-ae,30.003748229399317,47.07083575572173,V4
encode_6,0.1795714707267613,0.006954453378969452,resnet18-ae,35.54907491681423,49.80381899278779,V4
encode_7,0.15647546748358698,0.005523806554367997,resnet18-ae,43.262859698660456,42.156729809304046,V4
encode_8,0.1499160788272016,0.007693342960384858,resnet18-ae,41.94152573217687,33.8992954669629,V4
encode_9,0.13502058496523384,0.00894078947712745,resnet18-ae,62.26804594789959,83.94592303074742,V4
encode_1,0.3637514767118418,0.006782564095569799,resnet18-cpc,16.404558157485074,75.24962635343476,V4
encode_1.conv,0.27565614710437814,0.005625237786877092,resnet18-cpc,19.588064276122292,290.7572905216086,V4
encode_2,0.3663742787571787,0.004836154532645749,resnet18-cpc,20.765005286072995,270.7773254856769,V4
encode_3,0.373043415955187,0.004708617547576946,resnet18-cpc,17.268225957615908,224.7896254073912,V4
encode_4,0.3804255113328431,0.006091326214118147,resnet18-cpc,20.482725671267445,176.35589862976306,V4
encode_5,0.37487380654987434,0.005042630260143212,resnet18-cpc,24.852193699228465,82.60374219992657,V4
encode_6,0.348324966199523,0.004554745178027884,resnet18-cpc,37.46052874953362,138.49029416863033,V4
encode_7,0.3022878299587298,0.0043653060446204196,resnet18-cpc,42.685011017986355,167.62342022519124,V4
encode_8,0.26090419600856346,0.0044536550571144164,resnet18-cpc,10.27127034012462,7.4813382511725255,V4
encode_9,0.22242524518904655,0.0064675525933939595,resnet18-cpc,2.1516166028033386,1.7377031641892018,V4
encode_1,0.379891565094186,0.005428254298231953,resnet18-color,17.647725199043467,61.298086322963854,V4
encode_1.conv,0.28359691086674216,0.004968678991295036,resnet18-color,19.821121839881673,219.04179192589476,V4
encode_2,0.38543722319303536,0.00587835616033672,resnet18-color,29.133478981258165,251.07971206141698,V4
encode_3,0.3763009740097622,0.003270639042764259,resnet18-color,33.84526165981841,380.69995413054227,V4
encode_4,0.38406627582171476,0.004624773253156296,resnet18-color,42.42169793474307,455.4090071495477,V4
encode_5,0.4134143473270772,0.005169154735454918,resnet18-color,55.238140209486424,473.4736182023992,V4
encode_6,0.37629891785769126,0.005116499746056797,resnet18-color,46.42885113366633,286.7022518978024,V4
encode_7,0.2895956359810276,0.006947988621747124,resnet18-color,27.217185633000906,142.7110586286491,V4
encode_8,0.1867070142772107,0.0072161115979235526,resnet18-color,26.83127526406252,44.66078979718826,V4
encode_9,0.15887872840814013,0.0079967676883255,resnet18-color,32.526105145508,47.52870916822214,V4
encode_1,0.3556372368376021,0.005905445396866076,resnet18-rp,18.897135623867648,109.36834834278908,V4
encode_1.conv,0.1827517600436887,0.007676015105882164,resnet18-rp,16.875786164325152,229.6537937375893,V4
encode_2,0.36774051158374993,0.0049510408301853106,resnet18-rp,18.687039210080535,241.071677642991,V4
encode_3,0.3464906121000602,0.0042203311730420094,resnet18-rp,17.362463436176373,302.1750314544837,V4
encode_4,0.3816607445666361,0.004451062558915573,resnet18-rp,27.797600224828596,307.7322784559674,V4
encode_5,0.387774726795543,0.004985540881470804,resnet18-rp,28.503375954302868,334.0072422877179,V4
encode_6,0.40661872796201265,0.0054574608204162045,resnet18-rp,41.21430961500281,208.9320169334805,V4
encode_7,0.39733490865012244,0.004980933571653582,resnet18-rp,40.962646281546746,244.39873777644272,V4
encode_8,0.3260345486238388,0.006346841814897605,resnet18-rp,32.61988387532379,98.02895882962265,V4
encode_9,0.33047582615339754,0.006738215601471389,resnet18-rp,29.226707217238822,85.33308128877756,V4
encode_1,0.35206482304302256,0.0069068080267613505,resnet18-depth,15.01380787761073,33.02832994154075,V4
encode_1.conv,0.09333140722667149,0.00422695803232584,resnet18-depth,11.084050658597759,26.462377947425992,V4
encode_2,0.3728216248186948,0.005502288410364215,resnet18-depth,26.793859131177523,157.22201199997932,V4
encode_3,0.351088007443452,0.004299722940902984,resnet18-depth,34.659658874754676,409.02978729155285,V4
encode_4,0.30865972726453406,0.0034068794627511055,resnet18-depth,62.39208133632988,579.9050012060395,V4
encode_5,0.3344331551465568,0.004249095710207206,resnet18-depth,44.794442510942936,594.9087999947268,V4
encode_6,0.31802179320234514,0.005322330231702788,resnet18-depth,34.74995876663731,419.03877943324864,V4
encode_7,0.2900354919329556,0.005998576849881443,resnet18-depth,30.608836050619214,467.2771034302559,V4
encode_8,0.14369060897480135,0.00773442281731619,resnet18-depth,18.923394954345667,285.51753901854465,V4
encode_9,0.13459090105895943,0.002429992903261738,resnet18-depth,17.616716291928718,264.6338453119538,V4
encode_1,0.35353185264406756,0.006785767399209757,resnet18-simclr,12.986020909460446,36.30014911301305,V4
encode_2,0.38465938181045606,0.0046964794109876215,resnet18-simclr,16.03150098956471,187.04613350623086,V4
encode_3,0.36098399503008427,0.004816816936379816,resnet18-simclr,23.70246436174258,455.95286137046094,V4
encode_4,0.375422576031367,0.004642488950765611,resnet18-simclr,57.035097562661555,588.3455846039001,V4
encode_5,0.3869812216039342,0.005238269769070075,resnet18-simclr,52.90822197258064,598.8525468859698,V4
encode_6,0.4068082135733791,0.005554243536655743,resnet18-simclr,49.426859541813705,325.97167842208177,V4
encode_7,0.372644198046227,0.006048457968447582,resnet18-simclr,48.437854097682326,291.9641502224902,V4
encode_8,0.33313583245354245,0.005128542224364584,resnet18-simclr,50.19824643824808,219.40756765826475,V4
encode_9,0.3100562095687932,0.004172558620474448,resnet18-simclr,39.41372045277228,239.6122762606354,V4
layer1.0.relu,0.37460104359303803,0.004402882767926499,resnet18-deepcluster,54.80568320942432,441.1618858801296,V4
layer1.1.relu,0.34596284889861234,0.004150120918696764,resnet18-deepcluster,56.51895377117659,543.5727155926094,V4
layer2.0.relu,0.3992815347645364,0.003879866380450407,resnet18-deepcluster,57.14142931854085,441.0188221812854,V4
layer2.1.relu,0.40940086445548485,0.005384124606252295,resnet18-deepcluster,69.05359163500333,479.7574142711316,V4
layer3.0.relu,0.40901304000135996,0.003567571490542699,resnet18-deepcluster,49.30368008749045,244.37194707028445,V4
layer3.1.relu,0.4084224536221857,0.004222950034746197,resnet18-deepcluster,45.82069701387711,95.9114113773518,V4
layer4.0.relu,0.2812882497697596,0.006057845106584736,resnet18-deepcluster,45.56177488758675,44.15163714109454,V4
layer4.1.relu,0.20651336743610105,0.004209066509483871,resnet18-deepcluster,48.53772874043822,507.2620781250756,V4
maxpool,0.36895063983742216,0.006305795106619995,resnet18-deepcluster,11.511008598849376,59.749077328200485,V4
relu,0.2733367670429515,0.005960124725086828,resnet18-deepcluster,29.174646523556646,398.40280927087275,V4
layer1.0.relu,0.39896328126810665,0.00459598483675391,resnet18-cmc,20.329039677391652,301.8381857339462,V4
layer1.1.relu,0.3266347451030561,0.005368521264767523,resnet18-cmc,27.38412867168456,530.9538043697993,V4
layer2.0.relu,0.40274354685384006,0.005409827244881093,resnet18-cmc,29.741611983013602,347.6800178206929,V4
layer2.1.relu,0.4036407387023443,0.005828809896970014,resnet18-cmc,44.12918991001373,508.97528523727794,V4
layer3.0.relu,0.40487476462562527,0.005205590649988589,resnet18-cmc,54.50487831597494,302.09893994736143,V4
layer3.1.relu,0.3562492048065409,0.005471025740289611,resnet18-cmc,49.06529228421726,227.60181445936985,V4
layer4.0.relu,0.31055663398186334,0.006845860972195692,resnet18-cmc,27.777883075362602,113.41927096104116,V4
layer4.1.relu,0.26557912419225876,0.00663082895058302,resnet18-cmc,29.94933220209394,182.07863536414104,V4
maxpool,0.38309572328643765,0.006337956011391007,resnet18-cmc,14.796056781014276,45.05246971559927,V4
relu,0.15574802769317353,0.006013927530452677,resnet18-cmc,7.82658346549947,38.041532440081326,V4
