layer,score,score_error,model,benchmark,effective_dimensionality_dataset,effective_dimensionality_imagenet,region
encode_6,0.38170702842288334,0.004605187050238754,resnet18-depth-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",41.47879758318418,419.03877943324864,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA
encode_7,0.3832857408224737,0.004620157507005854,resnet18-depth-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",34.7244540039696,467.2771034302559,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA
encode_8,0.3601349260759854,0.004429382014316618,resnet18-depth-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",32.9275031705589,285.51753901854465,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA
encode_9,0.35653184224977186,0.004194125434153613,resnet18-depth-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",34.940859728644476,264.6338453119538,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA
encode_1,0.3079807800318437,0.003766900922832651,resnet18-simclr-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",15.580650141380936,36.30014911301305,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA
encode_2,0.37210235499913663,0.004149687788042641,resnet18-simclr-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",21.22004050877271,187.04613350623086,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA
encode_3,0.3896096066135945,0.004322450279324425,resnet18-simclr-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",25.21668721474895,455.95286137046094,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA
encode_4,0.4020198636475728,0.004720257085336761,resnet18-simclr-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",36.6501622083954,588.3455846039001,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA
encode_5,0.3923964360420319,0.004659110014711154,resnet18-simclr-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",30.08273675485547,598.8525468859698,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA
encode_6,0.4291122211924719,0.004832191366241307,resnet18-simclr-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",26.749957281543853,325.97167842208177,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA
encode_7,0.4274779822416723,0.00458744122697909,resnet18-simclr-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",21.662071681149882,291.9641502224902,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA
encode_8,0.45626915795541945,0.004494420740579403,resnet18-simclr-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",23.81049288284383,219.40756765826475,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA
