num_pcs,scores,ambient_dim,layer,architecture,task,kind,source
6,0.015137686610694508,1000,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
9,0.02314229146844177,1000,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
14,0.02616512523847503,1000,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
21,0.02561853059712436,1000,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
30,0.029977694756757725,1000,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
45,0.030524164547485865,1000,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
66,0.035951540731092795,1000,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
97,0.03508630292270945,1000,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
142,0.035212681231931914,1000,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
207,0.03421112982702481,1000,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
304,0.03352020185644331,1000,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
445,0.03415572876585263,1000,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
652,0.03155401995664972,1000,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
955,0.02391018461844316,1000,layer4.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
1,0.0035045488673009096,1000,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
2,0.009268309995063994,1000,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
3,0.014623104099297868,1000,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
4,0.014642386539274384,1000,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
6,0.015266456473564519,1000,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
9,0.01465952024226614,1000,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
14,0.024200501569226023,1000,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
21,0.023610293113804418,1000,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
30,0.02409990831011146,1000,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
45,0.026415223302563476,1000,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
66,0.02855515172427309,1000,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
97,0.03438568971630192,1000,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
142,0.031392793724560636,1000,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
207,0.03187925694903642,1000,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
304,0.030074116622151793,1000,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
445,0.02710409015732452,1000,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
652,0.021334184898439093,1000,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
955,0.02180319696756115,1000,layer4.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
1,0.021968768200125638,256,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
2,0.03353180628946455,256,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
3,0.04300305254556972,256,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
4,0.052678769808802935,256,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
6,0.07369505362119456,256,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
9,0.08302945027937418,256,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
14,0.11914982846739633,256,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
21,0.12721116923243433,256,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
30,0.1343844471306177,256,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
45,0.14122590041196623,256,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
66,0.14788053242307886,256,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
97,0.15159182181615308,256,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
142,0.14984770916784232,256,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
207,0.1467042375913742,256,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
1,0.020317287119924192,256,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
2,0.03676373242654114,256,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
3,0.039289671455920355,256,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
4,0.059152661787150604,256,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
6,0.07664263051172904,256,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
9,0.08882201687183842,256,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
14,0.12098641983125524,256,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
21,0.13145687927172203,256,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
30,0.13639481491463387,256,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
45,0.14387595081605833,256,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
66,0.1487905378703413,256,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
97,0.15327328603092585,256,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
142,0.16120562657064821,256,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
207,0.16873831168363942,256,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
1,0.01812871095130445,256,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
2,0.037718644533431114,256,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
3,0.04300985818172198,256,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
4,0.05965831072281671,256,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
6,0.08263431451582882,256,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
9,0.09233254354600189,256,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
14,0.11612536253524784,256,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
21,0.13560181633553728,256,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
30,0.14382843045049426,256,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
45,0.14762578519771238,256,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
66,0.15653527043098625,256,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
97,0.16549430474829893,256,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
142,0.17358276692790056,256,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
207,0.1809595451634625,256,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
1,0.007162005108369581,512,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
2,0.03090163475696718,512,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
3,0.05006075790937486,512,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
4,0.07335755961250857,512,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
6,0.09247889369967506,512,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
9,0.12682234516645088,512,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
14,0.13887441084982063,512,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
21,0.15523167594019266,512,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
30,0.17533457326251933,512,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
45,0.18602796003708646,512,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
66,0.19651562654203353,512,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
97,0.20511493208841036,512,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
142,0.208253276185164,512,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
207,0.2117497779090455,512,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
304,0.21056593229979736,512,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
445,0.19955366865908308,512,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
1,0.004799429157212245,512,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
2,0.024015801172590362,512,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
3,0.044034173183989285,512,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
4,0.07145061883772441,512,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
6,0.08000360004548288,512,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
9,0.11487570955048773,512,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
14,0.13065043098158538,512,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
21,0.14819550834120507,512,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
30,0.16078680650102492,512,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
45,0.18123516115805272,512,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
66,0.18984848144956115,512,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
97,0.1976137929078802,512,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
142,0.2015559262736672,512,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
207,0.2007836125656328,512,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
304,0.20315163089810814,512,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
445,0.193875139444666,512,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
1,0.0039296312448171,512,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
2,0.01689848637632839,512,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
3,0.03473188293024014,512,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
4,0.058678378520181596,512,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
6,0.07583474595192236,512,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
9,0.09507827235562588,512,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
14,0.12224656104345215,512,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
21,0.13918979207169566,512,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
30,0.152466693277734,512,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
45,0.17461697822723077,512,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
66,0.18787777272150635,512,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
97,0.19368210238803749,512,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
142,0.19456939366392098,512,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
207,0.2020125555046327,512,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
304,0.1989325391192399,512,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
445,0.18512127599972292,512,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
1,0.0035336133521044204,512,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
2,0.012351919262424306,512,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
3,0.017966603737755302,512,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
4,0.034669386025295644,512,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
6,0.04662961335795865,512,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
9,0.07795341918211073,512,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
14,0.10329536116625442,512,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
21,0.11432137576058889,512,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
30,0.12360775479803698,512,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
45,0.14392033610288202,512,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
66,0.15327496482450645,512,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
97,0.16332942201291895,512,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
142,0.16711497467519001,512,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
207,0.16352195175505324,512,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
304,0.15836982113449802,512,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
445,0.1496257243280774,512,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
1,0.0038841631822834695,1000,layer3.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
2,0.0066391346594845005,1000,layer3.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
3,0.010137576418559209,1000,layer3.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
4,0.011870858787778868,1000,layer3.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
6,0.016302660068601003,1000,layer3.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
9,0.035647156348640525,1000,layer3.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
14,0.056024253615985356,1000,layer3.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
21,0.06809994434702256,1000,layer3.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
30,0.07912143116371684,1000,layer3.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
45,0.08891511121859184,1000,layer3.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
66,0.10414107872655257,1000,layer3.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
97,0.11610901774125554,1000,layer3.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
142,0.12616800409234652,1000,layer3.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
207,0.1311797309407937,1000,layer3.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
304,0.13070641713091988,1000,layer3.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
445,0.13004437815005437,1000,layer3.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
652,0.11543088856754001,1000,layer3.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
955,0.09826381046681607,1000,layer3.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
1,0.004192093399183705,1000,layer3.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
2,0.0054048648956204785,1000,layer3.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
3,0.008538458974448963,1000,layer3.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
4,0.008784958231915217,1000,layer3.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
6,0.011000636843976225,1000,layer3.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
9,0.0190282084508549,1000,layer3.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
14,0.028913404521700287,1000,layer3.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
21,0.04157821090077594,1000,layer3.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
30,0.05548174878386122,1000,layer3.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
45,0.07047455641296534,1000,layer3.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
66,0.08124987550333515,1000,layer3.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
97,0.0930852820147952,1000,layer3.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
142,0.10126509845642825,1000,layer3.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
207,0.10258814959732561,1000,layer3.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
304,0.11280734717525755,1000,layer3.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
445,0.11781535197528083,1000,layer3.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
652,0.110657884003305,1000,layer3.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
955,0.0961489225573474,1000,layer3.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
1,0.0044017958505543995,1000,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
2,0.0049789686937234045,1000,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
3,0.00524861766024764,1000,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
4,0.006916386900854317,1000,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
6,0.007185180017080293,1000,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
9,0.008702175191608113,1000,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
14,0.01357883536883272,1000,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
21,0.02055509042526302,1000,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
30,0.02257020484126261,1000,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
45,0.04716259121183174,1000,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
66,0.05462620101104294,1000,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
97,0.057083536963796505,1000,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
142,0.06420799028692126,1000,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
207,0.0700136438103003,1000,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
304,0.07422027009031983,1000,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
445,0.08363955238010766,1000,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
652,0.08236814219425333,1000,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
955,0.07451896662629118,1000,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
1,0.0045003714451419775,1000,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
2,0.0052251421557066,1000,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
3,0.00531003644643798,1000,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
4,0.0064258853309160785,1000,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
6,0.00580903321570631,1000,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
9,0.006288438519065572,1000,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
14,0.0076748690571543715,1000,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
21,0.008279881953241778,1000,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
30,0.009889905847161281,1000,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
45,0.014024440395133753,1000,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
66,0.021688836909376796,1000,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
97,0.030385135463267328,1000,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
142,0.03827209399488263,1000,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
207,0.041805029075200145,1000,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
304,0.05201077636779914,1000,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
445,0.050760630443064156,1000,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
652,0.0559149274335471,1000,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
955,0.05794719948400471,1000,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
1,0.004465622920472318,1000,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
2,0.0053505595464198715,1000,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
3,0.005490773235783833,1000,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
4,0.006282572010650884,1000,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
6,0.005130152990723453,1000,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
9,0.00506427496961283,1000,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
14,0.0066196528373204475,1000,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
21,0.005150942680680914,1000,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
30,0.006246480819592295,1000,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
45,0.006710924981110221,1000,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
66,0.00786247987085668,1000,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
97,0.011188675348362315,1000,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
142,0.01303877981628116,1000,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
207,0.018763014411937933,1000,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
304,0.02245105975231277,1000,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
445,0.031858641474926556,1000,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
652,0.0374382214748285,1000,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
955,0.04265209515969415,1000,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
1,0.004494425442256315,1000,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
2,0.005254812592222948,1000,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
3,0.005601699982759595,1000,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
4,0.005810117609902864,1000,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
6,0.005319703881809517,1000,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
9,0.005389810541776256,1000,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
14,0.00611143464847546,1000,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
21,0.005770773094099022,1000,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
30,0.005905560233473895,1000,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
45,0.0071732456947943245,1000,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
66,0.007014585152878728,1000,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
97,0.008001708487432547,1000,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
142,0.008485399073159403,1000,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
207,0.00988185243539118,1000,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
304,0.011872192188309618,1000,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
445,0.018864221251021218,1000,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
652,0.02094037981118197,1000,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
955,0.028875305500579408,1000,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
1,0.004588690126876303,1000,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
2,0.005576760254061585,1000,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
3,0.005515602842942955,1000,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
4,0.00575488478079461,1000,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
6,0.005256963947386544,1000,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
9,0.006315459152007296,1000,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
14,0.005629661018273826,1000,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
21,0.004757407491022236,1000,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
30,0.004723026982355067,1000,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
45,0.006402657544034834,1000,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
66,0.005914207073897788,1000,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
97,0.005793437076412064,1000,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
142,0.004288787959837893,1000,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
207,0.004252122959958857,1000,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
304,0.003733940939257476,1000,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
445,0.00582436729491031,1000,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
652,0.006974196786579074,1000,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
955,0.008078854117985102,1000,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
1,0.004429612485472889,1000,layer4.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
2,0.005416095667209354,1000,layer4.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
3,0.005175715497797797,1000,layer4.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
4,0.004831069085690544,1000,layer4.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
6,0.005409495206949945,1000,layer4.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
9,0.0055504494055814806,1000,layer4.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
14,0.004172057912787031,1000,layer4.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
21,0.004916215719486703,1000,layer4.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
30,0.0036987970790154233,1000,layer4.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
45,0.004400000722216936,1000,layer4.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
66,0.00441289681054799,1000,layer4.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
97,0.004278111865483296,1000,layer4.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
142,0.003385631480009996,1000,layer4.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
207,0.003533295785300073,1000,layer4.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
304,0.0031579435218591456,1000,layer4.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
