ID,inter-ID,intra-ID,intra-ID (std),layer,architecture,task,kind,source
20.777234435639453,7.25446036306387,12.113506289136192,2.76946778637247,layer1.0.relu,ResNet18,None,Untrained,PyTorch
20.466072635177863,7.681638339204023,11.345197237766554,2.361393697764581,layer1.1.relu,ResNet18,None,Untrained,PyTorch
24.80822873954771,9.515402935964488,13.55044015033135,3.464102675030052,layer2.0.relu,ResNet18,None,Untrained,PyTorch
22.909127373973636,8.263027899415535,13.022624965231113,3.1551061926864725,layer2.1.relu,ResNet18,None,Untrained,PyTorch
28.781188348674053,7.7868289644273245,15.591222223114373,4.379299276036351,layer3.0.relu,ResNet18,None,Untrained,PyTorch
27.189668234195437,8.871250975801187,14.599671134577548,3.581824005089588,layer3.1.relu,ResNet18,None,Untrained,PyTorch
33.167254135768246,9.820906928955782,17.34573114987473,4.494362306161365,layer4.0.relu,ResNet18,None,Untrained,PyTorch
35.723176377397365,10.675502152884315,17.055516576253122,4.346511344319545,layer4.1.relu,ResNet18,None,Untrained,PyTorch
23.506816007077088,6.963727788495756,13.313769042937128,3.363922462622767,layer1.0.relu,ResNet50,None,Untrained,PyTorch
23.967417472669375,7.923734052190668,13.541969772763544,3.1807614361854073,layer1.1.relu,ResNet50,None,Untrained,PyTorch
23.38157968162099,6.920231272481343,12.626164342201083,3.1561329344104765,layer1.2.relu,ResNet50,None,Untrained,PyTorch
26.160026292270345,7.370839461166558,14.264074435750324,3.4872218276236557,layer2.0.relu,ResNet50,None,Untrained,PyTorch
27.530959100782137,7.370769602430075,14.192055197661423,4.039023317852882,layer2.1.relu,ResNet50,None,Untrained,PyTorch
26.711308670362357,8.700243731473774,13.535098599460277,3.90313125099956,layer2.2.relu,ResNet50,None,Untrained,PyTorch
24.60850911006248,8.309540559300856,11.92999092740305,3.071467571385131,layer2.3.relu,ResNet50,None,Untrained,PyTorch
29.377606923056447,7.622785253246087,13.292203966363193,3.574776013432032,layer3.0.relu,ResNet50,None,Untrained,PyTorch
25.947350320755017,7.694019376561094,11.56822042795395,3.1023299436825456,layer3.1.relu,ResNet50,None,Untrained,PyTorch
25.213204470373032,7.3604926310934955,10.882585150412762,2.847797311922879,layer3.2.relu,ResNet50,None,Untrained,PyTorch
25.560924039567144,6.849536662274487,10.50819295917848,2.875874958326185,layer3.3.relu,ResNet50,None,Untrained,PyTorch
24.46279075285444,6.209104167833319,10.02326978397375,2.6721112781541874,layer3.4.relu,ResNet50,None,Untrained,PyTorch
24.019487836459504,5.913999722352396,9.599535196865643,2.456991668627225,layer3.5.relu,ResNet50,None,Untrained,PyTorch
28.859360836062823,6.772280189844525,11.689203534307017,3.2718880505153725,layer4.0.relu,ResNet50,None,Untrained,PyTorch
26.70027654864762,7.983871933671581,10.933647270285949,2.8511493055566453,layer4.1.relu,ResNet50,None,Untrained,PyTorch
27.212418414327075,8.62711164071203,10.73562355472476,2.8741572473717234,layer4.2.relu,ResNet50,None,Untrained,PyTorch
23.1424837844453,7.34008962520226,14.161480098813804,2.5757730683832567,layer1.0.relu,ResNet18,Object Classification,Supervised,PyTorch
25.312807365648435,8.01044819841277,15.964836017573672,2.720997668619124,layer1.1.relu,ResNet18,Object Classification,Supervised,PyTorch
32.448094740296966,7.866129431033031,20.85444591392813,3.702777072677075,layer2.0.relu,ResNet18,Object Classification,Supervised,PyTorch
33.85243608877508,7.9518419578640245,22.86713417295965,3.619341519744275,layer2.1.relu,ResNet18,Object Classification,Supervised,PyTorch
32.58114154563098,7.420123599961205,22.658391166163778,5.59879324446692,layer3.0.relu,ResNet18,Object Classification,Supervised,PyTorch
31.65751099221715,7.183264439283139,22.32408615720057,5.534208507290179,layer3.1.relu,ResNet18,Object Classification,Supervised,PyTorch
30.5166900733616,7.123395258221565,25.027242942776567,5.895591166642176,layer4.0.relu,ResNet18,Object Classification,Supervised,PyTorch
25.5462950135019,4.542515884487074,22.285155716584732,5.980805796874971,layer4.1.relu,ResNet18,Object Classification,Supervised,PyTorch
25.323624792179817,7.285387728410893,16.27312091751621,3.2272453481272865,layer1.0.relu,ResNet50,Object Classification,Supervised,PyTorch
27.521420102608076,7.901038842222277,17.793773360879012,3.4652582515861856,layer1.1.relu,ResNet50,Object Classification,Supervised,PyTorch
32.49150415103598,8.18266182787027,20.219406839850134,3.851793836679097,layer1.2.relu,ResNet50,Object Classification,Supervised,PyTorch
35.07458650854282,7.202950963413644,22.684417783842875,4.3389909858970315,layer2.0.relu,ResNet50,Object Classification,Supervised,PyTorch
36.17306561572306,7.993021349427844,24.804488494913357,5.01861566213162,layer2.1.relu,ResNet50,Object Classification,Supervised,PyTorch
40.064829308683585,8.155617502437844,27.605978695738127,6.078838617025298,layer2.2.relu,ResNet50,Object Classification,Supervised,PyTorch
42.40618737359925,8.083726829845249,29.670573862997653,6.991268577341593,layer2.3.relu,ResNet50,Object Classification,Supervised,PyTorch
35.57942668269473,8.489370568288782,26.866057510720715,7.603151929828664,layer3.0.relu,ResNet50,Object Classification,Supervised,PyTorch
35.617225424387456,8.232794050562653,27.361560069807513,7.803453887441841,layer3.1.relu,ResNet50,Object Classification,Supervised,PyTorch
36.24038229169267,8.027131875226264,28.789406389007326,8.683955355120801,layer3.2.relu,ResNet50,Object Classification,Supervised,PyTorch
35.616617261364915,7.592726208904181,29.028164533524205,8.742424127598952,layer3.3.relu,ResNet50,Object Classification,Supervised,PyTorch
35.116331326926236,7.51712392358616,28.590006826065018,8.43194991894717,layer3.4.relu,ResNet50,Object Classification,Supervised,PyTorch
