num_pcs,scores,layer,architecture,task,kind,source
1,0.004401795938556134,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
6,0.007185182129119876,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
11,0.008447962900631736,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
16,0.01357437432128202,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
21,0.020555098047965792,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
26,0.022650399858570258,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
31,0.022727426076166794,layer3.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
1,0.0045003714558906425,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
6,0.005809035588063389,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
11,0.007121312915304838,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
16,0.007553268058606066,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
21,0.008279882434373503,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
26,0.00870566424597202,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
31,0.010307797223243521,layer3.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
1,0.004465622781155678,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
6,0.005130144646138834,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
11,0.005488406268491396,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
16,0.0061322489670979545,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
21,0.0051509511574545416,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
26,0.005728761832370247,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
31,0.006512174309424342,layer3.4.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
1,0.004494425301230503,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
6,0.005319709538502331,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
11,0.005464985680476683,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
16,0.006270399072909611,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
21,0.00577077442653841,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
26,0.005153189872882318,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
31,0.006456826091022796,layer3.5.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
1,0.0045886892420738245,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
6,0.0052569620817030415,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
11,0.006359892471947436,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
16,0.00495351489547075,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
21,0.00475740724723993,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
26,0.004617677188470342,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
31,0.0050774845982160905,layer4.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
1,0.004429612435829624,layer4.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
6,0.005409503620252829,layer4.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
11,0.004780482918320659,layer4.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
16,0.003945392900441315,layer4.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
21,0.004916221894396078,layer4.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
26,0.004347374115504343,layer4.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
31,0.003941408822334925,layer4.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
1,0.004387168061676951,layer4.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
6,0.004782693348095164,layer4.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
11,0.004338217927213306,layer4.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
16,0.0038510991602747906,layer4.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
21,0.0034282899276740207,layer4.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
26,0.0034977108274412707,layer4.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
31,0.003894791450596027,layer4.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
1,0.013771663165170834,layer1.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.04820228299055553,layer1.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
11,0.09409187722784135,layer1.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
16,0.10908659993825216,layer1.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.11908716407292062,layer1.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
26,0.12562090603516124,layer1.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
31,0.13409521883952824,layer1.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.01015922606348882,layer1.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.057774412420795125,layer1.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
11,0.11173332772745521,layer1.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
16,0.12424614676381605,layer1.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.13338845962275778,layer1.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
26,0.13818951214375105,layer1.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
31,0.14275523102577214,layer1.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.003716952932128203,layer1.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.06735317890892606,layer1.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
11,0.09486469647434399,layer1.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
16,0.12484133679163503,layer1.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.1354744544252513,layer1.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
26,0.14012553043761908,layer1.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
31,0.14619841832131727,layer1.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.0027505906092218074,layer2.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.03687041935061245,layer2.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
11,0.06894060122624249,layer2.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
16,0.08919999459562784,layer2.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.1127580654931751,layer2.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
26,0.11805458128771448,layer2.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
31,0.12249838271352956,layer2.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.0027381834095429286,layer2.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.02193561660343128,layer2.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
11,0.03621244467175204,layer2.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
16,0.05787309589579361,layer2.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.07041130142845628,layer2.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
26,0.07556256645614223,layer2.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
31,0.0892039721834546,layer2.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.003106476893174406,layer2.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.02128711059948289,layer2.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
11,0.03275355319237743,layer2.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
16,0.04181243744091514,layer2.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.05609891588488165,layer2.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
26,0.061331035572017384,layer2.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
31,0.06716397397498133,layer2.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.0037421294685580798,layer2.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.021554141717608503,layer2.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
11,0.032807583957263624,layer2.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
16,0.04126516625734934,layer2.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.05030193991576009,layer2.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
26,0.05544715370844325,layer2.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
31,0.05816195173062392,layer2.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.005004121968303278,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.02408289980790277,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
11,0.030162563287586357,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
16,0.03977251045289937,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.05154289144536337,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
26,0.06109826157503691,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
31,0.06084964745076672,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.002848234335999576,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.02549031653909426,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
11,0.029529396277833152,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
16,0.03486899925050447,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.03814602996099752,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
26,0.04890560270461983,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
31,0.0512270618332369,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.0015994480781026837,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.020780600217303963,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
11,0.026947500148208035,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
16,0.02827220758315894,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.0320744426504924,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
26,0.03635127245160219,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
31,0.039948370361022605,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.0015373052324216463,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.02096043958395313,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
11,0.024107889476408188,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
16,0.02867644028603929,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.03129344452275538,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
26,0.03549736336634771,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
31,0.03673816501256491,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.0016838733796159058,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.014701843279899948,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
11,0.02498210843231029,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
16,0.027888056270638534,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.03065007137314002,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
26,0.03606415115564264,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
31,0.035314949204039416,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.001387654935572648,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.01969877776689169,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
11,0.023168404854924593,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
16,0.030783455234977324,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.03343098772047757,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
26,0.03829515499864889,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
31,0.041128328680737465,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.0009755265775785763,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.016540439118517263,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
11,0.022627085288927866,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
16,0.02508707338319508,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.028287548341281245,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
26,0.03644006887693608,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
31,0.03765903381798468,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.0008262674577474393,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.01189961730507284,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
11,0.021970898178705518,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
16,0.022797961779214847,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.02574526304104281,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
26,0.028373303891496133,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
31,0.03355345111761153,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.0007393335420532456,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.01212655920459992,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
11,0.0202989647521382,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
16,0.02087536831193348,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.02204565569819389,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
26,0.02456733407919016,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
31,0.026559957556506208,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.015657008477691043,layer1.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
6,0.05192060346198295,layer1.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
11,0.097106489722646,layer1.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
16,0.10231470596137564,layer1.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
21,0.10800971324616512,layer1.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
26,0.10998716332064137,layer1.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
31,0.1127288114959924,layer1.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
1,0.014227490325628232,layer1.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
6,0.059112607860963645,layer1.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
11,0.09853235349422913,layer1.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
16,0.10559057535486835,layer1.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
21,0.11024891566753652,layer1.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
26,0.1097729937255371,layer1.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
31,0.11294949632270303,layer1.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
1,0.013454535032202723,layer1.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
6,0.057644745292517674,layer1.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
11,0.0817607519143466,layer1.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
16,0.09354636115981356,layer1.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
21,0.10083455699262045,layer1.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
26,0.10184635913181721,layer1.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
31,0.10195461702526538,layer1.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
1,0.012494005472942028,layer2.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
6,0.05188217262988593,layer2.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
11,0.06635305006491907,layer2.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
16,0.07779258299356714,layer2.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
21,0.08541439573280948,layer2.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
26,0.0875731709242443,layer2.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
31,0.09485296383505142,layer2.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
1,0.013710079214334089,layer2.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
6,0.05737513059190457,layer2.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
11,0.06614820970784809,layer2.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
16,0.07947676521841458,layer2.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
21,0.08404102667091311,layer2.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
26,0.08828647116664222,layer2.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
31,0.09391540827407992,layer2.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
1,0.014211668654292013,layer2.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
6,0.057661982639120965,layer2.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
11,0.06549681668346283,layer2.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
16,0.07658843284093464,layer2.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
21,0.08366198170406343,layer2.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
26,0.08754113121372431,layer2.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
31,0.08947745717989568,layer2.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
1,0.014547607587765764,layer2.3.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
6,0.0460818596712683,layer2.3.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
11,0.053323951181489054,layer2.3.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
16,0.06015652134486362,layer2.3.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
21,0.06489358651184164,layer2.3.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
26,0.06836421924672163,layer2.3.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
31,0.07188199702068884,layer2.3.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
1,0.013134536295302106,layer3.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
6,0.057825783030481644,layer3.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
11,0.061648561282811196,layer3.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
16,0.06438569729103301,layer3.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
21,0.0693396151076701,layer3.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
26,0.07119885593084045,layer3.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
31,0.07639904416367996,layer3.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
1,0.01223586899742487,layer3.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
6,0.056288039115962946,layer3.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
11,0.058700978197487964,layer3.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
16,0.062478839972887744,layer3.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
21,0.06734443783680852,layer3.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
26,0.06866627066471066,layer3.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
31,0.07352722991246068,layer3.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
1,0.0121811211233626,layer3.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
6,0.05661824031064417,layer3.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
11,0.05938140353231464,layer3.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
16,0.06266242177958767,layer3.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
21,0.06731025724448043,layer3.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
26,0.0699782310587396,layer3.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
31,0.0746357866167579,layer3.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
1,0.01229909247840291,layer3.3.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
6,0.05715175643951042,layer3.3.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
11,0.0599552618364089,layer3.3.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
16,0.0626556953688077,layer3.3.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
21,0.06754716641753725,layer3.3.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
26,0.07063260243669235,layer3.3.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
31,0.07520428803865428,layer3.3.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
1,0.012602960832075119,layer3.4.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
6,0.05884412327602817,layer3.4.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
11,0.06310209189176437,layer3.4.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
16,0.06490046534846734,layer3.4.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
21,0.06946775372084173,layer3.4.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
26,0.07447207982625727,layer3.4.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
31,0.08060630469836068,layer3.4.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
1,0.012695230580830857,layer3.5.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
6,0.05857533850493961,layer3.5.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
11,0.06137670055056683,layer3.5.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
16,0.06458491194818079,layer3.5.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
21,0.06838499172244655,layer3.5.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
26,0.07541191559967778,layer3.5.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
31,0.08037209613787742,layer3.5.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
1,0.010384273527530652,layer4.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
6,0.05063579491292557,layer4.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
11,0.05279644767118432,layer4.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
16,0.055359911222767295,layer4.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
21,0.05631888678393096,layer4.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
26,0.05897281582010865,layer4.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
31,0.06319485453336494,layer4.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
1,0.010599868759125613,layer4.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
6,0.045949987324536076,layer4.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
11,0.051174836140710056,layer4.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
16,0.05450403992712935,layer4.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
21,0.057232625448345946,layer4.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
26,0.05902091102705926,layer4.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
31,0.06415570857287729,layer4.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
1,0.011282349649496487,layer4.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
6,0.04135485629313164,layer4.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
11,0.04559265196218932,layer4.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
16,0.049626642900518554,layer4.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
21,0.05086516064734721,layer4.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
26,0.05310680919030878,layer4.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
31,0.05691431521572171,layer4.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
1,0.02224081356661907,layer1.0.relu,ResNet50,Edge Detection (3D),Supervised,Taskonomy
6,0.06489910547355088,layer1.0.relu,ResNet50,Edge Detection (3D),Supervised,Taskonomy
11,0.11365873007405092,layer1.0.relu,ResNet50,Edge Detection (3D),Supervised,Taskonomy
16,0.12505375710278907,layer1.0.relu,ResNet50,Edge Detection (3D),Supervised,Taskonomy
21,0.13328159895105388,layer1.0.relu,ResNet50,Edge Detection (3D),Supervised,Taskonomy
26,0.13859369412743106,layer1.0.relu,ResNet50,Edge Detection (3D),Supervised,Taskonomy
31,0.14069513209090326,layer1.0.relu,ResNet50,Edge Detection (3D),Supervised,Taskonomy
1,0.022796944402335186,layer1.1.relu,ResNet50,Edge Detection (3D),Supervised,Taskonomy
6,0.060473186250014854,layer1.1.relu,ResNet50,Edge Detection (3D),Supervised,Taskonomy
11,0.10862147568769788,layer1.1.relu,ResNet50,Edge Detection (3D),Supervised,Taskonomy
16,0.1231528325854456,layer1.1.relu,ResNet50,Edge Detection (3D),Supervised,Taskonomy
21,0.13598271554874164,layer1.1.relu,ResNet50,Edge Detection (3D),Supervised,Taskonomy
26,0.13895852171640863,layer1.1.relu,ResNet50,Edge Detection (3D),Supervised,Taskonomy
31,0.14141406665975337,layer1.1.relu,ResNet50,Edge Detection (3D),Supervised,Taskonomy
1,0.02103759465668616,layer1.2.relu,ResNet50,Edge Detection (3D),Supervised,Taskonomy
6,0.06291761803770451,layer1.2.relu,ResNet50,Edge Detection (3D),Supervised,Taskonomy
11,0.101961102797424,layer1.2.relu,ResNet50,Edge Detection (3D),Supervised,Taskonomy
16,0.12021104263807099,layer1.2.relu,ResNet50,Edge Detection (3D),Supervised,Taskonomy
21,0.1299126924355952,layer1.2.relu,ResNet50,Edge Detection (3D),Supervised,Taskonomy
26,0.13305316042636117,layer1.2.relu,ResNet50,Edge Detection (3D),Supervised,Taskonomy
31,0.1375220156141233,layer1.2.relu,ResNet50,Edge Detection (3D),Supervised,Taskonomy
1,0.017877942894466637,layer2.0.relu,ResNet50,Edge Detection (3D),Supervised,Taskonomy
6,0.08849427003385774,layer2.0.relu,ResNet50,Edge Detection (3D),Supervised,Taskonomy
