num_pcs,scores,layer,architecture,task,kind,source
26,0.09930834967959187,layer4.1.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
31,0.10628030904406471,layer4.1.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
1,0.006435032508190964,layer4.2.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
6,0.04388888451251648,layer4.2.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
11,0.06261893462893606,layer4.2.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
16,0.08044010342037172,layer4.2.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
21,0.08601115409850996,layer4.2.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
26,0.09071048303799649,layer4.2.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
31,0.09562044378751466,layer4.2.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
1,0.017220776075899127,layer1.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
6,0.0773856695240852,layer1.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
11,0.11262780587947596,layer1.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
16,0.1156701701984597,layer1.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
21,0.12014957729748565,layer1.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
26,0.12835330111119153,layer1.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
31,0.13138318763900014,layer1.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
1,0.01608879396517998,layer1.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
6,0.07053884697113959,layer1.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
11,0.10697176658409578,layer1.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
16,0.11275805286142483,layer1.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
21,0.11895263682959441,layer1.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
26,0.12303638472202888,layer1.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
31,0.12547058061493604,layer1.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
1,0.014296829508948216,layer1.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
6,0.06846254332624249,layer1.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
11,0.1038838922603994,layer1.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
16,0.11474644356014105,layer1.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
21,0.11949071373318344,layer1.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
26,0.12221366280095379,layer1.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
31,0.12307568180638809,layer1.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
1,0.01376591865081045,layer2.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
6,0.07312364215273054,layer2.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
11,0.10948444291339363,layer2.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
16,0.1327475905027141,layer2.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
21,0.14331712271398098,layer2.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
26,0.151086254403003,layer2.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
31,0.15713832433759006,layer2.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
1,0.015199185570375041,layer2.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
6,0.07362724471745534,layer2.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
11,0.11612150350580049,layer2.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
16,0.1340067146460267,layer2.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
21,0.14850151965924846,layer2.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
26,0.15840513282791696,layer2.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
31,0.16276207594904363,layer2.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
1,0.014842445247191497,layer2.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
6,0.08067683361642847,layer2.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
11,0.12654295861846254,layer2.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
16,0.1455374465738239,layer2.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
21,0.15728104752960548,layer2.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
26,0.16283867300012386,layer2.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
31,0.16710581384143744,layer2.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
1,0.014765594247319495,layer2.3.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
6,0.07487495750015118,layer2.3.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
11,0.10526167469060499,layer2.3.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
16,0.11483500844959597,layer2.3.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
21,0.13542497575971332,layer2.3.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
26,0.13928724104726803,layer2.3.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
31,0.1414192239826189,layer2.3.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
1,0.014588220759961202,layer3.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
6,0.07311650157172088,layer3.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
11,0.11521034448556666,layer3.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
16,0.1318851405062485,layer3.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
21,0.14565773581916452,layer3.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
26,0.14745632318822222,layer3.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
31,0.15663440686019472,layer3.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
1,0.014648136674086737,layer3.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
6,0.07361859673698717,layer3.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
11,0.10892652241752138,layer3.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
16,0.1289987616202961,layer3.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
21,0.14076066530312364,layer3.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
26,0.14956981552256557,layer3.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
31,0.15722238068242628,layer3.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
1,0.014803407700388143,layer3.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
6,0.07224226933748389,layer3.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
11,0.10482932850343332,layer3.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
16,0.12486097055587435,layer3.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
21,0.14040408610772373,layer3.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
26,0.14987079388716695,layer3.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
31,0.1563021565953968,layer3.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
1,0.013713335435084822,layer3.3.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
6,0.07238917956416985,layer3.3.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
11,0.100233048389751,layer3.3.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
16,0.12941174160205024,layer3.3.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
21,0.14336628783865651,layer3.3.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
26,0.15076830590744386,layer3.3.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
31,0.1566508381555028,layer3.3.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
1,0.013002889216700645,layer3.4.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
6,0.058217859650148196,layer3.4.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
11,0.10752917536064797,layer3.4.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
16,0.12273750233252731,layer3.4.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
21,0.1404161189618971,layer3.4.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
26,0.15213544961773645,layer3.4.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
31,0.1573650093940569,layer3.4.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
1,0.013555198263990905,layer3.5.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
6,0.0567996727239046,layer3.5.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
11,0.08962687580587857,layer3.5.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
16,0.10902854521537417,layer3.5.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
21,0.1345146095229761,layer3.5.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
26,0.15196255946287204,layer3.5.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
31,0.15604313014516366,layer3.5.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
1,0.008715151634089245,layer4.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
6,0.04359385121218664,layer4.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
11,0.060208246175642535,layer4.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
16,0.07490538773062018,layer4.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
21,0.08912685478499249,layer4.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
26,0.1024961931918946,layer4.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
31,0.11369696646485447,layer4.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
1,0.010028922779684063,layer4.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
6,0.04095763175887822,layer4.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
11,0.0521153789016846,layer4.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
16,0.06438258907440897,layer4.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
21,0.07132821796807019,layer4.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
26,0.08006329753219324,layer4.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
31,0.08747610274411317,layer4.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
1,0.008943264446209834,layer4.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
6,0.04508810240514693,layer4.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
11,0.05876667314799373,layer4.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
16,0.06243535148315956,layer4.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
21,0.07007120845211383,layer4.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
26,0.07625228027412019,layer4.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
31,0.07681371834352543,layer4.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
1,0.024840291766388658,layer1.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
6,0.07390890842081908,layer1.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
11,0.10822994819335911,layer1.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
16,0.12939910555699563,layer1.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
21,0.13504432859009763,layer1.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
26,0.1382197913293101,layer1.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
31,0.14143694679899796,layer1.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
1,0.024656102298460925,layer1.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
6,0.07787055359284117,layer1.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
11,0.1166865542492666,layer1.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
16,0.13727504483124842,layer1.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
21,0.1410119345005333,layer1.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
26,0.14769707494497278,layer1.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
31,0.15714195054664148,layer1.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
1,0.022715176874201153,layer1.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
6,0.0786844945934418,layer1.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
11,0.1062579974306293,layer1.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
16,0.12667257910808596,layer1.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
21,0.1398566671364952,layer1.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
26,0.1457674027613459,layer1.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
31,0.15103493209812635,layer1.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
1,0.02343669032867033,layer2.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
6,0.09082651144570277,layer2.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
11,0.12361169157549852,layer2.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
16,0.16419804106251754,layer2.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
21,0.17678209017195134,layer2.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
26,0.18651770861538197,layer2.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
31,0.1923845204629161,layer2.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
1,0.023443608292907266,layer2.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
6,0.0973402657971119,layer2.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
11,0.1373986609633809,layer2.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
16,0.172684764007286,layer2.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
21,0.17956748233265532,layer2.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
26,0.18484465739805342,layer2.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
31,0.19407854530543983,layer2.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
1,0.02338381694024966,layer2.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
6,0.10112860874352995,layer2.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
11,0.13543234110028352,layer2.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
16,0.17430271944015344,layer2.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
21,0.1807108113639192,layer2.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
26,0.188164133212368,layer2.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
31,0.19984090436009283,layer2.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
1,0.021582817466094435,layer2.3.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
6,0.09278600345479159,layer2.3.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
11,0.12721618335049104,layer2.3.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
16,0.1523872640215173,layer2.3.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
21,0.16551830402491388,layer2.3.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
26,0.1700556356257573,layer2.3.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
31,0.17630679738534002,layer2.3.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
1,0.01969678447608495,layer3.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
6,0.09111129800097295,layer3.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
11,0.1312005219535201,layer3.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
16,0.15306853443037569,layer3.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
21,0.17392707642435437,layer3.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
26,0.18908276189134468,layer3.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
31,0.19822344983461287,layer3.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
1,0.01512217471259245,layer3.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
6,0.0827646423198912,layer3.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
11,0.11952120556317619,layer3.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
16,0.1450769868692392,layer3.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
21,0.16102534444490837,layer3.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
26,0.17470253113977344,layer3.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
31,0.18567395057156477,layer3.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
1,0.011235519586314342,layer3.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
6,0.07266700657080562,layer3.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
11,0.11202818217410826,layer3.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
16,0.13598164949817435,layer3.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
21,0.15662946751882872,layer3.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
26,0.1651091647947572,layer3.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
31,0.1797618040005675,layer3.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
1,0.009905555434820298,layer3.3.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
6,0.07420262164836793,layer3.3.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
11,0.11581272971014266,layer3.3.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
16,0.139104383937715,layer3.3.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
21,0.16163034813333937,layer3.3.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
26,0.16811355943773876,layer3.3.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
31,0.1822818256171331,layer3.3.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
1,0.009345186475276929,layer3.4.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
6,0.07292692643248302,layer3.4.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
11,0.11524561525557034,layer3.4.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
16,0.14264365346627664,layer3.4.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
21,0.16048287897556002,layer3.4.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
26,0.1685753207995738,layer3.4.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
31,0.1806535875213969,layer3.4.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
1,0.00985361920824389,layer3.5.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
6,0.07509043045230071,layer3.5.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
11,0.11409754093725183,layer3.5.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
16,0.14726047496282,layer3.5.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
21,0.15824935714594182,layer3.5.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
26,0.170978478289975,layer3.5.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
31,0.18320172592705736,layer3.5.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
1,0.005712030077330621,layer4.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
6,0.03030742005632445,layer4.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
11,0.07133078457217201,layer4.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
16,0.08668726330987936,layer4.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
21,0.10559440076633958,layer4.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
26,0.11298294196398061,layer4.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
31,0.12224962550923595,layer4.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
1,0.0036371001787867535,layer4.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
6,0.028130074169200103,layer4.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
11,0.053367648861378014,layer4.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
16,0.06800306355986019,layer4.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
21,0.08383119583672381,layer4.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
26,0.0988485094851779,layer4.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
31,0.10786713558467591,layer4.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
1,0.003973351252525589,layer4.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
6,0.02808256714073353,layer4.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
11,0.042855115520080575,layer4.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
16,0.05925218223425716,layer4.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
21,0.06605151376387297,layer4.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
26,0.08217753916130836,layer4.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
31,0.09036105184828468,layer4.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
1,0.022436922402270878,layer1.0.relu,ResNet50,Object Classification,Supervised,Taskonomy
6,0.059357843083207254,layer1.0.relu,ResNet50,Object Classification,Supervised,Taskonomy
11,0.11121235819068445,layer1.0.relu,ResNet50,Object Classification,Supervised,Taskonomy
16,0.13720046384814163,layer1.0.relu,ResNet50,Object Classification,Supervised,Taskonomy
21,0.1412055647352058,layer1.0.relu,ResNet50,Object Classification,Supervised,Taskonomy
26,0.14484192703870372,layer1.0.relu,ResNet50,Object Classification,Supervised,Taskonomy
31,0.15199847380448392,layer1.0.relu,ResNet50,Object Classification,Supervised,Taskonomy
1,0.02308193795804624,layer1.1.relu,ResNet50,Object Classification,Supervised,Taskonomy
6,0.0656094533367023,layer1.1.relu,ResNet50,Object Classification,Supervised,Taskonomy
11,0.11675883396314295,layer1.1.relu,ResNet50,Object Classification,Supervised,Taskonomy
16,0.13719317927552932,layer1.1.relu,ResNet50,Object Classification,Supervised,Taskonomy
21,0.14270959542183634,layer1.1.relu,ResNet50,Object Classification,Supervised,Taskonomy
26,0.1460447122008381,layer1.1.relu,ResNet50,Object Classification,Supervised,Taskonomy
31,0.15130332704441998,layer1.1.relu,ResNet50,Object Classification,Supervised,Taskonomy
1,0.021568772520571627,layer1.2.relu,ResNet50,Object Classification,Supervised,Taskonomy
6,0.071343562743927,layer1.2.relu,ResNet50,Object Classification,Supervised,Taskonomy
11,0.1117686906569644,layer1.2.relu,ResNet50,Object Classification,Supervised,Taskonomy
16,0.14114132561106554,layer1.2.relu,ResNet50,Object Classification,Supervised,Taskonomy
21,0.14592796856576895,layer1.2.relu,ResNet50,Object Classification,Supervised,Taskonomy
26,0.15545160868617433,layer1.2.relu,ResNet50,Object Classification,Supervised,Taskonomy
31,0.15771250444080298,layer1.2.relu,ResNet50,Object Classification,Supervised,Taskonomy
1,0.022283000154778246,layer2.0.relu,ResNet50,Object Classification,Supervised,Taskonomy
6,0.08793528057985019,layer2.0.relu,ResNet50,Object Classification,Supervised,Taskonomy
11,0.12335452345722983,layer2.0.relu,ResNet50,Object Classification,Supervised,Taskonomy
16,0.15837812229888237,layer2.0.relu,ResNet50,Object Classification,Supervised,Taskonomy
21,0.16931900376947698,layer2.0.relu,ResNet50,Object Classification,Supervised,Taskonomy
26,0.17465790743752777,layer2.0.relu,ResNet50,Object Classification,Supervised,Taskonomy
31,0.17873687298651553,layer2.0.relu,ResNet50,Object Classification,Supervised,Taskonomy
1,0.023145690448410278,layer2.1.relu,ResNet50,Object Classification,Supervised,Taskonomy
6,0.09317297147864281,layer2.1.relu,ResNet50,Object Classification,Supervised,Taskonomy
11,0.12921910662494193,layer2.1.relu,ResNet50,Object Classification,Supervised,Taskonomy
16,0.1689599936445321,layer2.1.relu,ResNet50,Object Classification,Supervised,Taskonomy
21,0.18111799378670176,layer2.1.relu,ResNet50,Object Classification,Supervised,Taskonomy
26,0.18501405191916886,layer2.1.relu,ResNet50,Object Classification,Supervised,Taskonomy
31,0.1906729741794778,layer2.1.relu,ResNet50,Object Classification,Supervised,Taskonomy
1,0.021256101282715822,layer2.2.relu,ResNet50,Object Classification,Supervised,Taskonomy
6,0.09139232598422506,layer2.2.relu,ResNet50,Object Classification,Supervised,Taskonomy
11,0.1304932273860784,layer2.2.relu,ResNet50,Object Classification,Supervised,Taskonomy
16,0.1703615928626879,layer2.2.relu,ResNet50,Object Classification,Supervised,Taskonomy
21,0.18769160308135546,layer2.2.relu,ResNet50,Object Classification,Supervised,Taskonomy
26,0.19453645778516604,layer2.2.relu,ResNet50,Object Classification,Supervised,Taskonomy
