between-concept dimensionality,between-concept radius,bias (mean),bias (std),layer,other signal-noise-overlap (mean),other signal-noise-overlap (std),self signal-noise-overlap (mean),self signal-noise-overlap (std),signal (mean),signal (std),signal-noise-ratio (mean),signal-noise-ratio (std),within-concept dimensionality (mean),within-concept dimensionality (std),within-concept radius (mean),within-concept radius (std),architecture,task,kind,source
1.7049836524352353,0.16651654243469238,0.011452492326498032,0.1537923961877823,layer1.0.relu,17.292245864868164,12.48076057434082,17.181888580322266,12.088973045349121,3.8393239974975586,2.1176209449768066,0.4706190377088451,0.22255081040991243,2.4110894482103786,0.5427856912898912,0.3813573122024536,0.04160303622484207,ResNet18,None,Untrained,PyTorch
1.6058696110522308,0.21723675727844238,0.009360535070300102,0.13873206079006195,layer1.1.relu,16.151042938232422,11.574670791625977,16.07175064086914,11.302962303161621,3.562638759613037,1.937455177307129,0.43580842386379853,0.19669948265136064,2.48188625559955,0.5446298049276931,0.5399781465530396,0.05316237732768059,ResNet18,None,Untrained,PyTorch
1.744235670411379,0.23876336216926575,0.00712320813909173,0.12055188417434692,layer2.0.relu,14.317262649536133,10.01201057434082,14.261954307556152,9.846806526184082,3.382582902908325,1.7303606271743774,0.4487066110055119,0.19620927916639097,2.869248125908818,0.6653175712827113,0.6312069892883301,0.05336804315447807,ResNet18,None,Untrained,PyTorch
1.6360467625360153,0.31529349088668823,0.007442475762218237,0.12327220290899277,layer2.1.relu,14.97415828704834,10.690467834472656,14.922990798950195,10.539875984191895,3.3449432849884033,1.7901175022125244,0.42048887749697406,0.19136745335194963,2.483651507780642,0.5298684435575239,0.8361991047859192,0.07168304920196533,ResNet18,None,Untrained,PyTorch
1.7065245114727032,0.3455740213394165,0.006554740015417337,0.11546142399311066,layer3.0.relu,13.013604164123535,9.490076065063477,12.969792366027832,9.373236656188965,3.099801778793335,1.657741904258728,0.42061658685158027,0.19080626553351615,2.913386367262281,0.66466367472085,0.9918661713600159,0.07925551384687424,ResNet18,None,Untrained,PyTorch
1.5866536844453933,0.4472845792770386,0.007908493280410767,0.12706521153450012,layer3.1.relu,13.44914722442627,9.942357063293457,13.403167724609375,9.813278198242188,2.9825613498687744,1.6439297199249268,0.38018871576761554,0.17928723598712315,2.4371168164401484,0.4593148784395138,1.3312896490097046,0.11624026298522949,ResNet18,None,Untrained,PyTorch
1.7879989410893338,0.4985693395137787,0.007185047492384911,0.1209268718957901,layer4.0.relu,11.308635711669922,8.222352981567383,11.257328987121582,8.069499969482422,2.763761043548584,1.4264719486236572,0.39972572968871545,0.19604827899814536,3.013839316618481,0.6904475433337145,1.6270369291305542,0.13589175045490265,ResNet18,None,Untrained,PyTorch
1.5319874035201815,0.6797147393226624,0.009347504936158657,0.13821104168891907,layer4.1.relu,12.508296012878418,9.192975997924805,12.44822883605957,9.011399269104004,2.731595754623413,1.4968081712722778,0.3518156666671052,0.18418916653915984,2.4410759195955705,0.48358439646556167,2.22316837310791,0.21194572746753693,ResNet18,None,Untrained,PyTorch
2.091884108467091,0.16045722365379333,0.011543040163815022,0.1541975885629654,layer1.0.relu,15.49652099609375,10.347561836242676,15.3840913772583,9.91616439819336,3.8371164798736572,1.8768317699432373,0.5245781452397038,0.2373487382967311,2.8731659366145426,0.6954105306986514,0.3768654763698578,0.04123229905962944,ResNet50,None,Untrained,PyTorch
1.808871210343506,0.20881159603595734,0.010059954598546028,0.1438518762588501,layer1.1.relu,15.566195487976074,10.717096328735352,15.47323226928711,10.370219230651855,3.5171682834625244,1.783606767654419,0.44532925698853265,0.2037868134497405,2.414305475130889,0.5243747128390513,0.5338618159294128,0.05362127348780632,ResNet50,None,Untrained,PyTorch
1.5603299136855422,0.28253600001335144,0.009575392119586468,0.14029589295387268,layer1.2.relu,15.691693305969238,11.155157089233398,15.610355377197266,10.848990440368652,3.32666015625,1.7836474180221558,0.3960691566989438,0.18416585998341709,2.2188432416372077,0.419725570195083,0.7555495500564575,0.0738258883357048,ResNet50,None,Untrained,PyTorch
1.607245645546804,0.3479366898536682,0.009406485594809055,0.13922783732414246,layer2.0.relu,14.889537811279297,10.620948791503906,14.81036376953125,10.318227767944336,3.1968729496002197,1.6982214450836182,0.38974658575299226,0.18483521484984156,2.2403610097154556,0.4233698509378512,0.9703131318092346,0.0930633693933487,ResNet50,None,Untrained,PyTorch
1.504862341657198,0.48773059248924255,0.009947048500180244,0.14411208033561707,layer2.1.relu,14.630127906799316,10.576911926269531,14.54826831817627,10.225723266601562,2.963608980178833,1.6375294923782349,0.3394676448531604,0.1666179204612941,1.9483481203314434,0.3345910798294658,1.4732786417007446,0.1394764631986618,ResNet50,None,Untrained,PyTorch
1.3813906092632338,0.7441898584365845,0.011468704789876938,0.1555604189634323,layer2.2.relu,14.846151351928711,10.961174964904785,14.7621488571167,10.582907676696777,2.8416295051574707,1.651836633682251,0.3056481464871921,0.15502774832799418,1.7538136050153963,0.2735663466129193,2.331727981567383,0.23259437084197998,ResNet50,None,Untrained,PyTorch
1.330698966403419,1.0588977336883545,0.012336070649325848,0.1616738736629486,layer2.3.relu,14.754343032836914,10.922338485717773,14.672060012817383,10.552210807800293,2.7732226848602295,1.6380711793899536,0.2922202553665054,0.1501163863232691,1.7176541433431156,0.2561529673969267,3.3928651809692383,0.34933599829673767,ResNet50,None,Untrained,PyTorch
