80% variance,alpha,effective dimensionality,layer,architecture,task,kind,source
4.0,2.168350043787305,3.400589305826262,layer4.1.relu,ResNet50,Surface Normals Estimation,Supervised,Taskonomy
4.0,2.2792203686628776,3.3014386725865195,layer4.2.relu,ResNet50,Surface Normals Estimation,Supervised,Taskonomy
517.0,0.7589911251415761,118.213225922465,layer1.0.relu,ResNet50,Room Layout,Supervised,Taskonomy
508.0,0.7645158047889355,109.66988520542562,layer1.1.relu,ResNet50,Room Layout,Supervised,Taskonomy
511.0,0.7627040610067791,104.13038419071567,layer1.2.relu,ResNet50,Room Layout,Supervised,Taskonomy
481.0,0.7886617036949545,89.36847761237783,layer2.0.relu,ResNet50,Room Layout,Supervised,Taskonomy
469.0,0.7945244348823368,78.03166954860569,layer2.1.relu,ResNet50,Room Layout,Supervised,Taskonomy
421.0,0.8449991565188895,53.47263939269139,layer2.2.relu,ResNet50,Room Layout,Supervised,Taskonomy
360.0,0.9019264475388267,38.73340845167801,layer2.3.relu,ResNet50,Room Layout,Supervised,Taskonomy
277.0,0.9639918127503939,29.059939685763087,layer3.0.relu,ResNet50,Room Layout,Supervised,Taskonomy
299.0,0.9482645903851701,32.56087841764593,layer3.1.relu,ResNet50,Room Layout,Supervised,Taskonomy
330.0,0.9197810540739839,38.19964459271585,layer3.2.relu,ResNet50,Room Layout,Supervised,Taskonomy
347.0,0.9029645339888441,39.5918114735949,layer3.3.relu,ResNet50,Room Layout,Supervised,Taskonomy
374.0,0.8762195323823366,46.4093259198348,layer3.4.relu,ResNet50,Room Layout,Supervised,Taskonomy
394.0,0.857192407968105,53.15996937924534,layer3.5.relu,ResNet50,Room Layout,Supervised,Taskonomy
416.0,0.806564347035105,88.56218017583682,layer4.0.relu,ResNet50,Room Layout,Supervised,Taskonomy
402.0,0.8059197726161154,97.55070377534646,layer4.1.relu,ResNet50,Room Layout,Supervised,Taskonomy
332.0,0.9059352060425764,70.28280913691889,layer4.2.relu,ResNet50,Room Layout,Supervised,Taskonomy
513.0,0.751630171117458,125.66286665933822,layer1.0.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
466.0,0.8061329876775873,67.83014043613265,layer1.1.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
483.0,0.7919984003480093,83.0800680594369,layer1.2.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
397.0,0.8808321921840453,45.41037539334939,layer2.0.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
383.0,0.8950776955485661,39.522909719698966,layer2.1.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
395.0,0.8831224893805353,43.776109815010834,layer2.2.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
394.0,0.8809051618126408,40.201177659581134,layer2.3.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
188.0,1.0513606149764172,18.68520721092785,layer3.0.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
153.0,1.090345961908728,15.29968819477316,layer3.1.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
178.0,1.063520985632763,16.99470321472925,layer3.2.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
199.0,1.0438376486737233,18.42686636037782,layer3.3.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
225.0,1.0211727321879245,20.373938285936422,layer3.4.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
267.0,0.9840840525248047,23.7253803464952,layer3.5.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
351.0,0.8955126363075238,38.156081713046866,layer4.0.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
352.0,0.8977118096314551,42.48096294432995,layer4.1.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
357.0,0.9006908156941791,49.623358726670055,layer4.2.relu,ResNet50,Unsupervised Segmentation (25D),Self-Supervised,Taskonomy
516.0,0.7282106606422853,137.50415836763136,layer1.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
505.0,0.7512374191604251,108.40957879864966,layer1.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
510.0,0.7520633210085875,108.07830669778535,layer1.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
431.0,0.8400028811032344,67.10974414163765,layer2.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
393.0,0.8685651811771772,53.75530085085306,layer2.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
412.0,0.8461786337546712,59.530020026469074,layer2.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
410.0,0.8480603566553763,57.62324871538646,layer2.3.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
202.0,1.0338459453879336,26.172066813945747,layer3.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
189.0,1.0437153608434322,22.46553860236736,layer3.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
153.0,1.0807218747180602,16.05264133740887,layer3.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
70.0,1.185612106790325,9.317562216311877,layer3.3.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
41.0,1.2463081369050868,6.842766382334278,layer3.4.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
65.0,1.1948335851682612,8.524427070317186,layer3.5.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
10.0,1.427116423647003,4.221756917163636,layer4.0.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
2.0,1.547536274509941,1.576619621277717,layer4.1.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
1.0,1.578393425829343,1.4025340636808035,layer4.2.relu,ResNet50,Unsupervised Segmentation (2D),Self-Supervised,Taskonomy
494.0,0.7999455467383996,73.8515577351791,layer1.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
501.0,0.7857512762104194,70.49475833620444,layer1.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
504.0,0.7860763356242918,69.05623789117416,layer1.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
503.0,0.7934661933360074,80.09910488132944,layer2.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
510.0,0.7799674829281035,79.6699837602547,layer2.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
522.0,0.7582636967923351,94.46386719307401,layer2.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
504.0,0.7710111256601119,88.19857359338643,layer2.3.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
454.0,0.8050489271531301,90.5900331497649,layer3.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
438.0,0.828609223864742,76.2326997445026,layer3.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
446.0,0.8138400167752052,82.55901330997781,layer3.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
453.0,0.8019389637271567,88.65188906885018,layer3.3.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
460.0,0.7912666977489572,95.54553841117693,layer3.4.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
470.0,0.7808055946830585,105.12425844889104,layer3.5.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
435.0,0.7757161305377457,124.54489183959654,layer4.0.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
427.0,0.7983900401209977,105.85032236257723,layer4.1.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
400.0,0.8436494959448525,56.863429660975946,layer4.2.relu,ResNet50,Semantic Segmentation,Supervised,Taskonomy
518.0,0.7592148154067859,107.43840458779614,layer1.0.relu,ResNet50,Object Classification,Supervised,Taskonomy
529.0,0.749544871241975,115.29835195453883,layer1.1.relu,ResNet50,Object Classification,Supervised,Taskonomy
539.0,0.7392444154129444,130.10099816154727,layer1.2.relu,ResNet50,Object Classification,Supervised,Taskonomy
540.0,0.7334576292992336,140.34626919837646,layer2.0.relu,ResNet50,Object Classification,Supervised,Taskonomy
550.0,0.7144069346239182,156.13974724479695,layer2.1.relu,ResNet50,Object Classification,Supervised,Taskonomy
546.0,0.7174322052398109,150.50615311331404,layer2.2.relu,ResNet50,Object Classification,Supervised,Taskonomy
512.0,0.75492243190897,126.43501763455362,layer2.3.relu,ResNet50,Object Classification,Supervised,Taskonomy
447.0,0.8107760524484223,98.55401433108531,layer3.0.relu,ResNet50,Object Classification,Supervised,Taskonomy
452.0,0.8064949775532128,95.78868037103074,layer3.1.relu,ResNet50,Object Classification,Supervised,Taskonomy
471.0,0.7828035204144718,110.96127782091276,layer3.2.relu,ResNet50,Object Classification,Supervised,Taskonomy
480.0,0.7679689859007799,120.04746061951279,layer3.3.relu,ResNet50,Object Classification,Supervised,Taskonomy
482.0,0.7666100536865965,119.91122798562648,layer3.4.relu,ResNet50,Object Classification,Supervised,Taskonomy
490.0,0.7590432235736443,123.0032937808774,layer3.5.relu,ResNet50,Object Classification,Supervised,Taskonomy
418.0,0.8221968665378274,101.49925166995071,layer4.0.relu,ResNet50,Object Classification,Supervised,Taskonomy
394.0,0.8422417994461595,90.67895128516255,layer4.1.relu,ResNet50,Object Classification,Supervised,Taskonomy
355.0,0.8695197401486509,81.63489536950928,layer4.2.relu,ResNet50,Object Classification,Supervised,Taskonomy
511.0,0.7734511629321854,104.29179296783761,layer1.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy
517.0,0.7729281663994482,88.05879569214105,layer1.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy
530.0,0.7520558615897391,111.03497344515448,layer1.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy
513.0,0.7688627109371393,92.4853245249018,layer2.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy
528.0,0.7433693267204,104.2707113290095,layer2.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy
509.0,0.769820940468951,99.62809298306473,layer2.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy
490.0,0.7893018792193086,90.95894504759929,layer2.3.relu,ResNet50,Scene Classification,Supervised,Taskonomy
418.0,0.8431005258938771,74.69397951187484,layer3.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy
426.0,0.8360091496764431,74.39261572515346,layer3.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy
441.0,0.8192314943486575,78.65693352009477,layer3.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy
455.0,0.800353983317067,89.2306923800669,layer3.3.relu,ResNet50,Scene Classification,Supervised,Taskonomy
469.0,0.7844224472790813,98.33858113497504,layer3.4.relu,ResNet50,Scene Classification,Supervised,Taskonomy
482.0,0.7691382695300378,108.47189105937485,layer3.5.relu,ResNet50,Scene Classification,Supervised,Taskonomy
420.0,0.7971156746881108,113.1495940757139,layer4.0.relu,ResNet50,Scene Classification,Supervised,Taskonomy
399.0,0.8180592762409953,103.16377074454307,layer4.1.relu,ResNet50,Scene Classification,Supervised,Taskonomy
332.0,0.888329957733004,78.95995451893833,layer4.2.relu,ResNet50,Scene Classification,Supervised,Taskonomy
337.0,0.9426842243847304,40.829435949817416,layer1.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
255.0,1.0129696715650283,29.60516825333992,layer1.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
147.0,1.098893046111465,17.701058886257496,layer1.2.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
45.0,1.2944816537625077,9.31570105887125,layer2.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
28.0,1.4425252218765356,7.8444031594691275,layer2.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
27.0,1.4696458016586569,7.4778302332221385,layer2.2.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
30.0,1.4022496391845973,7.753161572987539,layer2.3.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
32.0,1.3853375898900062,8.471368659776067,layer3.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
28.0,1.4108616584037224,8.278921906440617,layer3.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
26.0,1.421425825291434,8.001398874673466,layer3.2.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
25.0,1.4289823114456024,8.040443600026608,layer3.3.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
16.0,1.520160408758332,6.364707604634571,layer3.4.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
14.0,1.5192409917590033,5.765818874566117,layer3.5.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
5.0,1.8187940307138268,3.283982086961883,layer4.0.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
3.0,2.0021410921929395,2.114527761322332,layer4.1.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
2.0,2.156635910925108,1.7866928889299325,layer4.2.relu,ResNet50,Inpainting,Self-Supervised,Taskonomy
550.0,0.6863812697216876,149.49232481024757,layer1.0.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
533.0,0.6755232908137434,151.9830556911721,layer1.1.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
521.0,0.6885407383485238,144.20362149511087,layer1.2.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
470.0,0.7204864459140687,133.15405069166658,layer2.0.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
466.0,0.7160650043448417,157.21071703400193,layer2.1.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
464.0,0.7110747090794103,164.5094123312177,layer2.2.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
462.0,0.6947338145113995,196.52715713308453,layer2.3.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
302.0,0.8754437737868681,84.90983352591348,layer3.0.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
230.0,0.9944792052725678,42.658470062942015,layer3.1.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
219.0,0.988389371549608,45.30119091517351,layer3.2.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
205.0,1.0029852457295705,44.32318563871363,layer3.3.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
239.0,0.9470863632469386,60.545378021790086,layer3.4.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
260.0,0.9264782475561996,65.61338186284095,layer3.5.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
355.0,0.8447830479664302,93.35095693610488,layer4.0.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
25.0,1.2727093607663365,5.223990791057499,layer4.1.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
3.0,1.663374085403588,3.1472805855243733,layer4.2.relu,ResNet50,Vanishing Point Estimation,Supervised,Taskonomy
585.0,0.6267200118681013,261.4495891090961,layer1.0.relu,ResNet50,Barlow-Twins,Self-Supervised,Pytorch Hub
627.0,0.5307117407259955,437.50751204228226,layer1.1.relu,ResNet50,Barlow-Twins,Self-Supervised,Pytorch Hub
655.0,0.4459707376214875,625.8613536654876,layer1.2.relu,ResNet50,Barlow-Twins,Self-Supervised,Pytorch Hub
618.0,0.5577185956946741,341.5181100579706,layer2.0.relu,ResNet50,Barlow-Twins,Self-Supervised,Pytorch Hub
634.0,0.4888801476244882,541.4280856638801,layer2.1.relu,ResNet50,Barlow-Twins,Self-Supervised,Pytorch Hub
642.0,0.4673152631382551,592.6780967300884,layer2.2.relu,ResNet50,Barlow-Twins,Self-Supervised,Pytorch Hub
646.0,0.46127541394306387,609.6571366009957,layer2.3.relu,ResNet50,Barlow-Twins,Self-Supervised,Pytorch Hub
581.0,0.6103083820205986,314.7986854509245,layer3.0.relu,ResNet50,Barlow-Twins,Self-Supervised,Pytorch Hub
589.0,0.5706499190025696,379.65189468683127,layer3.1.relu,ResNet50,Barlow-Twins,Self-Supervised,Pytorch Hub
596.0,0.5636230168427857,391.2864392749101,layer3.2.relu,ResNet50,Barlow-Twins,Self-Supervised,Pytorch Hub
604.0,0.5445284932021937,436.3603145205866,layer3.3.relu,ResNet50,Barlow-Twins,Self-Supervised,Pytorch Hub
609.0,0.5589164163737449,393.02870232770493,layer3.4.relu,ResNet50,Barlow-Twins,Self-Supervised,Pytorch Hub
614.0,0.5421873792706697,433.06492815069294,layer3.5.relu,ResNet50,Barlow-Twins,Self-Supervised,Pytorch Hub
582.0,0.5474519505920816,426.24131082134363,layer4.0.relu,ResNet50,Barlow-Twins,Self-Supervised,Pytorch Hub
611.0,0.48986419958706995,541.4113196941158,layer4.1.relu,ResNet50,Barlow-Twins,Self-Supervised,Pytorch Hub
623.0,0.42105754083765723,646.2710501569019,layer4.2.relu,ResNet50,Barlow-Twins,Self-Supervised,Pytorch Hub
