num_pcs,scores,ambient_dim,layer,architecture,task,kind,source
9,0.08465968003090409,256,layer1.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
14,0.11518083289580519,256,layer1.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.1354744544252513,256,layer1.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
30,0.1462922126706994,256,layer1.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
45,0.15485586279282465,256,layer1.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
66,0.1643500222389561,256,layer1.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
97,0.1692743717938246,256,layer1.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
142,0.172082140080232,256,layer1.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
207,0.1773920549257864,256,layer1.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.0027505906092218074,512,layer2.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
2,0.012746300732227702,512,layer2.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
3,0.014894641590019847,512,layer2.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
4,0.026617200266950608,512,layer2.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.03687041935061245,512,layer2.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
9,0.05720148331922122,512,layer2.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
14,0.08172573775954756,512,layer2.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.1127580654931751,512,layer2.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
30,0.12242812458691485,512,layer2.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
45,0.13720468857962945,512,layer2.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
66,0.14712996085670724,512,layer2.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
97,0.15438739536490528,512,layer2.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
142,0.15940416173923969,512,layer2.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
207,0.16190293755015944,512,layer2.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
304,0.16167599813872147,512,layer2.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
445,0.16250958187597692,512,layer2.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.0027381834095429286,512,layer2.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
2,0.011436003634109761,512,layer2.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
3,0.01324717498040038,512,layer2.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
4,0.014770917920754493,512,layer2.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.02193561660343128,512,layer2.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
9,0.024350753572270914,512,layer2.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
14,0.05483207560221313,512,layer2.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.07041130142845628,512,layer2.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
30,0.085850247029088,512,layer2.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
45,0.09728679823683822,512,layer2.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
66,0.10868778929362741,512,layer2.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
97,0.11620812413854742,512,layer2.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
142,0.12253331789493187,512,layer2.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
207,0.12653147287468322,512,layer2.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
304,0.13431358984215827,512,layer2.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
445,0.13336467628313448,512,layer2.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.003106476893174406,512,layer2.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
2,0.010958224631797514,512,layer2.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
3,0.01210714741619465,512,layer2.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
4,0.01726047776436644,512,layer2.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.02128711059948289,512,layer2.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
9,0.029919550089951025,512,layer2.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
14,0.04047464263575709,512,layer2.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.05609891588488165,512,layer2.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
30,0.06736195330728242,512,layer2.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
45,0.0821615037525043,512,layer2.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
66,0.09269652822772448,512,layer2.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
97,0.10236717817538456,512,layer2.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
142,0.10974407824305225,512,layer2.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
207,0.11711836081637886,512,layer2.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
304,0.12059778282805085,512,layer2.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
445,0.12040685817148224,512,layer2.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.0037421294685580798,512,layer2.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
2,0.010536454588996326,512,layer2.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
3,0.010959066572748555,512,layer2.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
4,0.01689471284588082,512,layer2.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.021554141717608503,512,layer2.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
9,0.02994361893001263,512,layer2.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
14,0.038821531805659726,512,layer2.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.05030193991576009,512,layer2.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
30,0.05949306568308784,512,layer2.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
45,0.06471077977792757,512,layer2.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
66,0.07925113383767167,512,layer2.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
97,0.0838577765463282,512,layer2.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
142,0.08995175798603987,512,layer2.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
207,0.0918657942960449,512,layer2.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
304,0.0929162488355786,512,layer2.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
445,0.09274991734075895,512,layer2.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.005004121968303278,1000,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
2,0.012287493684322718,1000,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
3,0.01658219828246915,1000,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
4,0.017860621969105,1000,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.02408289980790277,1000,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
9,0.026936999952401706,1000,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
14,0.036025130226332365,1000,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.05154289144536337,1000,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
30,0.060853727882265785,1000,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
45,0.0673340085687801,1000,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
66,0.07210633279321715,1000,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
97,0.0775717856465208,1000,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
142,0.0827561105083159,1000,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
207,0.08684120723927269,1000,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
304,0.0884774123899407,1000,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
445,0.08841178699521074,1000,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
652,0.08820529757464281,1000,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
955,0.0867528410919725,1000,layer3.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.002848234335999576,1000,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
2,0.00787357124314454,1000,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
3,0.012602391325943525,1000,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
4,0.01957050063472823,1000,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.02549031653909426,1000,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
9,0.028783073778583496,1000,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
14,0.03352276392534323,1000,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.03814602996099752,1000,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
30,0.0501042180145104,1000,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
45,0.057406404312241074,1000,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
66,0.06294660464594558,1000,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
97,0.0675076807443648,1000,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
142,0.07239464177765073,1000,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
207,0.07475215892181948,1000,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
304,0.07512597055869763,1000,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
445,0.07515470725785788,1000,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
652,0.07604902586215183,1000,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
955,0.07604960556786337,1000,layer3.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.0015994480781026837,1000,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
2,0.00787740352591031,1000,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
3,0.011861843350866215,1000,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
4,0.012017014305859053,1000,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.020780600217303963,1000,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
9,0.025398136885428937,1000,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
14,0.02763558426690251,1000,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.0320744426504924,1000,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
30,0.040024821929398595,1000,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
45,0.04762428449250879,1000,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
66,0.05468583099779086,1000,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
97,0.06042185681258518,1000,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
142,0.0634794200861274,1000,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
207,0.06626236706654672,1000,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
304,0.06960401188039576,1000,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
445,0.07070997410464665,1000,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
652,0.07006730895215724,1000,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
955,0.0698238620135115,1000,layer3.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.0015373052324216463,1000,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
2,0.007936194380800917,1000,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
3,0.012285227494816833,1000,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
4,0.012270356912358275,1000,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.02096043958395313,1000,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
9,0.022443063194276903,1000,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
14,0.02599139662754599,1000,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.03129344452275538,1000,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
30,0.036595568066603565,1000,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
45,0.04554078953436291,1000,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
66,0.05118113018010238,1000,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
97,0.05706009838696634,1000,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
142,0.06286386445127132,1000,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
207,0.06611362662444852,1000,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
304,0.06798578976861273,1000,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
445,0.0702047386280434,1000,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
652,0.0706744391727028,1000,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
955,0.07093542498924267,1000,layer3.3.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.0016838733796159058,1000,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
2,0.007698619235211983,1000,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
3,0.010946345431095055,1000,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
4,0.01199391369759049,1000,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.014701843279899948,1000,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
9,0.023934495958608724,1000,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
14,0.02882365737148794,1000,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.03065007137314002,1000,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
30,0.03608166052837916,1000,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
45,0.04603830113223176,1000,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
66,0.05207026802400607,1000,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
97,0.05848545271598291,1000,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
142,0.06468264921529107,1000,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
207,0.06761177766940331,1000,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
304,0.07128917153816502,1000,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
445,0.07344115157187504,1000,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
652,0.07320195294901811,1000,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
955,0.0732571305817531,1000,layer3.4.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.001387654935572648,1000,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
2,0.007702146454957931,1000,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
3,0.009620828278902455,1000,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
4,0.012904112836217467,1000,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.01969877776689169,1000,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
9,0.022867302471196137,1000,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
14,0.02915511007317771,1000,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.03343098772047757,1000,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
30,0.04019839298191372,1000,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
45,0.05045656945799681,1000,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
66,0.05593898539039104,1000,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
97,0.06890170454254485,1000,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
142,0.07208552562978952,1000,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
207,0.07550456701352078,1000,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
304,0.07610867798286754,1000,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
445,0.07509200443239407,1000,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
652,0.07427661023424573,1000,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
955,0.07548401713979785,1000,layer3.5.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.0009755265775785763,1000,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
2,0.0022848473559236395,1000,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
3,0.004041579385442243,1000,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
4,0.008824980744772481,1000,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.016540439118517263,1000,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
9,0.02257004623071473,1000,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
14,0.02470934690908177,1000,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.028287548341281245,1000,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
30,0.03712062051701623,1000,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
45,0.04361740526639911,1000,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
66,0.048653752767571196,1000,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
97,0.055954586651765344,1000,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
142,0.057399011862240244,1000,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
207,0.057945695380136025,1000,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
304,0.06122657983247089,1000,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
445,0.06458390551156085,1000,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
652,0.06705207551758582,1000,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
955,0.06932438314885472,1000,layer4.0.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.0008262674577474393,1000,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
2,0.0012888591467918266,1000,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
3,0.0037700197548491614,1000,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
4,0.009449826576012805,1000,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.01189961730507284,1000,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
9,0.018719834509629742,1000,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
14,0.023381884142558994,1000,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.02574526304104281,1000,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
30,0.03185475122032195,1000,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
45,0.04142222446109563,1000,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
66,0.0448893551705242,1000,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
97,0.051518011180656804,1000,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
142,0.05460555270478279,1000,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
207,0.059016109967017075,1000,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
304,0.0621347631041523,1000,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
445,0.06328381335675322,1000,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
652,0.06385359646713436,1000,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
955,0.06617178994854234,1000,layer4.1.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.0007393335420532456,1000,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
2,0.0010430299916728391,1000,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
3,0.003537092472619213,1000,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
4,0.004294115989220277,1000,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
6,0.01212655920459992,1000,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
9,0.01725590554325101,1000,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
14,0.02108844872286847,1000,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
21,0.02204565569819389,1000,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
30,0.026602620468434448,1000,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
45,0.036699962004180665,1000,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
66,0.040142666854843356,1000,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
97,0.04572034187008074,1000,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
142,0.05147305592435062,1000,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
207,0.05494357833956633,1000,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
304,0.05688420536594448,1000,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
445,0.05893981892125972,1000,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
652,0.06020230715165886,1000,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
955,0.061446275006359956,1000,layer4.2.relu,ResNet50,Denoising,Self-Supervised,Taskonomy
1,0.015657008477691043,256,layer1.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
2,0.021471188406270783,256,layer1.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
3,0.02386438504746389,256,layer1.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
4,0.03252675697100861,256,layer1.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
6,0.05192060346198295,256,layer1.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
9,0.09662943455051387,256,layer1.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
14,0.09962974761430876,256,layer1.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
21,0.10800971324616512,256,layer1.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
30,0.11174740878702567,256,layer1.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
45,0.12390996611134932,256,layer1.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
66,0.12972146284853922,256,layer1.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
97,0.13788965321600893,256,layer1.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
142,0.14319834334374626,256,layer1.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
207,0.14869870523730497,256,layer1.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
1,0.014227490325628232,256,layer1.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
2,0.0234167545984762,256,layer1.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
3,0.028940909744945613,256,layer1.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
4,0.04004287025185646,256,layer1.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
6,0.059112607860963645,256,layer1.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
9,0.09914350210721026,256,layer1.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
14,0.10414701608952241,256,layer1.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
21,0.11024891566753652,256,layer1.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
30,0.11210109809162978,256,layer1.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
45,0.11620139989479066,256,layer1.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
66,0.12032493867990467,256,layer1.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
97,0.1281747109881298,256,layer1.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
142,0.1359638995687087,256,layer1.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
207,0.14211379791730686,256,layer1.1.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
1,0.013454535032202723,256,layer1.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
2,0.023210307545681454,256,layer1.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
3,0.02857660131855356,256,layer1.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
4,0.03651550382739055,256,layer1.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
6,0.057644745292517674,256,layer1.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
9,0.06938751927624122,256,layer1.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
14,0.09190422059533616,256,layer1.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
21,0.10083455699262045,256,layer1.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
30,0.10239144828368736,256,layer1.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
45,0.10523715693488392,256,layer1.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
66,0.10807578690805615,256,layer1.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
97,0.11802139901847013,256,layer1.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
142,0.12476072399409939,256,layer1.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
207,0.12966331141957477,256,layer1.2.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
1,0.012494005472942028,512,layer2.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
2,0.024791862236627518,512,layer2.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
3,0.04386499452599509,512,layer2.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
4,0.047610078083500595,512,layer2.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
6,0.05188217262988593,512,layer2.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
9,0.059571483457049254,512,layer2.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
14,0.07183541476748394,512,layer2.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
21,0.08541439573280948,512,layer2.0.relu,ResNet50,Edge Detection (2D),Supervised,Taskonomy
