accuracy (top 1),accuracy (top 5),MRR,n_train,i_repeat,layer,architecture,task,kind,source
0.0388,0.1636,0.1260506585353757,50,5,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.03,0.124,0.10307745772523176,1,6,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0336,0.14,0.11478940916725594,5,6,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.044,0.1672,0.130104283401617,20,6,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0464,0.17,0.1332640869540342,50,6,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0324,0.1308,0.10927718132676818,1,7,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0388,0.1448,0.11847280646470323,5,7,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0316,0.1636,0.12109960977765363,20,7,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0408,0.164,0.13087964999142881,50,7,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0328,0.1292,0.10911177090772853,1,8,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0412,0.156,0.12303837747287458,5,8,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0416,0.1724,0.12855211334213462,20,8,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0376,0.1688,0.1257671897102488,50,8,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0224,0.1152,0.09726818250556023,1,9,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.038,0.1508,0.11868873192822198,5,9,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0396,0.1716,0.1282923933800045,20,9,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0344,0.1704,0.12647828299664693,50,9,layer3.0.relu,ResNet18,None,Untrained,PyTorch
0.0264,0.1216,0.1039499698870237,1,0,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0304,0.14,0.11043342843200189,5,0,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0444,0.1476,0.12350077288610259,20,0,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.05,0.1604,0.13214334076675474,50,0,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.028,0.1292,0.10418562394360581,1,1,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0292,0.1164,0.10312178887078262,5,1,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0368,0.1528,0.12172330460194078,20,1,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0404,0.1648,0.12755887824835105,50,1,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0296,0.1216,0.10102918122174973,1,2,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0352,0.1316,0.11181097169815646,5,2,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0412,0.1568,0.12306192286475352,20,2,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0352,0.16,0.12265656484876886,50,2,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0296,0.1304,0.10818687319127179,1,3,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.036,0.138,0.11524383306481804,5,3,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0476,0.1664,0.13142977737565428,20,3,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0404,0.1736,0.1306236731685819,50,3,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0204,0.1072,0.0904973626587638,1,4,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0296,0.1364,0.1085508851165085,5,4,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0368,0.148,0.11663046472248084,20,4,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0416,0.1568,0.12669424778525787,50,4,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.024,0.1184,0.09786786006598056,1,5,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0368,0.14,0.11699161643069587,5,5,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0404,0.1512,0.12324747319629276,20,5,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0384,0.1544,0.12338526487758579,50,5,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0304,0.1192,0.10343790860727399,1,6,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.032,0.1376,0.11289365335476882,5,6,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.038,0.1624,0.1249057137390478,20,6,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0416,0.1668,0.12849491802346627,50,6,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0368,0.1232,0.11107468596874223,1,7,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0364,0.1376,0.11419481001047274,5,7,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0276,0.1532,0.11599301992038609,20,7,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0396,0.1676,0.12951108079581145,50,7,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0332,0.1224,0.10764347311891954,1,8,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0392,0.152,0.11880640879079844,5,8,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0396,0.1668,0.12582523371699356,20,8,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0392,0.168,0.12381305930823303,50,8,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0244,0.1168,0.09804250876952135,1,9,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0404,0.1464,0.11880014857345843,5,9,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0404,0.1616,0.1255121414026767,20,9,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0352,0.1656,0.12444047474068566,50,9,layer3.1.relu,ResNet18,None,Untrained,PyTorch
0.0284,0.1208,0.10415551296823458,1,0,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0352,0.136,0.11340918764106421,5,0,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.038,0.1472,0.11955353987059539,20,0,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.046,0.154,0.12753347208256627,50,0,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0276,0.1184,0.10238823038120426,1,1,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0264,0.118,0.10059544730891687,5,1,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0344,0.1588,0.12048459064928135,20,1,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0416,0.1656,0.12830876242863318,50,1,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0296,0.1112,0.09986908140432209,1,2,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0276,0.13,0.10576830254536412,5,2,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0372,0.1468,0.11800940245612164,20,2,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0364,0.16,0.12462261716630278,50,2,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0308,0.1248,0.1064523910297008,1,3,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.034,0.1372,0.11413652381285544,5,3,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0504,0.156,0.13120025972486,20,3,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0404,0.178,0.13210045197468556,50,3,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0184,0.0956,0.08885195964722453,1,4,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.03,0.134,0.10952768513621718,5,4,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.038,0.1412,0.1167655683363385,20,4,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0412,0.1496,0.12281631877808662,50,4,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.022,0.1048,0.09441064414840057,1,5,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.034,0.1324,0.1128229205978472,5,5,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0384,0.1524,0.12258865695726724,20,5,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0404,0.1596,0.1250488965867504,50,5,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0252,0.1116,0.0984334025312412,1,6,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.028,0.1384,0.1085126502424582,5,6,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0324,0.1488,0.11685790189114882,20,6,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0404,0.1576,0.12397613274421712,50,6,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0256,0.124,0.10071864017781544,1,7,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0356,0.1328,0.11213261472779254,5,7,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.032,0.1536,0.1189264022356406,20,7,layer4.0.relu,ResNet18,None,Untrained,PyTorch
0.0432,0.162,0.12929761500483328,50,7,layer4.0.relu,ResNet18,None,Untrained,PyTorch
