between-concept dimensionality,between-concept radius,bias (mean),bias (std),layer,other signal-noise-overlap (mean),other signal-noise-overlap (std),self signal-noise-overlap (mean),self signal-noise-overlap (std),signal (mean),signal (std),signal-noise-ratio (mean),signal-noise-ratio (std),within-concept dimensionality (mean),within-concept dimensionality (std),within-concept radius (mean),within-concept radius (std),architecture,task,kind,source
6.01842190066082,5.60799273522003,0.006989480185900155,0.11950815397261111,layer1.0.relu,5.972305653986969,3.9746223932740494,5.9608324772735,3.8668710644419035,3.4883552379132508,1.2935425132389062,1.0965022455823363,0.370429964331634,19.07745263023628,4.2511164909749155,15.338284518767516,1.2080488384361332,ResNet18,None,Untrained,PyTorch
4.570392943668551,7.844589959225247,0.0053036017186521844,0.10391029068578543,layer1.1.relu,6.8553298723757665,4.93161795930325,6.867272119222082,5.000229320218936,3.475834701027693,1.410336938605149,0.9873049892691405,0.36172308670857223,16.595992997817067,4.450972725048714,21.391038019033154,1.4734628787934887,ResNet18,None,Untrained,PyTorch
4.002229782082231,5.358093350264615,0.005329254846111857,0.10410425350976844,layer2.0.relu,7.078293536850655,5.147625194581356,7.089563988022403,5.23606052045448,3.506834599493563,1.432784241879352,0.9827811905333826,0.36849451240485015,16.342982998012435,4.512539859754674,14.457447117156033,1.0050135596694778,ResNet18,None,Untrained,PyTorch
2.956735052919169,7.218077322828753,0.0046235961244767984,0.09682310626002287,layer2.1.relu,8.193198146493096,6.264798104665754,8.200030402326362,6.35512316493936,3.5583656231876852,1.6098346791052893,0.8899495181598412,0.3415436912374793,13.79459783719755,4.081723761891758,18.896126778274134,1.2312602928058907,ResNet18,None,Untrained,PyTorch
2.919409678994916,4.686961724440129,0.004544261182112044,0.09593808050121624,layer3.0.relu,8.0410683398114,6.161085896489744,8.050669951952896,6.249974918761952,3.504064227382777,1.5918165154105148,0.8783646427406823,0.33002145235594366,13.947940962002638,3.9915692713266853,12.431364751118712,0.8088636513700647,ResNet18,None,Untrained,PyTorch
2.2730599844945543,6.9842693406053895,0.004115419441814533,0.09118958790308762,layer3.1.relu,10.041335895706899,7.852971540951402,10.041005173110324,7.92288061975638,3.672832294589821,1.8233289626001226,0.7741406532629919,0.2994228820915198,10.206186568165165,3.1469239393507493,17.380638463923223,1.0884820365616694,ResNet18,None,Untrained,PyTorch
2.1867698235430066,4.484106732429654,0.004279257419222857,0.09301550416031144,layer4.0.relu,10.101344859613292,7.781035407043233,10.098496496911658,7.846764289473363,3.6549549372970542,1.8149936257172925,0.7625002658788982,0.29753051582005796,10.330334790208562,3.2754370424113,11.228742746944897,0.7158540436731805,ResNet18,None,Untrained,PyTorch
1.9223764146883513,6.196218039241059,0.0045540181067756785,0.09594632607045857,layer4.1.relu,11.608592432574506,9.073272696024025,11.593358745485812,9.112000597605126,3.7807191029711746,1.985932614942154,0.708177211550698,0.28489885823825806,8.394351847583325,2.7872954700795405,14.823347134925775,0.9801398680602582,ResNet18,None,Untrained,PyTorch
5.303182979202271,7.212963938329745,0.006590845509966859,0.11607082797546624,layer1.0.relu,6.247648170405453,5.526954377420612,6.189927627271387,5.0196062153417,3.3725339942579926,1.4452085333268607,1.0082748562961696,0.3468285802627948,16.361575322045052,4.498728296427759,19.69161502379456,1.5224369250779888,ResNet50,None,Untrained,PyTorch
4.751993027635318,9.168184587309455,0.005372605128921725,0.1046563078139218,layer1.1.relu,6.537107837578331,5.679394177247008,6.5053851893079155,5.334043031994476,3.3364780286503763,1.4667759400743805,0.9546087609619065,0.3433765064171386,16.486886512525615,4.870281224431003,25.265737943836708,1.7726730606713839,ResNet50,None,Untrained,PyTorch
3.5421461124139797,11.773602384292758,0.00490192818034364,0.0998715955933962,layer1.2.relu,7.260374816399386,6.449049944742916,7.237917099548281,6.192161740469058,3.3633225116568375,1.5569767497749027,0.8929948688980477,0.3299311222395121,15.403494539619416,5.016641032752264,31.853417710137023,2.1675889291556,ResNet50,None,Untrained,PyTorch
2.992389911666251,7.7970414168431015,0.004713604676891635,0.0978791952987068,layer2.0.relu,7.769197313363703,7.067821625100919,7.753878728816301,6.890119623144963,3.3457734660244705,1.6414141065685126,0.838688771998921,0.3175833614384134,14.101014929028608,4.835672784265039,21.002333399101744,1.402320964904807,ResNet50,None,Untrained,PyTorch
2.323692933109441,12.23599431070048,0.005091778382844509,0.10170307487287447,layer2.1.relu,9.169880001516828,8.592877343098209,9.135483155581804,8.367430572569747,3.3847911548603857,1.8241005064322287,0.7319923681133889,0.2885284744972887,11.137506886579079,4.126483255387561,31.79122669759291,2.243721374156705,ResNet50,None,Untrained,PyTorch
2.0948313356542467,16.330206575551404,0.00531724243641754,0.1038771126891246,layer2.2.relu,9.797908789176121,8.860105251125594,9.775071859315547,8.779090940911722,3.398164907023936,1.879246069226118,0.6831939134306297,0.27010090054899766,9.90380146733804,3.603905750369379,42.24829869098342,3.033978045869083,ResNet50,None,Untrained,PyTorch
1.9323035514477929,23.978330966039024,0.005503700325156387,0.10563380627930172,layer2.3.relu,10.515409660159293,9.431300656666338,10.487146184802985,9.359117607961457,3.4327562749578697,1.952213321788418,0.6431340529384392,0.2563596849007228,8.792164413914968,3.161831235277345,61.02303650637361,4.472990595325999,ResNet50,None,Untrained,PyTorch
1.8543393313570984,15.930887403355749,0.005390041068481842,0.10453387005829624,layer3.0.relu,10.912141974767348,9.80720644339872,10.884666630798225,9.74795759620421,3.473289498395648,1.985290287957589,0.6400167877854149,0.256455511962208,8.497233746058127,3.138717400246776,40.023777736558,2.896998095751584,ResNet50,None,Untrained,PyTorch
