layer,score,score_error,model,benchmark,effective_dimensionality_dataset,effective_dimensionality_imagenet,region,EBA,EVC,FFA,LOC,OFA,OPA,PFS,PPA,RSC,STS
encode_4,0.3769434484680056,0.0045680269757793,resnet18-rp-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",28.64399422844202,307.7322784559674,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.40875493860589573,0.4278033865536668,0.38503403878161174,0.4750006778082579,0.47741336850726135,0.3886290383933639,0.289579359348885,0.3630835396198036,0.21833462709255425,0.27022252725929424
encode_5,0.3854473543206914,0.0047131529763295,resnet18-rp-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",23.34940770076053,334.0072422877179,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.39601773472414914,0.4127297393782207,0.4019693104129728,0.5098035388620693,0.5075895938441217,0.38915286178504693,0.3196842572346464,0.37088562484988075,0.20861285216038322,0.2629099116986173
encode_6,0.3906013095671115,0.0045039913568726,resnet18-rp-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",27.596302097645545,208.9320169334805,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.390920764857822,0.4036478798363172,0.4016909417157404,0.5174712936072632,0.5071271294987977,0.38610074076318285,0.3425160231060589,0.38315603260626513,0.23178376499359893,0.26366412054648963
encode_7,0.4066077441205239,0.0045112828390927,resnet18-rp-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",23.664710601054463,244.39873777644272,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.38498624523010105,0.38891600596029247,0.3958571219503234,0.5536441156568725,0.519962270968747,0.42239664182484093,0.37529617114499153,0.41854525296694534,0.2587083531078631,0.25392246966138093
encode_8,0.395159808110489,0.0045377908281366,resnet18-rp-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",23.807776845377,98.02895882962264,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.3643495981072091,0.3801414745719661,0.373198110437422,0.5387727133373839,0.5005494668336854,0.42162902492345533,0.3633195972009553,0.41062186735652434,0.266488354045233,0.2322509650176332
encode_9,0.3995362972469545,0.0044859393991708,resnet18-rp-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",23.359527087002927,85.33308128877756,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.3627200483234721,0.37817070873101544,0.3753200520886425,0.5437292664134284,0.505219635605718,0.42699017598916944,0.3723030811113749,0.4145878508366715,0.2790662441247946,0.23743167766314804
encode_1,0.2817689504607673,0.0038228656917975,resnet18-depth-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",16.667692534334858,33.02832994154075,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.32441311805014117,0.34674452124007454,0.32499424923527737,0.3541643978041501,0.3616826024662301,0.21774827204323777,0.26062239777262153,0.2164330215190422,0.16168170634241505,0.19727356343423658
encode_1.conv,0.2438819007979715,0.0038177738129221,resnet18-depth-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",10.461381432690896,26.462377947425992,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.29758355696399147,0.21496462141832817,0.2982591719278678,0.3277450027134514,0.327817482115078,0.1922549241715661,0.2353149491462479,0.17011351252568763,0.16536266997621688,0.1541521715454677
encode_2,0.3261044884753246,0.0043073288745951,resnet18-depth-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",29.3391428023541,157.22201199997932,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.37337862904588326,0.41910805476845003,0.3458370779760846,0.4289018300994689,0.42773166563146003,0.2922731731871934,0.2734909313128054,0.2640664887506553,0.14909296124304192,0.2260209058140989
encode_3,0.3460944538014614,0.0044685677852058,resnet18-depth-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",26.56756853645129,409.0297872915529,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.40767674490390066,0.4273065023898199,0.3665313819891834,0.4352397481627468,0.4690735150926086,0.3198773978747209,0.2747180698680681,0.2858810169085646,0.16065220255172902,0.26426968659482963
encode_4,0.3734132875714545,0.0045065913776039,resnet18-depth-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",51.72132354313078,579.9050012060395,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.39656249433906937,0.44741061371616914,0.38382081902098336,0.44793659014511084,0.48265965347314393,0.3786027028123358,0.29309998614948246,0.37656063222795455,0.1921302482731807,0.2750865101189938
encode_5,0.3872714328999873,0.0046426729548921,resnet18-depth-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",32.191181865295775,594.9087999947268,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.3959914284978705,0.4183046875317767,0.3921926982155195,0.4982841017071254,0.4971287714141078,0.4112262657342107,0.3280460774698713,0.4072350142742601,0.19126221139786403,0.24601655471594835
encode_6,0.3817070284228833,0.0046051870502387,resnet18-depth-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",41.47879758318418,419.03877943324864,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.39085701188796396,0.42384510981959445,0.38811508027940517,0.52116388361288,0.5063253790872626,0.39265970184585475,0.3157305859446561,0.3792027900085412,0.19013271299037962,0.19202966147492148
encode_7,0.3832857408224737,0.0046201575070058,resnet18-depth-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",34.7244540039696,467.2771034302559,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.4036051686605448,0.39669149331504167,0.37026885456656944,0.5220638666624466,0.48794566276040796,0.41996348020854546,0.30129009394076167,0.38234970731062495,0.22676045848295573,0.22317971542622483
encode_8,0.3601349260759854,0.0044293820143166,resnet18-depth-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",32.9275031705589,285.51753901854465,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.38613670712575515,0.33770378074092955,0.3434793201810887,0.5116849010550127,0.47764239353977006,0.3810567319229815,0.27606129045884686,0.3569858098393911,0.2238679446561128,0.22171731634821115
encode_9,0.3565318422497718,0.0041941254341536,resnet18-depth-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",34.94085972864448,264.6338453119538,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.3660245778345756,0.3619739126602024,0.32967173408752976,0.4902290269317627,0.45485644472280384,0.383190153127908,0.2542989168109925,0.3773938099894436,0.2337487096130823,0.24668558034357235
encode_1,0.3079807800318437,0.0037669009228326,resnet18-simclr-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",15.580650141380936,36.30014911301305,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.30912773952441247,0.34668616822566684,0.31339457649754937,0.34525876990264104,0.36267348116856235,0.3356041996396089,0.24989918731151042,0.3411505252755497,0.19650776064826486,0.2335110039202256
encode_2,0.3721023549991366,0.0041496877880426,resnet18-simclr-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",21.22004050877271,187.0461335062309,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.38221066440868623,0.40036925704465876,0.36187152431393543,0.4860037282893774,0.4621751073977569,0.38697155033226105,0.3252957959789641,0.3772108577084308,0.21019507395800077,0.26022735723526036
encode_3,0.3896096066135945,0.0043224502793244,resnet18-simclr-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",25.21668721474895,455.95286137046094,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.4157830106795371,0.42602370974788867,0.39098561851308855,0.5157877931566834,0.4870720711441331,0.38667134620640037,0.34458435362881895,0.36926969419222677,0.21213691732715467,0.282079330925716
encode_4,0.4020198636475728,0.0047202570853367,resnet18-simclr-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",36.6501622083954,588.3455846039001,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.4332396923403473,0.4282433779533966,0.40772676783551237,0.5462841880003908,0.5252942630913334,0.3663723954897467,0.3680815411790953,0.38472756943845166,0.196666640450537,0.30407065461411664
encode_5,0.3923964360420319,0.0046591100147111,resnet18-simclr-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",30.08273675485547,598.8525468859698,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.41328780915646646,0.41922895127225634,0.38584284492817433,0.5210976980526842,0.5078700747981713,0.3668608591088063,0.35343394371864545,0.38626920016037253,0.22123312171994092,0.28050350797239765
encode_6,0.4291122211924719,0.0048321913662413,resnet18-simclr-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",26.749957281543853,325.97167842208177,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.4204971222227535,0.4170762184137461,0.40598695323935463,0.5971195430528812,0.5374529107105558,0.45016472130380514,0.39588905261995205,0.45957711369438203,0.2406281498380677,0.26744277874731737
encode_7,0.4274779822416723,0.004587441226979,resnet18-simclr-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",21.66207168114988,291.9641502224902,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.4155176640186783,0.4423590325504241,0.3831313881382866,0.5917691292809089,0.5308899077816454,0.4566123147588137,0.3698144000244403,0.46099570972925147,0.25240240172308764,0.28195172725536677
encode_8,0.4562691579554194,0.0044944207405794,resnet18-simclr-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",23.81049288284383,219.40756765826475,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.4302011707184046,0.44544105709219034,0.4173323169324883,0.6181011003666869,0.5615100237935624,0.518637691373622,0.40452892048179145,0.49906166050098333,0.271241486582415,0.3014638751333878
encode_9,0.4235021293244815,0.0042984429769025,resnet18-simclr-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",29.168857847668853,239.6122762606354,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.4142782254040044,0.41477074727733926,0.40828302045122056,0.568970500143109,0.5383483687483098,0.44077830127880785,0.3643822625659154,0.47862403346289184,0.2412224100632962,0.27242144267858853
layer1.0.relu,0.3751998878350829,0.0042178466745423,resnet18-deepcluster-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",47.87888254343831,441.1618858801296,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.40647093626428193,0.43726166465718164,0.35350608525045585,0.435298547074801,0.457381391535126,0.35945777594668893,0.30484408998622015,0.3999973679153657,0.26303457809778075,0.27034569559852356
layer1.1.relu,0.4122201455186754,0.004488850282036,resnet18-deepcluster-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",40.45401491151681,543.5727155926094,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.4348689707914042,0.4268677843612361,0.39614415714418916,0.5083811272125428,0.517538544644097,0.41306020747175987,0.3712321294507568,0.43756963422569634,0.25221414476851106,0.288097946953398
layer2.0.relu,0.3948737771583612,0.004540901207015,resnet18-deepcluster-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",28.360914147795757,441.0188221812854,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.4148474146878323,0.43469764029067315,0.37512094237159455,0.5127174148985217,0.5026484189607774,0.39204767196815415,0.3463086481971672,0.4079086237384892,0.21229844387735153,0.27980469282807463
layer2.1.relu,0.4060662414409298,0.0045281014308579,resnet18-deepcluster-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",16.398671842003036,479.7574142711316,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.422489934003467,0.45269685997639575,0.389585193439955,0.5345843510555178,0.5219713773111984,0.3950089367137492,0.35123019109258247,0.40879888350943794,0.22626998873835885,0.28228309201332413
layer3.0.relu,0.4137797574542253,0.0046171505754167,resnet18-deepcluster-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",20.28987742154836,244.37194707028445,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.4061886727869842,0.44466495408232937,0.3662056385304605,0.5447028869254329,0.5194507951265803,0.43185552777145053,0.3384408219167434,0.4619301367511922,0.2668314571006263,0.2679468219643452
layer3.1.relu,0.4101237628373663,0.0045338418166786,resnet18-deepcluster-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",4.998870683933211,95.9114113773518,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.39340659093595254,0.43844172522859415,0.36471156535147276,0.5528874944573192,0.5152914754109649,0.43316857276630405,0.3465364857244122,0.45593642874073603,0.24842789972778326,0.26042976002506674
layer4.0.relu,0.4285172321180649,0.0044802796626355,resnet18-deepcluster-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",2.6698309235594664,44.15163714109454,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.4046422189742137,0.4167326593110992,0.37483561241487406,0.5788093783645532,0.5228796731092064,0.5022095276979152,0.3674346721404378,0.4821002456724589,0.26453957800477057,0.2793943378715117
layer4.1.relu,0.4206708652759556,0.0041540337973287,resnet18-deepcluster-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",38.13368232605881,507.2620781250756,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.4394385069375739,0.36746918069441054,0.3492459503714771,0.5641729136987627,0.5070487166918878,0.48484563470420816,0.348400332457886,0.47425567948122566,0.3003881058211464,0.2930882062558458
maxpool,0.3121680034592499,0.0038413099296992,resnet18-deepcluster-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",16.56394250086076,59.749077328200485,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.322518401709704,0.39578284070825526,0.3227301038848018,0.359943519326205,0.3831050297109029,0.2912963361280205,0.25882594518398705,0.3276066687382635,0.19114356361241797,0.1989002690691595
relu,0.3677103743607313,0.0040320518015011,resnet18-deepcluster-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",28.70759873528777,398.4028092708728,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.39996474331678333,0.4008911730703635,0.3660298468599482,0.45954659978631945,0.44506550416921487,0.3600420383122697,0.31786966833808317,0.3801067574772941,0.24105585294959334,0.2081735449546674
layer1.0.relu,0.3443599528785967,0.0041421873763457,resnet18-cmc-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",19.236866744633407,301.8381857339462,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.3724465977473309,0.426583157473191,0.337607094679334,0.37736199060873055,0.41376170885335983,0.3423814220796659,0.26401807563564367,0.3731670364239901,0.2239095342232099,0.2616040512619582
layer1.1.relu,0.3848866390876796,0.0042443068122544,resnet18-cmc-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",16.676846185517142,530.9538043697993,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.41978935748164403,0.451138450511232,0.389517898266221,0.45069408572477154,0.47413816948362886,0.3720225055090478,0.3141342538779649,0.40052965504271676,0.2269038922761905,0.2946148307268423
layer2.0.relu,0.3775923805914119,0.0043967746954008,resnet18-cmc-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",17.531792428858978,347.6800178206929,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.389752988899267,0.4372259502634225,0.35962775384624085,0.49478655035225794,0.4920192679033969,0.3674069211740481,0.31625902623851065,0.3722962858888576,0.20376293353413513,0.28845204056128754
layer2.1.relu,0.4000317553763041,0.0044918784507458,resnet18-cmc-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",22.343408743471603,508.97528523727794,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.4161325455999844,0.45153214670380054,0.3981126052869729,0.5221471511712784,0.5198964466840269,0.37869926320606945,0.34166236402692873,0.3881259205736053,0.22444569009056584,0.29572693689843604
layer3.0.relu,0.4145705309755033,0.004581272984354,resnet18-cmc-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",25.5936819507261,302.09893994736143,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.41276342098661833,0.44845042015529285,0.37134397155984994,0.537847188016445,0.518491995415682,0.4179790797262565,0.35346004741978854,0.44593740408066707,0.2701697400355205,0.29745916230971164
layer3.1.relu,0.4105630221016334,0.0043885242304613,resnet18-cmc-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",10.805393450747,227.60181445936985,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.39311117916292243,0.45627065224368,0.36494804108112,0.5507081311152051,0.5159238130439237,0.4151461694471648,0.3401123658825641,0.4317940917434294,0.2774650050750834,0.27997549096362695
layer4.0.relu,0.4326930068520217,0.0044124962484975,resnet18-cmc-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",6.996395328744331,113.41927096104116,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.4135620529638463,0.45509778495481684,0.3994739338574784,0.5833154539726966,0.5287688386566236,0.4537323689490101,0.36020353871357713,0.4687922665827901,0.28088202724642153,0.3042705166321074
layer4.1.relu,0.4345641029702307,0.0043834600816952,resnet18-cmc-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",33.156591597273305,182.07863536414104,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.40401157289724476,0.41121349748892305,0.39838294283240216,0.5833787319888248,0.526042750737213,0.503271538342164,0.35088335515152774,0.49226003594747714,0.3100699607346294,0.256280789304983
maxpool,0.3105547871417448,0.0037565419828154,resnet18-cmc-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",15.110128640126662,45.05246971559927,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.3225929130748223,0.3665978584537113,0.3296374802234953,0.3343157456297652,0.36860778015594603,0.31179199970517063,0.25827042057594557,0.3344134469644099,0.2004432465460312,0.22816193078759955
relu,0.2411605284484851,0.0038927515490719,resnet18-cmc-1000components,"bonner.Object2Vec.regression=lin.regions=EVC,LOC,PFS,OPA,PPA,RSC,FFA,OFA,STS,EBA",7.514854600589629,38.041532440081326,EVC+LOC+PFS+OPA+PPA+RSC+FFA+OFA+STS+EBA,0.2969148950663426,0.25663192180713684,0.29256252764402946,0.289876893565925,0.32151614792154226,0.16084220453194942,0.20954430749039876,0.19745475336808938,0.1758077412825615,0.16108259943334763
