layer,score,score_error,model,effective_dimensionality_dataset,effective_dimensionality_imagenet,region
encode_8,0.36486771468168805,0.004511254350727305,resnet18-color,9.57986487195866,44.66078979718826,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_9,0.3653189279499642,0.004204556386855338,resnet18-color,12.152692716619649,47.52870916822214,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_1,0.2985951316417268,0.004199176493747757,resnet18-rp,22.663781699665105,109.36834834278908,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_1.conv,0.3085805598725878,0.004181719046251014,resnet18-rp,18.868264716234172,229.6537937375893,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_2,0.32509361433223394,0.004352139681687578,resnet18-rp,23.459649711658578,241.071677642991,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_3,0.3531750585780086,0.00444434337311868,resnet18-rp,20.029841817154875,302.1750314544837,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_4,0.4008089017344979,0.004698231488278009,resnet18-rp,28.64399422844202,307.7322784559674,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_5,0.41581107335369755,0.00471344742053038,resnet18-rp,23.34940770076053,334.0072422877179,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_6,0.42008593739679606,0.004466860399628731,resnet18-rp,27.596302097645545,208.9320169334805,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_7,0.43905009365444725,0.004507177146385746,resnet18-rp,23.664710601054466,244.39873777644272,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_8,0.4267200631526065,0.004531387863075298,resnet18-rp,23.807776845377,98.02895882962265,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_9,0.4307420927198379,0.004499268398032222,resnet18-rp,23.359527087002927,85.33308128877756,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_1,0.29738204615091723,0.004104096506254018,resnet18-depth,16.667692534334858,33.02832994154075,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_1.conv,0.25224259710289276,0.004117002001361572,resnet18-depth,10.461381432690896,26.462377947425992,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_2,0.3500342719921261,0.00451411419288031,resnet18-depth,29.3391428023541,157.22201199997932,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_3,0.36821215874997015,0.004552336842331344,resnet18-depth,26.56756853645129,409.02978729155285,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_4,0.40130078154150606,0.004560811095232637,resnet18-depth,51.72132354313078,579.9050012060395,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_5,0.4216416847807867,0.004603065392807921,resnet18-depth,32.191181865295775,594.9087999947268,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_6,0.41797968940528346,0.004447878436598346,resnet18-depth,41.47879758318418,419.03877943324864,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_7,0.4113633176269092,0.004675547670707058,resnet18-depth,34.7244540039696,467.2771034302559,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_8,0.3833348726555038,0.004550231789458265,resnet18-depth,32.9275031705589,285.51753901854465,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_9,0.37863178605494474,0.0043827122883401785,resnet18-depth,34.940859728644476,264.6338453119538,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_1,0.3277579960279552,0.003963366380182976,resnet18-simclr,15.580650141380936,36.30014911301305,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_2,0.3998239591281143,0.004162136919766673,resnet18-simclr,21.22004050877271,187.04613350623086,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_3,0.41702829442609196,0.004310397852773675,resnet18-simclr,25.21668721474895,455.95286137046094,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_4,0.43218967709094186,0.004575284828037985,resnet18-simclr,36.6501622083954,588.3455846039001,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_5,0.4199123093160679,0.0046831856557363214,resnet18-simclr,30.08273675485547,598.8525468859698,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_6,0.4659852111082927,0.004643286003393004,resnet18-simclr,26.749957281543853,325.97167842208177,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_7,0.4620493803165894,0.004470618556722662,resnet18-simclr,21.662071681149882,291.9641502224902,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_8,0.4947766277686832,0.004309798127678538,resnet18-simclr,23.81049288284383,219.40756765826475,EVC+OPA+PPA+LOC+PFS+OFA+FFA
encode_9,0.4590093358583248,0.0042198197994135,resnet18-simclr,29.168857847668853,239.6122762606354,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer1.0.relu,0.39240212567440946,0.004376194610571509,resnet18-deepcluster,47.87888254343831,441.1618858801296,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer1.1.relu,0.4385209227332135,0.004579480576095954,resnet18-deepcluster,40.45401491151681,543.5727155926094,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer2.0.relu,0.4243137068113968,0.0045165157423746,resnet18-deepcluster,28.360914147795754,441.0188221812854,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer2.1.relu,0.43606850300559874,0.004556049016184591,resnet18-deepcluster,16.398671842003036,479.7574142711316,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer3.0.relu,0.44371838827392923,0.004585902689266151,resnet18-deepcluster,20.289877421548358,244.37194707028445,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer3.1.relu,0.44368415425077823,0.004431778583267461,resnet18-deepcluster,4.998870683933211,95.9114113773518,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer4.0.relu,0.4634074930669108,0.0044339633864697485,resnet18-deepcluster,2.6698309235594664,44.15163714109454,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer4.1.relu,0.44204593548549376,0.004320377874870116,resnet18-deepcluster,38.13368232605881,507.2620781250756,EVC+OPA+PPA+LOC+PFS+OFA+FFA
maxpool,0.33407764085148894,0.004091095707301088,resnet18-deepcluster,16.56394250086076,59.749077328200485,EVC+OPA+PPA+LOC+PFS+OFA+FFA
relu,0.3897734026205014,0.00417504469972738,resnet18-deepcluster,28.707598735287775,398.40280927087275,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer1.0.relu,0.36201608977018385,0.004400408738852177,resnet18-cmc,19.236866744633407,301.8381857339462,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer1.1.relu,0.4073359159328999,0.0044032565866650815,resnet18-cmc,16.676846185517142,530.9538043697993,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer2.0.relu,0.4055054844845968,0.00445409399544174,resnet18-cmc,17.531792428858978,347.6800178206929,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer2.1.relu,0.4284377637829109,0.004609849193496678,resnet18-cmc,22.343408743471603,508.97528523727794,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer3.0.relu,0.44176825226786715,0.004548463928166705,resnet18-cmc,25.5936819507261,302.09893994736143,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer3.1.relu,0.4391078204090084,0.004436534477390917,resnet18-cmc,10.805393450747001,227.60181445936985,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer4.0.relu,0.46404407336190945,0.0044271264099483695,resnet18-cmc,6.996395328744331,113.41927096104116,EVC+OPA+PPA+LOC+PFS+OFA+FFA
layer4.1.relu,0.466319614138053,0.00444685065576178,resnet18-cmc,33.156591597273305,182.07863536414104,EVC+OPA+PPA+LOC+PFS+OFA+FFA
maxpool,0.32900584841566116,0.004008834615053534,resnet18-cmc,15.110128640126662,45.05246971559927,EVC+OPA+PPA+LOC+PFS+OFA+FFA
relu,0.2468339792294721,0.004093873867627333,resnet18-cmc,7.514854600589629,38.041532440081326,EVC+OPA+PPA+LOC+PFS+OFA+FFA
