accuracy (top 1),accuracy (top 5),MRR,n_train,i_repeat,layer,architecture,task,kind,source
0.1588,0.4316,0.29751163818058307,50,6,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0724,0.226,0.16619950563101824,1,7,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1056,0.3296,0.22867646740710734,5,7,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.15,0.4188,0.2868538967051515,20,7,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.156,0.4404,0.2984193340673778,50,7,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0784,0.25,0.18009278582083052,1,8,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1256,0.3684,0.2523133911106395,5,8,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1476,0.4228,0.2871092683447211,20,8,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.152,0.4336,0.29436606942695137,50,8,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0744,0.2284,0.17131766875083387,1,9,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1292,0.3552,0.24936608481152453,5,9,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1444,0.4144,0.2810625496765814,20,9,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1656,0.4356,0.3027554016664158,50,9,layer1.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0716,0.2296,0.16874907828760807,1,0,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1132,0.33,0.23067895974011263,5,0,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1332,0.3724,0.2610577304990241,20,0,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1512,0.4028,0.2801938978108912,50,0,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0712,0.2196,0.16572439528923125,1,1,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.112,0.3448,0.23550589943039518,5,1,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1324,0.3928,0.26696588789605596,20,1,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1468,0.3964,0.279379479880636,50,1,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.064,0.2088,0.1561159825528207,1,2,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.108,0.3208,0.22462790468147567,5,2,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1344,0.3868,0.26524199885798394,20,2,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1556,0.3988,0.284434356778974,50,2,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0716,0.2412,0.17267964076358983,1,3,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1172,0.3256,0.23490404560247538,5,3,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1408,0.3868,0.2706619720308965,20,3,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1528,0.4068,0.2852477952197783,50,3,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0748,0.246,0.17761692300731255,1,4,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0996,0.3192,0.22100345627503826,5,4,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1396,0.38,0.2684614208026519,20,4,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1416,0.4048,0.27725714675206403,50,4,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0816,0.256,0.18347999436216605,1,5,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1016,0.3296,0.22535523835014237,5,5,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1236,0.3932,0.26082260847308447,20,5,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.14,0.4012,0.27529318975442313,50,5,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0704,0.2264,0.16840567745553742,1,6,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1264,0.3352,0.2414970041971174,5,6,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1412,0.3776,0.2704093344909228,20,6,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1404,0.4,0.2753357541726397,50,6,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.066,0.2008,0.15549825048932112,1,7,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0948,0.3364,0.22156409055020299,5,7,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1408,0.3812,0.2701439936167705,20,7,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.148,0.412,0.28114538974145625,50,7,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0672,0.2248,0.16572654677719437,1,8,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1192,0.3324,0.23555450630498617,5,8,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1388,0.388,0.27134507723196594,20,8,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.148,0.3928,0.2805438515089343,50,8,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.076,0.2272,0.17033453879290322,1,9,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1212,0.3364,0.2374029673372582,5,9,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1408,0.376,0.26584468397838434,20,9,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1448,0.4076,0.2789151226720363,50,9,layer1.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.074,0.2292,0.1703367735992638,1,0,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1144,0.3316,0.2332623733530857,5,0,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1344,0.3752,0.26257476023453225,20,0,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1516,0.4104,0.28075227997801616,50,0,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0708,0.2212,0.16576189525080826,1,1,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1108,0.3416,0.233876791244586,5,1,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1368,0.392,0.2718848691921455,20,1,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.146,0.398,0.2798959185972541,50,1,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0612,0.2012,0.15222058027956825,1,2,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.11,0.324,0.22531385145011537,5,2,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1428,0.3932,0.27210795820861283,20,2,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1584,0.404,0.28718511178406964,50,2,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0736,0.2416,0.17363918370361067,1,3,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.114,0.3252,0.23184228255768785,5,3,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1416,0.394,0.2744377494066455,20,3,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1576,0.4076,0.2888173500193745,50,3,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0712,0.2448,0.17504919278887893,1,4,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.104,0.3196,0.22237867182171675,5,4,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1464,0.3776,0.2721957696813209,20,4,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.146,0.4052,0.28049636077183415,50,4,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0808,0.2468,0.1814564412050306,1,5,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.106,0.324,0.2259365307157073,5,5,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1308,0.3988,0.26743115620397173,20,5,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1392,0.4016,0.27691930397790715,50,5,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0788,0.2264,0.17331525911343562,1,6,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.126,0.3412,0.2424460934417881,5,6,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1464,0.3844,0.2731242670201689,20,6,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1452,0.3984,0.2776287216718296,50,6,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0688,0.1924,0.15502479356425866,1,7,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0964,0.3328,0.2219480833834572,5,7,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1456,0.3988,0.27460340964909524,20,7,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1572,0.4092,0.28635678755151917,50,7,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.068,0.2208,0.1646821922994204,1,8,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.12,0.3184,0.23402309679777827,5,8,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1444,0.394,0.27428260701193957,20,8,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.148,0.3992,0.2800648903755586,50,8,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0768,0.218,0.16875861194581285,1,9,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1272,0.3368,0.24227548776426833,5,9,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1452,0.3728,0.2661396275679931,20,9,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1448,0.4092,0.2791366319711082,50,9,layer1.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0676,0.2016,0.1549612079151256,1,0,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1024,0.284,0.20749969650179695,5,0,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1212,0.318,0.23198583273705375,20,0,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1284,0.3272,0.24156026081966214,50,0,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0592,0.2068,0.15221476136335443,1,1,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0996,0.2836,0.2069198692726768,5,1,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1248,0.346,0.2424896624544637,20,1,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1292,0.3364,0.24581365146018766,50,1,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0576,0.1764,0.14393699889836617,1,2,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0972,0.2668,0.20011026514275,5,2,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1248,0.3476,0.24341031583829154,20,2,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1352,0.3592,0.2545216397624426,50,2,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0616,0.2156,0.15866700732458935,1,3,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0928,0.2676,0.20006028843044,5,3,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.118,0.3348,0.2373344387111828,20,3,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1212,0.3468,0.24318690604611734,50,3,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.064,0.2184,0.1616793433251035,1,4,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0876,0.2624,0.1931675319532495,5,4,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1116,0.3104,0.2276545863253869,20,4,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1176,0.3512,0.2427374421003899,50,4,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0696,0.2276,0.1650895030175703,1,5,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0892,0.2752,0.19828414826995328,5,5,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.112,0.3468,0.23429612772070463,20,5,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1244,0.3352,0.2416492669027134,50,5,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0704,0.2072,0.16062318941066742,1,6,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.11,0.2996,0.21574300589912299,5,6,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1364,0.3324,0.24643847367693855,20,6,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1296,0.3328,0.24403898763275592,50,6,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0616,0.1868,0.14571825709324596,1,7,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0848,0.2776,0.19552164893165971,5,7,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1156,0.3352,0.2339125828148763,20,7,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1396,0.3436,0.2520109134879707,50,7,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0588,0.196,0.1496657046756804,1,8,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0972,0.2772,0.20207677997511256,5,8,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1232,0.3328,0.23881480283162537,20,8,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1328,0.3524,0.250902865246128,50,8,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.058,0.1884,0.14720835549565944,1,9,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1076,0.2932,0.21362752535443938,5,9,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.114,0.322,0.2287155357438227,20,9,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1284,0.3344,0.24516620872139197,50,9,layer2.0.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0612,0.1904,0.14605910083777995,1,0,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0932,0.2456,0.18836884323381572,5,0,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1008,0.2848,0.20714612568718493,20,0,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1116,0.2828,0.21657887895517364,50,0,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0568,0.1948,0.14581957141753515,1,1,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0908,0.2576,0.18981508774676753,5,1,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1048,0.3,0.21632611441048802,20,1,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1184,0.2956,0.22518847162263728,50,1,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0588,0.1728,0.1389130210362878,1,2,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0832,0.2436,0.18017290655327892,5,2,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1012,0.304,0.21393771880115706,20,2,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1204,0.3196,0.23004548989325013,50,2,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0576,0.196,0.1501096126496987,1,3,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0824,0.2512,0.18356723421894702,5,3,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.104,0.3096,0.21607112785530916,20,3,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0996,0.3092,0.21661292677386865,50,3,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0616,0.2112,0.15506091702463207,1,4,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0776,0.2296,0.17445067238085968,5,4,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0952,0.2748,0.2017875229692721,20,4,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1052,0.3048,0.2188598158849424,50,4,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0648,0.2144,0.15627236339565884,1,5,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0832,0.2416,0.18207804180210124,5,5,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1024,0.306,0.21338458308227004,20,5,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1096,0.294,0.21670515770703097,50,5,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0676,0.2004,0.155519566914605,1,6,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.096,0.272,0.19797235454281287,5,6,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1172,0.2928,0.22102990324031072,20,6,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1172,0.3044,0.22373861183597524,50,6,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0568,0.1768,0.1391623056023918,1,7,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0772,0.2496,0.18039906157207605,5,7,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0964,0.2908,0.20754985577738858,20,7,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1236,0.3024,0.23052350067405059,50,7,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0532,0.1804,0.14058606375619076,1,8,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0944,0.2496,0.189087683120646,5,8,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.104,0.29,0.2093394373572637,20,8,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1156,0.3064,0.2258393415191473,50,8,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0528,0.1828,0.1392068629881506,1,9,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0992,0.2596,0.19674026480606918,5,9,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.106,0.2812,0.2081439778074785,20,9,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.1168,0.3004,0.22334136631747686,50,9,layer2.1.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0528,0.1748,0.13756099866217866,1,0,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0776,0.2188,0.16838193061445794,5,0,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0736,0.2436,0.17301862630869225,20,0,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0948,0.2492,0.1908628978958396,50,0,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0552,0.1776,0.14067038887576785,1,1,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0732,0.2276,0.17115101460746493,5,1,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0932,0.2592,0.1936342890908859,20,1,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0924,0.2628,0.19659043933382103,50,1,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0544,0.1588,0.13380576481725126,1,2,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.072,0.2092,0.1614072120634947,5,2,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0852,0.262,0.1900178456379492,20,2,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0944,0.2784,0.19649535059003922,50,2,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0476,0.176,0.13516831275976984,1,3,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0648,0.2148,0.16123714334116063,5,3,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0828,0.2624,0.1870850537159895,20,3,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0852,0.2628,0.1900422541794739,50,3,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0548,0.1896,0.1443781530246542,1,4,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0732,0.202,0.1615316675368319,5,4,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0828,0.2296,0.17375154308772467,20,4,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0848,0.2584,0.18743191041825247,50,4,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0632,0.1936,0.1500645250833069,1,5,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0688,0.208,0.15812144604655567,5,5,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0972,0.2524,0.1934435256764323,20,5,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0972,0.2452,0.19252092412365956,50,5,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0628,0.1924,0.14869745954344066,1,6,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.09,0.2396,0.18306631406783969,5,6,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0972,0.2544,0.19396016865679513,20,6,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0992,0.2676,0.1982263970936351,50,6,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0516,0.1652,0.13255070990745038,1,7,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0752,0.2188,0.16764944592595762,5,7,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0784,0.256,0.18206828527039212,20,7,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.094,0.272,0.197545950228757,50,7,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0508,0.1744,0.13673579865974667,1,8,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0792,0.226,0.16827766081620024,5,8,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0892,0.2392,0.18230888075888899,20,8,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0964,0.2668,0.199244543101219,50,8,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0512,0.1644,0.13340842965690394,1,9,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0872,0.2156,0.17569989515922552,5,9,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0904,0.2416,0.18492778094517187,20,9,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0928,0.2588,0.1949473155629206,50,9,layer2.2.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0528,0.162,0.13423083581848333,1,0,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0672,0.2124,0.15619324239458743,5,0,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.062,0.2236,0.1576678280004602,20,0,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.08,0.2312,0.17237081191658607,50,0,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.054,0.1716,0.13826363393924157,1,1,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0656,0.2104,0.16023487601484573,5,1,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0748,0.2444,0.17666764229857526,20,1,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0756,0.2332,0.175196727055227,50,1,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0548,0.1548,0.1322660353535861,1,2,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0732,0.1904,0.15690327106008423,5,2,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.082,0.2336,0.17790032585849283,20,2,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0828,0.232,0.1778107381463295,50,2,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0468,0.1648,0.1304213990410843,1,3,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0636,0.1996,0.15380362043011347,5,3,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0716,0.218,0.16742140023374,20,3,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0828,0.2276,0.17638385867074743,50,3,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0544,0.1848,0.14193703541949626,1,4,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0676,0.194,0.15470113624946696,5,4,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0748,0.212,0.16262032875811172,20,4,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0724,0.242,0.1702861411327312,50,4,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0612,0.1852,0.14603986816079623,1,5,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0616,0.186,0.14609404080050062,5,5,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0788,0.218,0.1752659064704426,20,5,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0816,0.2368,0.17360658519030334,50,5,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
0.0668,0.1836,0.14892941166950383,1,6,layer2.3.relu,ResNet50,Curvature Estimation,Supervised,Taskonomy
